item_code_raw,item_code,official_description,official_unit,is_deleted
510E3361,510E3361,"HP 10x42 Steel Test Pile, Furnish and Drive",Ft,false
510E3365,510E3365,"HP 10x42 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3371,510E3371,"HP 10x57 Steel Test Pile, Furnish and Drive",Ft,false
510E3375,510E3375,"HP 10x57 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3401,510E3401,"HP 12x53 Steel Test Pile, Furnish and Drive",Ft,false
510E3405,510E3405,"HP 12x53 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3411,510E3411,"HP 12x63 Steel Test Pile, Furnish and Drive",Ft,false
510E3415,510E3415,"HP 12x63 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3421,510E3421,"HP 12x74 Steel Test Pile, Furnish and Drive",Ft,false
510E3425,510E3425,"HP 12x74 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3431,510E3431,"HP 12x84 Steel Test Pile, Furnish and Drive",Ft,false
510E3435,510E3435,"HP 12x84 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3521,510E3521,"HP 14x73 Steel Test Pile, Furnish and Drive",Ft,false
510E3525,510E3525,"HP 14x73 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3531,510E3531,"HP 14x89 Steel Test Pile, Furnish and Drive",Ft,false
510E3535,510E3535,"HP 14x89 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3541,510E3541,"HP 14x102 Steel Test Pile, Furnish and Drive",Ft,false
510E3545,510E3545,"HP14x102 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3551,510E3551,"HP 14x117 Steel Test Pile, Furnish and Drive",Ft,false
510E3555,510E3555,"HP14x117 Steel Bearing Pile, Furnish and Drive",Ft,false
510E3815,510E3815,"6""x0.25"" Steel Pipe Bearing Pile, Furnish and Drive",Ft,false
510E3851,510E3851,"16""x0.25"" Steel Pipe Test Pile, Furnish and Drive",Ft,false
510E3855,510E3855,"16""x0.25"" Steel Pipe Bearing Pile, Furnish and Drive",Ft,false
510E3861,510E3861,"16""x0.375"" Steel Pipe Test Pile, Furnish and Drive",Ft,false
510E3865,510E3865,"16""x0.375"" Steel Pipe Bearing Pile, Furnish and Drive",Ft,false
510E4000,510E4000,Dynamic Pile Test (during driving),Each,false
510E4010,510E4010,Dynamic Pile Test (during restrike),Each,false
510E4050,510E4050,Static Pile Load Test,Each,false
510E8005,510E8005,"Sheet Piling, Furnish and Drive",SqFt,false
530E0100,530E0100,Metal Bin Retaining Wall,SqFt,false
530E0200,530E0200,Treated Timber Retaining Wall,SqFt,false
530E0210,530E0210,Treated Timber Crib Wall,SqFt,false
530E0300,530E0300,Type C Concrete Retaining Wall,SqFt,false
530E0310,530E0310,Special Type C Concrete Retaining Wall,SqFt,false
530E0320,530E0320,Reinforced Concrete Crib Wall,SqFt,false
530E0360,530E0360,1.5' x 1.5' Welded Wire Form,Ft,false
530E0400,530E0400,MSE Wire Face Wall,SqFt,false
530E0410,530E0410,MSE Segmental Block Wall,SqFt,false
530E0411,530E0411,Reset MSE Segmental Block Wall,SqFt,false
530E0420,530E0420,"MSE Large Panel Wall, Furnish",SqFt,false
530E0422,530E0422,"MSE Large Panel Wall, Install",SqFt,false
530E0425,530E0425,MSE Large Concrete Block Wall,SqFt,false
530E0430,530E0430,GRS Solid Concrete Masonry Block Wall,SqFt,false
530E0432,530E0432,GRS Split Face Concrete Masonry Block Wall,SqFt,false
530E0435,530E0435,Split Face Concrete Masonry Block Wall,SqFt,false
530E0440,530E0440,Channel Wall,SqFt,false
530E0450,530E0450,"Precast Modular Stem Wall, Furnish",SqFt,false
530E0452,530E0452,"Precast Modular Stem Wall, Install",SqFt,false
530E0460,530E0460,Gravity Segmental Block Wall,SqFt,false
530E0461,530E0461,Reset Gravity Segmental Block Wall,SqFt,false
530E0470,530E0470,Gravity Large Concrete Block Wall,SqFt,false
530E0490,530E0490,Boulder Retaining Wall,SqFt,false
530E0500,530E0500,Temporary Retaining Wall,Ft,false
530E0600,530E0600,Soil Nail Retaining Wall,SqFt,false
530E0602,530E0602,Soil Nail,Ft,false
530E0603,530E0603,Soil Nail Verification Test,Each,false
530E0620,530E0620,Reinforcement for MSE Segmental Block Wall,SqYd,false
530E0640,530E0640,"Rock Bolt, Furnish",Ft,false
530E0642,530E0642,"Rock Bolt, Install",Ft,false
530E0700,530E0700,Granular Backfill for MSE Segmental Block Wall,CuYd,false
530E0702,530E0702,Granular Backfill for MSE Large Panel Wall,CuYd,false
530E0704,530E0704,Granular Backfill for MSE Wire Face Wall,CuYd,false
530E0706,530E0706,Granular Backfill for Precast Modular Stem Wall,CuYd,false
530E0708,530E0708,Granular Backfill for MSE Large Concrete Block Wall,CuYd,false
530E0710,530E0710,Granular Backfill for GRS Abutment,CuYd,false
530E0718,530E0718,Granular Backfill for Gravity Large Concrete Block Wall,CuYd,false
530E0800,530E0800,Repair Retaining Wall Joint,CuFt,false
530E0810,530E0810,Repair Retaining Wall,SqFt,false
530E0820,530E0820,Reconstruct Stone and Masonry Retaining Wall,SqFt,false
530E1100,530E1100,Slope Mesh,SqFt,false
530E1110,530E1110,Slope Mesh Anchor,Each,false
530E2000,530E2000,Shotcrete,SqFt,false
530E2010,530E2010,Shotcrete Flashcoat/Leveling Course,CuYd,false
530E2020,530E2020,Reinforced Shotcrete Face,SqFt,false
541E0010,541E0010,Treated Timber,BdFt,false
541E0020,541E0020,Structural Timber,LS,false
541E0030,541E0030,Nonstructural Timber,LS,false
541E0100,541E0100,High Strength Fiber Tension Reinforcement Retrofit,Ft,false
541E0110,541E0110,Diffuse Timber,CuFt,false
541E1000,541E1000,"12""x12"" Crib Wall Timber",BdFt,false
541E1200,541E1200,"2""x8"" Deck Plank Timber",BdFt,false
541E1205,541E1205,"2""x12"" Deck Plank Timber",BdFt,false
541E1207,541E1207,"3""x12"" Timber Deck Plank",BdFt,false
541E1209,541E1209,"4""x10"" Timber Deck Plank",BdFt,false
541E1210,541E1210,"4""x12"" Deck Plank Timber",BdFt,false
541E1258,541E1258,"2""x8"" Timber Joist",Ft,false
541E1262,541E1262,"2""x12"" Timber Joist",Ft,false
541E1300,541E1300,Transverse Laminated Timber Deck,SqYd,false
550E0010,550E0010,Low Slump Dense Concrete Bridge Deck Overlay,CuYd,false
550E0011,550E0011,Concrete Bridge Deck Overlay,CuYd,false
550E0015,550E0015,Latex Modified Bridge Deck Overlay,CuYd,false
550E0020,550E0020,Bridge Sidewalk Overlay,SqYd,false
550E0040,550E0040,Steel Grid Deck Repair,SqYd,false
550E0060,550E0060,Polymer Concrete Overlay,CuFt,false
550E0100,550E0100,Concrete Removal Type 1A,SqYd,false
550E0105,550E0105,Concrete Removal Type 2A,SqYd,false
550E0110,550E0110,Concrete Removal Type 1B,SqYd,false
550E0120,550E0120,Concrete Removal Type 1C,SqYd,false
550E0130,550E0130,Concrete Removal Type 1D,SqYd,false
550E0140,550E0140,Concrete Removal Type B,Ft,false
550E0200,550E0200,Class A45 Concrete Fill,CuYd,false
550E0500,550E0500,Finishing and Curing,SqYd,false
550E2000,550E2000,Latex Modified Box Culvert Spall Repair,SqYd,false
560E0050,560E0050,"6'x3' Precast Concrete Box Culvert, Furnish",Ft,false
560E0051,560E0051,"6'x3' Precast Concrete Box Culvert, Install",Ft,false
560E0052,560E0052,"6'x4' Precast Concrete Box Culvert, Furnish",Ft,false
560E0053,560E0053,"6'x4' Precast Concrete Box Culvert, Install",Ft,false
560E0054,560E0054,"6'x5' Precast Concrete Box Culvert, Furnish",Ft,false
560E0055,560E0055,"6'x5' Precast Concrete Box Culvert, Install",Ft,false
560E0056,560E0056,"6'x6' Precast Concrete Box Culvert, Furnish",Ft,false
560E0057,560E0057,"6'x6' Precast Concrete Box Culvert, Install",Ft,false
560E0068,560E0068,"7'x3' Precast Concrete Box Culvert, Furnish",Ft,false
560E0069,560E0069,"7'x3' Precast Concrete Box Culvert, Install",Ft,false
560E0070,560E0070,"7'x4' Precast Concrete Box Culvert, Furnish",Ft,false
560E0071,560E0071,"7'x4' Precast Concrete Box Culvert, Install",Ft,false
560E0072,560E0072,"7'x5' Precast Concrete Box Culvert, Furnish",Ft,false
560E0073,560E0073,"7'x5' Precast Concrete Box Culvert, Install",Ft,false
560E0074,560E0074,"7'x6' Precast Concrete Box Culvert, Furnish",Ft,false
560E0075,560E0075,"7'x6' Precast Concrete Box Culvert, Install",Ft,false
560E0076,560E0076,"7'x7' Precast Concrete Box Culvert, Furnish",Ft,false
560E0077,560E0077,"7'x7' Precast Concrete Box Culvert, Install",Ft,false
560E0086,560E0086,"8'x3' Precast Concrete Box Culvert, Furnish",Ft,false
560E0087,560E0087,"8'x3' Precast Concrete Box Culvert, Install",Ft,false
560E0088,560E0088,"8'x4' Precast Concrete Box Culvert, Furnish",Ft,false
560E0089,560E0089,"8'x4' Precast Concrete Box Culvert, Install",Ft,false
560E0090,560E0090,"8'x5' Precast Concrete Box Culvert, Furnish",Ft,false
560E0091,560E0091,"8'x5' Precast Concrete Box Culvert, Install",Ft,false
560E0092,560E0092,"8'x6' Precast Concrete Box Culvert, Furnish",Ft,false
560E0093,560E0093,"8'x6' Precast Concrete Box Culvert, Install",Ft,false
560E0094,560E0094,"8'x7' Precast Concrete Box Culvert, Furnish",Ft,false
560E0095,560E0095,"8'x7' Precast Concrete Box Culvert, Install",Ft,false
560E0096,560E0096,"8'x8' Precast Concrete Box Culvert, Furnish",Ft,false
560E0097,560E0097,"8'x8' Precast Concrete Box Culvert, Install",Ft,false
560E0100,560E0100,"8'x10' Precast Concrete Box Culvert, Furnish",Ft,false
560E0101,560E0101,"8'x10' Precast Concrete Box Culvert, Install",Ft,false
560E0108,560E0108,"9'x4' Precast Concrete Box Culvert, Furnish",Ft,false
560E0109,560E0109,"9'x4' Precast Concrete Box Culvert, Install",Ft,false
560E0110,560E0110,"9'x5' Precast Concrete Box Culvert, Furnish",Ft,false
560E0111,560E0111,"9'x5' Precast Concrete Box Culvert, Install",Ft,false
560E0112,560E0112,"9'x6' Precast Concrete Box Culvert, Furnish",Ft,false
560E0113,560E0113,"9'x6' Precast Concrete Box Culvert, Install",Ft,false
560E0114,560E0114,"9'x7' Precast Concrete Box Culvert, Furnish",Ft,false
560E0115,560E0115,"9'x7' Precast Concrete Box Culvert, Install",Ft,false
560E0116,560E0116,"9'x8' Precast Concrete Box Culvert, Furnish",Ft,false
560E0117,560E0117,"9'x8' Precast Concrete Box Culvert, Install",Ft,false
560E0118,560E0118,"9'x9' Precast Concrete Box Culvert, Furnish",Ft,false
560E0119,560E0119,"9'x9' Precast Concrete Box Culvert, Install",Ft,false
560E0128,560E0128,"10'x3' Precast Concrete Box Culvert, Furnish",Ft,false
560E0129,560E0129,"10'x3' Precast Concrete Box Culvert, Install",Ft,false
560E0130,560E0130,"10'x4' Precast Concrete Box Culvert, Furnish",Ft,false
560E0131,560E0131,"10'x4' Precast Concrete Box Culvert, Install",Ft,false
560E0132,560E0132,"10'x5' Precast Concrete Box Culvert, Furnish",Ft,false
560E0133,560E0133,"10'x5' Precast Concrete Box Culvert, Install",Ft,false
560E0134,560E0134,"10'x6' Precast Concrete Box Culvert, Furnish",Ft,false
560E0135,560E0135,"10'x6' Precast Concrete Box Culvert, Install",Ft,false
560E0136,560E0136,"10'x7' Precast Concrete Box Culvert, Furnish",Ft,false
560E0137,560E0137,"10'x7' Precast Concrete Box Culvert, Install",Ft,false
560E0138,560E0138,"10'x8' Precast Concrete Box Culvert, Furnish",Ft,false
560E0139,560E0139,"10'x8' Precast Concrete Box Culvert, Install",Ft,false
560E0140,560E0140,"10'x9' Precast Concrete Box Culvert, Furnish",Ft,false
560E0141,560E0141,"10'x9' Precast Concrete Box Culvert, Install",Ft,false
560E0142,560E0142,"10'x10' Precast Concrete Box Culvert, Furnish",Ft,false
560E0143,560E0143,"10'x10' Precast Concrete Box Culvert, Install",Ft,false
560E0154,560E0154,"11'x4' Precast Concrete Box Culvert, Furnish",Ft,false
560E0155,560E0155,"11'x4' Precast Concrete Box Culvert, Install",Ft,false
560E0156,560E0156,"11'x5' Precast Concrete Box Culvert, Furnish",Ft,false
560E0157,560E0157,"11'x5' Precast Concrete Box Culvert, Install",Ft,false
560E0158,560E0158,"11'x6' Precast Concrete Box Culvert, Furnish",Ft,false
560E0159,560E0159,"11'x6' Precast Concrete Box Culvert, Install",Ft,false
560E0160,560E0160,"11'x7' Precast Concrete Box Culvert, Furnish",Ft,false
560E0161,560E0161,"11'x7' Precast Concrete Box Culvert, Install",Ft,false
560E0162,560E0162,"11'x8' Precast Concrete Box Culvert, Furnish",Ft,false
560E0163,560E0163,"11'x8' Precast Concrete Box Culvert, Install",Ft,false
560E0164,560E0164,"11'x9' Precast Concrete Box Culvert, Furnish",Ft,false
560E0165,560E0165,"11'x9' Precast Concrete Box Culvert, Install",Ft,false
560E0166,560E0166,"11'x10' Precast Concrete Box Culvert, Furnish",Ft,false
560E0167,560E0167,"11'x10' Precast Concrete Box Culvert, Install",Ft,false
560E0168,560E0168,"11'x11' Precast Concrete Box Culvert, Furnish",Ft,false
560E0169,560E0169,"11'x11' Precast Concrete Box Culvert, Install",Ft,false
560E0178,560E0178,"12'x3' Precast Concrete Box Culvert, Furnish",Ft,false
560E0179,560E0179,"12'x3' Precast Concrete Box Culvert, Install",Ft,false
560E0180,560E0180,"12'x4' Precast Concrete Box Culvert, Furnish",Ft,false
560E0181,560E0181,"12'x4' Precast Concrete Box Culvert, Install",Ft,false
560E0182,560E0182,"12'x5' Precast Concrete Box Culvert, Furnish",Ft,false
560E0183,560E0183,"12'x5' Precast Concrete Box Culvert, Install",Ft,false
560E0184,560E0184,"12'x6' Precast Concrete Box Culvert, Furnish",Ft,false
560E0185,560E0185,"12'x6' Precast Concrete Box Culvert, Install",Ft,false
560E0186,560E0186,"12'x7' Precast Concrete Box Culvert, Furnish",Ft,false
560E0187,560E0187,"12'x7' Precast Concrete Box Culvert, Install",Ft,false
560E0188,560E0188,"12'x8' Precast Concrete Box Culvert, Furnish",Ft,false
560E0189,560E0189,"12'x8' Precast Concrete Box Culvert, Install",Ft,false
560E0190,560E0190,"12'x9' Precast Concrete Box Culvert, Furnish",Ft,false
560E0191,560E0191,"12'x9' Precast Concrete Box Culvert, Install",Ft,false
560E0192,560E0192,"12'x10' Precast Concrete Box Culvert, Furnish",Ft,false
560E0193,560E0193,"12'x10' Precast Concrete Box Culvert, Install",Ft,false
560E0194,560E0194,"12'x11' Precast Concrete Box Culvert, Furnish",Ft,false
560E0195,560E0195,"12'x11' Precast Concrete Box Culvert, Install",Ft,false
560E0196,560E0196,"12'x12' Precast Concrete Box Culvert, Furnish",Ft,false
560E0197,560E0197,"12'x12' Precast Concrete Box Culvert, Install",Ft,false
560E0208,560E0208,"13'x4' Precast Concrete Box Culvert, Furnish",Ft,false
560E0209,560E0209,"13'x4' Precast Concrete Box Culvert, Install",Ft,false
560E0210,560E0210,"13'x5' Precast Concrete Box Culvert, Furnish",Ft,false
560E0211,560E0211,"13'x5' Precast Concrete Box Culvert, Install",Ft,false
560E0212,560E0212,"13'x6' Precast Concrete Box Culvert, Furnish",Ft,false
560E0213,560E0213,"13'x6' Precast Concrete Box Culvert, Install",Ft,false
560E0214,560E0214,"13'x7' Precast Concrete Box Culvert, Furnish",Ft,false
560E0215,560E0215,"13'x7' Precast Concrete Box Culvert, Install",Ft,false
560E0216,560E0216,"13'x8' Precast Concrete Box Culvert, Furnish",Ft,false
560E0217,560E0217,"13'x8' Precast Concrete Box Culvert, Install",Ft,false
560E0218,560E0218,"13'x9' Precast Concrete Box Culvert, Furnish",Ft,false
560E0219,560E0219,"13'x9' Precast Concrete Box Culvert, Install",Ft,false
560E0220,560E0220,"13'x10' Precast Concrete Box Culvert, Furnish",Ft,false
560E0221,560E0221,"13'x10' Precast Concrete Box Culvert, Install",Ft,false
560E0222,560E0222,"13'x11' Precast Concrete Box Culvert, Furnish",Ft,false
560E0223,560E0223,"13'x11' Precast Concrete Box Culvert, Install",Ft,false
560E0224,560E0224,"13'x12' Precast Concrete Box Culvert, Furnish",Ft,false
560E0225,560E0225,"13'x12' Precast Concrete Box Culvert, Install",Ft,false
560E0226,560E0226,"13'x13' Precast Concrete Box Culvert, Furnish",Ft,false
560E0227,560E0227,"13'x13' Precast Concrete Box Culvert, Install",Ft,false
560E0238,560E0238,"14'x4' Precast Concrete Box Culvert, Furnish",Ft,false
560E0239,560E0239,"14'x4' Precast Concrete Box Culvert, Install",Ft,false
560E0240,560E0240,"14'x5' Precast Concrete Box Culvert, Furnish",Ft,false
560E0241,560E0241,"14'x5' Precast Concrete Box Culvert, Install",Ft,false
560E0242,560E0242,"14'x6' Precast Concrete Box Culvert, Furnish",Ft,false
560E0243,560E0243,"14'x6' Precast Concrete Box Culvert, Install",Ft,false
560E0244,560E0244,"14'x7' Precast Concrete Box Culvert, Furnish",Ft,false
560E0245,560E0245,"14'x7' Precast Concrete Box Culvert, Install",Ft,false
560E0246,560E0246,"14'x8' Precast Concrete Box Culvert, Furnish",Ft,false
560E0247,560E0247,"14'x8' Precast Concrete Box Culvert, Install",Ft,false
560E0248,560E0248,"14'x9' Precast Concrete Box Culvert, Furnish",Ft,false
560E0249,560E0249,"14'x9' Precast Concrete Box Culvert, Install",Ft,false
560E0250,560E0250,"14'x10' Precast Concrete Box Culvert, Furnish",Ft,false
560E0251,560E0251,"14'x10' Precast Concrete Box Culvert, Install",Ft,false
560E0252,560E0252,"14'x11' Precast Concrete Box Culvert, Furnish",Ft,false
560E0253,560E0253,"14'x11' Precast Concrete Box Culvert, Install",Ft,false
560E0254,560E0254,"14'x12' Precast Concrete Box Culvert, Furnish",Ft,false
560E0255,560E0255,"14'x12' Precast Concrete Box Culvert, Install",Ft,false
560E0256,560E0256,"14'x13' Precast Concrete Box Culvert, Furnish",Ft,false
560E0257,560E0257,"14'x13' Precast Concrete Box Culvert, Install",Ft,false
560E0258,560E0258,"14'x14' Precast Concrete Box Culvert, Furnish",Ft,false
560E0259,560E0259,"14'x14' Precast Concrete Box Culvert, Install",Ft,false
560E0330,560E0330,"15'x9' Precast Concrete Box Culvert, Furnish",Ft,false
560E0331,560E0331,"15'x9' Precast Concrete Box Culvert, Install",Ft,false
560E1050,560E1050,"6'x3' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1051,560E1051,"6'x3' Precast Concrete Box Culvert End Section, Install",Each,false
560E1052,560E1052,"6'x4' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1053,560E1053,"6'x4' Precast Concrete Box Culvert End Section, Install",Each,false
560E1054,560E1054,"6'x5' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1055,560E1055,"6'x5' Precast Concrete Box Culvert End Section, Install",Each,false
560E1056,560E1056,"6'x6' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1057,560E1057,"6'x6' Precast Concrete Box Culvert End Section, Install",Each,false
560E1068,560E1068,"7'x3' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1069,560E1069,"7'x3' Precast Concrete Box Culvert End Section, Install",Each,false
560E1070,560E1070,"7'x4' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1071,560E1071,"7'x4' Precast Concrete Box Culvert End Section, Install",Each,false
560E1072,560E1072,"7'x5' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1073,560E1073,"7'x5' Precast Concrete Box Culvert End Section, Install",Each,false
560E1074,560E1074,"7'x6' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1075,560E1075,"7'x6' Precast Concrete Box Culvert End Section, Install",Each,false
560E1076,560E1076,"7'x7' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1077,560E1077,"7'x7' Precast Concrete Box Culvert End Section, Install",Each,false
560E1086,560E1086,"8'x3' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1087,560E1087,"8'x3' Precast Concrete Box Culvert End Section, Install",Each,false
560E1088,560E1088,"8'x4' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1089,560E1089,"8'x4' Precast Concrete Box Culvert End Section, Install",Each,false
560E1090,560E1090,"8'x5' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1091,560E1091,"8'x5' Precast Concrete Box Culvert End Section, Install",Each,false
560E1092,560E1092,"8'x6' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1093,560E1093,"8'x6' Precast Concrete Box Culvert End Section, Install",Each,false
560E1094,560E1094,"8'x7' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1095,560E1095,"8'x7' Precast Concrete Box Culvert End Section, Install",Each,false
560E1096,560E1096,"8'x8' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1097,560E1097,"8'x8' Precast Concrete Box Culvert End Section, Install",Each,false
560E1100,560E1100,"8'x10' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1101,560E1101,"8'x10' Precast Concrete Box Culvert End Section, Install",Each,false
560E1108,560E1108,"9'x4' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1109,560E1109,"9'x4' Precast Concrete Box Culvert End Section, Install",Each,false
560E1110,560E1110,"9'x5' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1111,560E1111,"9'x5' Precast Concrete Box Culvert End Section, Install",Each,false
560E1112,560E1112,"9'x6' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1113,560E1113,"9'x6' Precast Concrete Box Culvert End Section, Install",Each,false
560E1114,560E1114,"9'x7' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1115,560E1115,"9'x7' Precast Concrete Box Culvert End Section, Install",Each,false
560E1116,560E1116,"9'x8' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1117,560E1117,"9'x8' Precast Concrete Box Culvert End Section, Install",Each,false
560E1118,560E1118,"9'x9' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1119,560E1119,"9'x9' Precast Concrete Box Culvert End Section, Install",Each,false
560E1128,560E1128,"10'x3' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1129,560E1129,"10'x3' Precast Concrete Box Culvert End Section, Install",Each,false
560E1130,560E1130,"10'x4' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1131,560E1131,"10'x4' Precast Concrete Box Culvert End Section, Install",Each,false
560E1132,560E1132,"10'x5' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1133,560E1133,"10'x5' Precast Concrete Box Culvert End Section, Install",Each,false
560E1134,560E1134,"10'x6' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1135,560E1135,"10'x6' Precast Concrete Box Culvert End Section, Install",Each,false
560E1136,560E1136,"10'x7' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1137,560E1137,"10'x7' Precast Concrete Box Culvert End Section, Install",Each,false
560E1138,560E1138,"10'x8' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1139,560E1139,"10'x8' Precast Concrete Box Culvert End Section, Install",Each,false
560E1140,560E1140,"10'x9' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1141,560E1141,"10'x9' Precast Concrete Box Culvert End Section, Install",Each,false
560E1142,560E1142,"10'x10' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1143,560E1143,"10'x10' Precast Concrete Box Culvert End Section, Install",Each,false
560E1154,560E1154,"11'x4' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1155,560E1155,"11'x4' Precast Concrete Box Culvert End Section, Install",Each,false
560E1156,560E1156,"11'x5' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1157,560E1157,"11'x5' Precast Concrete Box Culvert End Section, Install",Each,false
560E1158,560E1158,"11'x6' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1159,560E1159,"11'x6' Precast Concrete Box Culvert End Section, Install",Each,false
560E1160,560E1160,"11'x7' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1161,560E1161,"11'x7' Precast Concrete Box Culvert End Section, Install",Each,false
560E1162,560E1162,"11'x8' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1163,560E1163,"11'x8' Precast Concrete Box Culvert End Section, Install",Each,false
560E1164,560E1164,"11'x9' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1165,560E1165,"11'x9' Precast Concrete Box Culvert End Section, Install",Each,false
560E1166,560E1166,"11'x10' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1167,560E1167,"11'x10' Precast Concrete Box Culvert End Section, Install",Each,false
560E1168,560E1168,"11'x11' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1169,560E1169,"11'x11' Precast Concrete Box Culvert End Section, Install",Each,false
560E1180,560E1180,"12'x4' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1181,560E1181,"12'x4' Precast Concrete Box Culvert End Section, Install",Each,false
560E1182,560E1182,"12'x5' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1183,560E1183,"12'x5' Precast Concrete Box Culvert End Section, Install",Each,false
560E1184,560E1184,"12'x6' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1185,560E1185,"12'x6' Precast Concrete Box Culvert End Section, Install",Each,false
560E1186,560E1186,"12'x7' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1187,560E1187,"12'x7' Precast Concrete Box Culvert End Section, Install",Each,false
560E1188,560E1188,"12'x8' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1189,560E1189,"12'x8' Precast Concrete Box Culvert End Section, Install",Each,false
560E1190,560E1190,"12'x9' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1191,560E1191,"12'x9' Precast Concrete Box Culvert End Section, Install",Each,false
560E1192,560E1192,"12'x10' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1193,560E1193,"12'x10' Precast Concrete Box Culvert End Section, Install",Each,false
560E1194,560E1194,"12'x11' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1195,560E1195,"12'x11' Precast Concrete Box Culvert End Section, Install",Each,false
560E1196,560E1196,"12'x12' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1197,560E1197,"12'x12' Precast Concrete Box Culvert End Section, Install",Each,false
560E1208,560E1208,"13'x4' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1209,560E1209,"13'x4' Precast Concrete Box Culvert End Section, Install",Each,false
560E1210,560E1210,"13'x5' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1211,560E1211,"13'x5' Precast Concrete Box Culvert End Section, Install",Each,false
560E1212,560E1212,"13'x6' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1213,560E1213,"13'x6' Precast Concrete Box Culvert End Section, Install",Each,false
560E1214,560E1214,"13'x7' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1215,560E1215,"13'x7' Precast Concrete Box Culvert End Section, Install",Each,false
560E1216,560E1216,"13'x8' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1217,560E1217,"13'x8' Precast Concrete Box Culvert End Section, Install",Each,false
560E1218,560E1218,"13'x9' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1219,560E1219,"13'x9' Precast Concrete Box Culvert End Section, Install",Each,false
560E1220,560E1220,"13'x10' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1221,560E1221,"13'x10' Precast Concrete Box Culvert End Section, Install",Each,false
560E1222,560E1222,"13'x11' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1223,560E1223,"13'x11' Precast Concrete Box Culvert End Section, Install",Each,false
560E1224,560E1224,"13'x12' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1225,560E1225,"13'x12' Precast Concrete Box Culvert End Section, Install",Each,false
560E1226,560E1226,"13'x13' Precast Concrete Box Culvert End Section, Furnish",Each,false
560E1227,560E1227,"13'x13' Precast Concrete Box Culvert End Section, Install",Each,false
