item_code_raw,item_code,official_description,official_unit,is_deleted
450E5826,450E5826,"54"" CMP Arch Flared End, Furnish",Each,false
450E5827,450E5827,"54"" CMP Arch Flared End, Install",Each,false
450E5830,450E5830,"60"" CMP Arch Flared End, Furnish",Each,false
450E5831,450E5831,"60"" CMP Arch Flared End, Install",Each,false
450E5834,450E5834,"72"" CMP Arch Flared End, Furnish",Each,false
450E5835,450E5835,"72"" CMP Arch Flared End, Install",Each,false
450E5902,450E5902,"18"" CMP Arch Sloped End, Furnish",Each,false
450E5903,450E5903,"18"" CMP Arch Sloped End, Install",Each,false
450E5906,450E5906,"24"" CMP Arch Sloped End, Furnish",Each,false
450E5907,450E5907,"24"" CMP Arch Sloped End, Install",Each,false
450E5910,450E5910,"30"" CMP Arch Sloped End, Furnish",Each,false
450E5911,450E5911,"30"" CMP Arch Sloped End, Install",Each,false
450E5913,450E5913,"36"" CMP Arch Sloped End with Bars, Furnish",Each,false
450E5914,450E5914,"36"" CMP Arch Sloped End, Furnish",Each,false
450E5915,450E5915,"36"" CMP Arch Sloped End, Install",Each,false
450E5917,450E5917,"42"" CMP Arch Sloped End with Bars, Furnish",Each,false
450E5918,450E5918,"42"" CMP Arch Sloped End, Furnish",Each,false
450E5919,450E5919,"42"" CMP Arch Sloped End, Install",Each,false
450E5921,450E5921,"48"" CMP Arch Sloped End with Bars, Furnish",Each,false
450E5922,450E5922,"48"" CMP Arch Sloped End, Furnish",Each,false
450E5923,450E5923,"48"" CMP Arch Sloped End, Install",Each,false
450E5926,450E5926,"54"" CMP Arch Sloped End, Furnish",Each,false
450E5927,450E5927,"54"" CMP Arch Sloped End, Install",Each,false
450E5930,450E5930,"60"" CMP Arch Sloped End, Furnish",Each,false
450E5931,450E5931,"60"" CMP Arch Sloped End, Install",Each,false
450E5934,450E5934,"72"" CMP Arch Sloped End, Furnish",Each,false
450E5935,450E5935,"72"" CMP Arch Sloped End, Install",Each,false
450E6002,450E6002,"15"" CMP Arch Safety End, Furnish",Each,false
450E6003,450E6003,"15"" CMP Arch Safety End, Install",Each,false
450E6006,450E6006,"18"" CMP Arch Safety End, Furnish",Each,false
450E6007,450E6007,"18"" CMP Arch Safety End, Install",Each,false
450E6010,450E6010,"24"" CMP Arch Safety End, Furnish",Each,false
450E6011,450E6011,"24"" CMP Arch Safety End, Install",Each,false
450E6014,450E6014,"30"" CMP Arch Safety End, Furnish",Each,false
450E6015,450E6015,"30"" CMP Arch Safety End with Bars, Furnish",Each,false
450E6017,450E6017,"30"" CMP Arch Safety End, Install",Each,false
450E6020,450E6020,"36"" CMP Arch Safety End, Furnish",Each,false
450E6021,450E6021,"36"" CMP Arch Safety End with Bars, Furnish",Each,false
450E6023,450E6023,"36"" CMP Arch Safety End, Install",Each,false
450E6026,450E6026,"42"" CMP Arch Safety End, Furnish",Each,false
450E6027,450E6027,"42"" CMP Arch Safety End with Bars, Furnish",Each,false
450E6029,450E6029,"42"" CMP Arch Safety End, Install",Each,false
450E6032,450E6032,"48"" CMP Arch Safety End, Furnish",Each,false
450E6033,450E6033,"48"" CMP Arch Safety End with Bars, Furnish",Each,false
450E6035,450E6035,"48"" CMP Arch Safety End, Install",Each,false
450E6038,450E6038,"54"" CMP Arch Safety End, Furnish",Each,false
450E6039,450E6039,"54"" CMP Arch Safety End with Bars, Furnish",Each,false
450E6041,450E6041,"54"" CMP Arch Safety End, Install",Each,false
450E6044,450E6044,"60"" CMP Arch Safety End, Furnish",Each,false
450E6045,450E6045,"60"" CMP Arch Safety End with Bars, Furnish",Each,false
450E6047,450E6047,"60"" CMP Arch Safety End, Install",Each,false
450E6050,450E6050,"72"" CMP Arch Safety End, Furnish",Each,false
450E6051,450E6051,"72"" CMP Arch Safety End with Bars, Furnish",Each,false
450E6053,450E6053,"72"" CMP Arch Safety End, Install",Each,false
450E6084,450E6084,"114"" CMP Arch Beveled End, Furnish",Each,false
450E6085,450E6085,"114"" CMP Arch Beveled End, Install",Each,false
450E6109,450E6109,"12"" Slotted CMP 16 Gauge, Furnish",Ft,false
450E6110,450E6110,"12"" Slotted CMP, Install",Ft,false
450E6119,450E6119,"15"" Slotted CMP 16 Gauge, Furnish",Ft,false
450E6120,450E6120,"15"" Slotted CMP, Install",Ft,false
450E6128,450E6128,"18"" Slotted CMP 14 Gauge, Furnish",Ft,false
450E6129,450E6129,"18"" Slotted CMP 16 Gauge, Furnish",Ft,false
450E6130,450E6130,"18"" Slotted CMP, Install",Ft,false
450E6139,450E6139,"24"" Slotted CMP 16 Gauge, Furnish",Ft,false
450E6140,450E6140,"24"" Slotted CMP, Install",Ft,false
450E6148,450E6148,"30"" Slotted CMP 14 Gauge, Furnish",Ft,false
450E6149,450E6149,"30"" Slotted CMP 16 Gauge, Furnish",Ft,false
450E6150,450E6150,"30"" Slotted CMP, Install",Ft,false
450E6207,450E6207,"120"" CMP 5x1 10 Gauge, Furnish",Ft,false
450E6210,450E6210,"120"" CMP, Install",Ft,false
450E6999,450E6999,"6"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7000,450E7000,"6"" High Density Polyethylene Pipe, Install",Ft,false
450E7001,450E7001,"8"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7002,450E7002,"8"" High Density Polyethylene Pipe, Install",Ft,false
450E7003,450E7003,"10"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7004,450E7004,"10"" High Density Polyethylene Pipe, Install",Ft,false
450E7005,450E7005,"12"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7006,450E7006,"12"" High Density Polyethylene Pipe, Install",Ft,false
450E7009,450E7009,"15"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7010,450E7010,"15"" High Density Polyethylene Pipe, Install",Ft,false
450E7011,450E7011,"16"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7012,450E7012,"16"" High Density Polyethylene Pipe, Install",Ft,false
450E7019,450E7019,"18"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7020,450E7020,"18"" High Density Polyethylene Pipe, Install",Ft,false
450E7029,450E7029,"24"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7030,450E7030,"24"" High Density Polyethylene Pipe, Install",Ft,false
450E7039,450E7039,"30"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7040,450E7040,"30"" High Density Polyethylene Pipe, Install",Ft,false
450E7049,450E7049,"36"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7050,450E7050,"36"" High Density Polyethylene Pipe, Install",Ft,false
450E7069,450E7069,"48"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7070,450E7070,"48"" High Density Polyethylene Pipe, Install",Ft,false
450E7089,450E7089,"60"" High Density Polyethylene Pipe, Furnish",Ft,false
450E7090,450E7090,"60"" High Density Polyethylene Pipe, Install",Ft,false
450E7119,450E7119,"18"" High Density Polyethylene Pipe Elbow, Furnish",Each,false
450E7120,450E7120,"18"" High Density Polyethylene Pipe Elbow, Install",Each,false
450E7129,450E7129,"24"" High Density Polyethylene Pipe Elbow, Furnish",Each,false
450E7130,450E7130,"24"" High Density Polyethylene Pipe Elbow, Install",Each,false
450E7139,450E7139,"30"" High Density Polyethylene Pipe Elbow, Furnish",Each,false
450E7140,450E7140,"30"" High Density Polyethylene Pipe Elbow, Install",Each,false
450E7149,450E7149,"36"" High Density Polyethylene Pipe Elbow, Furnish",Each,false
450E7150,450E7150,"36"" High Density Polyethylene Pipe Elbow, Install",Each,false
450E7313,450E7313,"18"" RCP to PE Transition, Furnish",Each,false
450E7314,450E7314,"18"" PE to RCP Transition, Furnish",Each,false
450E7315,450E7315,"24"" RCP to PE Transition, Furnish",Each,false
450E7317,450E7317,"30"" RCP to PE Transition, Furnish",Each,false
450E7319,450E7319,"36"" RCP to PE Transition, Furnish",Each,false
450E7400,450E7400,"High Density Polyethylene Pipe Bend, Furnish",Each,false
450E7401,450E7401,"High Density Polyethylene Pipe Bend, Install",Each,false
450E7500,450E7500,"High Density Polyethylene Pipe Tee, Furnish",Each,false
450E7501,450E7501,"High Density Polyethylene Pipe Tee, Install",Each,false
450E7618,450E7618,"18"" Steel Pipe, Furnish",Ft,false
450E7619,450E7619,"18"" Steel Pipe, Install",Ft,false
450E7624,450E7624,"24"" Steel Pipe, Furnish",Ft,false
450E7625,450E7625,"24"" Steel Pipe, Install",Ft,false
450E7630,450E7630,"30"" Steel Pipe, Furnish",Ft,false
450E7631,450E7631,"30"" Steel Pipe, Install",Ft,false
450E7636,450E7636,"36"" Steel Pipe, Furnish",Ft,false
450E7637,450E7637,"36"" Steel Pipe, Install",Ft,false
450E7642,450E7642,"42"" Steel Pipe, Furnish",Ft,false
450E7643,450E7643,"42"" Steel Pipe, Install",Ft,false
450E7648,450E7648,"48"" Steel Pipe, Furnish",Ft,false
450E7649,450E7649,"48"" Steel Pipe, Install",Ft,false
450E7654,450E7654,"54"" Steel Pipe, Furnish",Ft,false
450E7655,450E7655,"54"" Steel Pipe, Install",Ft,false
450E7660,450E7660,"60"" Steel Pipe, Furnish",Ft,false
450E7661,450E7661,"60"" Steel Pipe, Install",Ft,false
450E7666,450E7666,"66"" Steel Pipe, Furnish",Ft,false
450E7667,450E7667,"66"" Steel Pipe, Install",Ft,false
450E7672,450E7672,"72"" Steel Pipe, Furnish",Ft,false
450E7673,450E7673,"72"" Steel Pipe, Install",Ft,false
450E7708,450E7708,"108"" Steel Pipe, Furnish",Ft,false
450E7709,450E7709,"108"" Steel Pipe, Install",Ft,false
450E7732,450E7732,"132"" Steel Pipe, Furnish",Ft,false
450E7733,450E7733,"132"" Steel Pipe, Install",Ft,false
450E7998,450E7998,"12"" CMP to RCP Transition, Furnish",Each,false
450E7999,450E7999,"12"" RCP to CMP Transition, Furnish",Each,false
450E8000,450E8000,"12"" Pipe Transition, Install",Each,false
450E8003,450E8003,"15"" CMP to RCP Transition, Furnish",Each,false
450E8004,450E8004,"15"" RCP to CMP Transition, Furnish",Each,false
450E8005,450E8005,"15"" Pipe Transition, Install",Each,false
450E8007,450E8007,"18"" Concrete/Steel Pipe Transition, Furnish",Each,false
450E8008,450E8008,"18"" CMP to RCP Transition, Furnish",Each,false
450E8009,450E8009,"18"" RCP to CMP Transition, Furnish",Each,false
450E8010,450E8010,"18"" Pipe Transition, Install",Each,false
450E8012,450E8012,"24"" Concrete/Steel Pipe Transition, Furnish",Each,false
450E8013,450E8013,"24"" CMP to RCP Transition, Furnish",Each,false
450E8014,450E8014,"24"" RCP to CMP Transition, Furnish",Each,false
450E8015,450E8015,"24"" Pipe Transition, Install",Each,false
450E8017,450E8017,"30"" Concrete/Steel Pipe Transition, Furnish",Each,false
450E8018,450E8018,"30"" CMP to RCP Transition, Furnish",Each,false
450E8019,450E8019,"30"" RCP to CMP Transition, Furnish",Each,false
450E8020,450E8020,"30"" Pipe Transition, Install",Each,false
450E8022,450E8022,"36"" Concrete/Steel Pipe Transition, Furnish",Each,false
450E8023,450E8023,"36"" CMP to RCP Transition, Furnish",Each,false
450E8024,450E8024,"36"" RCP to CMP Transition, Furnish",Each,false
450E8025,450E8025,"36"" Pipe Transition, Install",Each,false
450E8027,450E8027,"42"" Concrete/Steel Pipe Transition, Furnish",Each,false
450E8028,450E8028,"42"" CMP to RCP Transition, Furnish",Each,false
450E8029,450E8029,"42"" RCP to CMP Transition, Furnish",Each,false
450E8030,450E8030,"42"" Pipe Transition, Install",Each,false
450E8032,450E8032,"48"" Concrete/Steel Pipe Transition, Furnish",Each,false
450E8033,450E8033,"48"" CMP to RCP Transition, Furnish",Each,false
450E8034,450E8034,"48"" RCP to CMP Transition, Furnish",Each,false
450E8035,450E8035,"48"" Pipe Transition, Install",Each,false
450E8037,450E8037,"54"" Concrete/Steel Pipe Transition, Furnish",Each,false
450E8038,450E8038,"54"" CMP to RCP Transition, Furnish",Each,false
450E8039,450E8039,"54"" RCP to CMP Transition, Furnish",Each,false
450E8040,450E8040,"54"" Pipe Transition, Install",Each,false
450E8042,450E8042,"60"" Concrete/Steel Pipe Transition, Furnish",Each,false
450E8043,450E8043,"60"" CMP to RCP Transition, Furnish",Each,false
450E8044,450E8044,"60"" RCP to CMP Transition, Furnish",Each,false
450E8045,450E8045,"60"" Pipe Transition, Install",Each,false
450E8048,450E8048,"66"" CMP to RCP Transition, Furnish",Each,false
450E8049,450E8049,"66"" RCP to CMP Transition, Furnish",Each,false
450E8050,450E8050,"66"" Pipe Transition, Install",Each,false
450E8052,450E8052,"72"" Concrete/Steel Pipe Transition, Furnish",Each,false
450E8053,450E8053,"72"" CMP to RCP Transition, Furnish",Each,false
450E8054,450E8054,"72"" RCP to CMP Transition, Furnish",Each,false
450E8055,450E8055,"72"" Pipe Transition, Install",Each,false
450E8103,450E8103,"15"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8104,450E8104,"15"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8105,450E8105,"15"" Pipe Arch Transition, Install",Each,false
450E8108,450E8108,"18"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8109,450E8109,"18"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8110,450E8110,"18"" Pipe Arch Transition, Install",Each,false
450E8113,450E8113,"24"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8114,450E8114,"24"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8115,450E8115,"24"" Pipe Arch Transition, Install",Each,false
450E8118,450E8118,"30"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8119,450E8119,"30"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8120,450E8120,"30"" Pipe Arch Transition, Install",Each,false
450E8123,450E8123,"36"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8124,450E8124,"36"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8125,450E8125,"36"" Pipe Arch Transition, Install",Each,false
450E8128,450E8128,"42"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8129,450E8129,"42"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8130,450E8130,"42"" Pipe Arch Transition, Install",Each,false
450E8133,450E8133,"48"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8134,450E8134,"48"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8135,450E8135,"48"" Pipe Arch Transition, Install",Each,false
450E8138,450E8138,"54"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8139,450E8139,"54"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8140,450E8140,"54"" Pipe Arch Transition, Install",Each,false
450E8143,450E8143,"60"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8144,450E8144,"60"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8145,450E8145,"60"" Pipe Arch Transition, Install",Each,false
450E8148,450E8148,"72"" CMP Arch to RCP Arch Transition, Furnish",Each,false
450E8149,450E8149,"72"" RCP Arch to CMP Arch Transition, Furnish",Each,false
450E8150,450E8150,"72"" Pipe Arch Transition, Install",Each,false
450E8200,450E8200,Reset Smooth Tapered Sleeve,Each,false
450E8205,450E8205,"15"" Smooth Tapered Sleeve, Furnish",Each,false
450E8206,450E8206,"15"" Smooth Tapered Sleeve, Install",Each,false
450E8209,450E8209,"18"" Smooth Tapered Sleeve, Furnish",Each,false
450E8210,450E8210,"18"" Smooth Tapered Sleeve, Install",Each,false
450E8213,450E8213,"24"" Smooth Tapered Sleeve, Furnish",Each,false
450E8214,450E8214,"24"" Smooth Tapered Sleeve, Install",Each,false
450E8217,450E8217,"30"" Smooth Tapered Sleeve, Furnish",Each,false
450E8218,450E8218,"30"" Smooth Tapered Sleeve, Install",Each,false
450E8221,450E8221,"36"" Smooth Tapered Sleeve, Furnish",Each,false
450E8222,450E8222,"36"" Smooth Tapered Sleeve, Install",Each,false
450E8225,450E8225,"42"" Smooth Tapered Sleeve, Furnish",Each,false
450E8226,450E8226,"42"" Smooth Tapered Sleeve, Install",Each,false
450E8229,450E8229,"48"" Smooth Tapered Sleeve, Furnish",Each,false
450E8230,450E8230,"48"" Smooth Tapered Sleeve, Install",Each,false
450E8233,450E8233,"54"" Smooth Tapered Sleeve, Furnish",Each,false
450E8234,450E8234,"54"" Smooth Tapered Sleeve, Install",Each,false
450E8300,450E8300,Culvert Joint Cleaning,Ft,false
450E8305,450E8305,Repair Culvert Joint,Ft,false
450E8310,450E8310,Chemical Grout Void Fill,Gal,false
450E8420,450E8420,Culvert Invert Repair,SqFt,false
450E8450,450E8450,Storm Sewer Video Inspection,Ft,false
450E8460,450E8460,Storm Sewer Cleanout,Ft,false
450E8500,450E8500,"Trash Guard, Furnish",Each,false
450E8501,450E8501,"Trash Guard, Install",Each,false
450E8600,450E8600,Flap Gate,Each,false
450E8650,450E8650,Slide Gate,Each,false
450E8660,450E8660,Slide Gate with Opener,Each,false
450E8675,450E8675,Knife Gate with Operator,Each,false
450E8690,450E8690,Sluice Gate,Each,false
450E8700,450E8700,Gatewell Structure,Each,false
450E8710,450E8710,Gatewell and Outlet Structure,LS,false
450E8712,450E8712,"12"" Lift Gate with Frame",Each,false
450E8718,450E8718,"18"" Lift Gate with Frame",Each,false
450E8800,450E8800,Precast Outlet Structure,Each,false
450E8900,450E8900,Cleanout Pipe Culvert,Each,false
450E8910,450E8910,Cleanout for Culvert Treatment,Each,false
450E8950,450E8950,"4"" PVC Storm Sewer Service Cleanout",Each,false
450E9000,450E9000,Reset Pipe,Ft,false
450E9001,450E9001,Reset Pipe End Section,Each,false
450E9005,450E9005,Reset Pipe Bend,Each,false
450E9210,450E9210,"Slipline 10"" Pipe",Ft,false
450E9218,450E9218,"Slipline 18"" Pipe",Ft,false
450E9224,450E9224,"Slipline 24"" Pipe",Ft,false
450E9226,450E9226,"Slipline 30"" Pipe",Ft,false
450E9228,450E9228,"Slipline 36"" Pipe",Ft,false
450E9230,450E9230,"Slipline 42"" Pipe",Ft,false
450E9232,450E9232,"Slipline 48"" Pipe",Ft,false
450E9234,450E9234,"Slipline 54"" Pipe",Ft,false
450E9236,450E9236,"Slipline 60"" Pipe",Ft,false
450E9238,450E9238,"Slipline 66"" Pipe",Ft,false
450E9240,450E9240,"Slipline 72"" Pipe",Ft,false
450E9242,450E9242,"Slipline 78"" Pipe",Ft,false
450E9244,450E9244,"Slipline 84"" Pipe",Ft,false
450E9246,450E9246,"Slipline 90"" Pipe",Ft,false
450E9248,450E9248,"Slipline 96"" Pipe",Ft,false
450E9250,450E9250,"Slipline 108"" Pipe",Ft,false
450E9252,450E9252,"Slipline 120"" Pipe",Ft,false
450E9332,450E9332,"Furnish Pipe Culvert Liner - 48""",Ft,false
450E9436,450E9436,"60"" Fiberglass Reinforced Pipe, Furnish",Ft,false
450E9437,450E9437,"60"" Fiberglass Reinforced Pipe, Install",Ft,false
450E9510,450E9510,"10"" Cured in Place Pipe",Ft,false
450E9512,450E9512,"12"" Cured in Place Pipe",Ft,false
450E9518,450E9518,"18"" Cured in Place Pipe",Ft,false
450E9524,450E9524,"24"" Cured in Place Pipe",Ft,false
450E9526,450E9526,"30"" Cured in Place Pipe",Ft,false
450E9528,450E9528,"36"" Cured in Place Pipe",Ft,false
450E9530,450E9530,"42"" Cured in Place Pipe",Ft,false
450E9532,450E9532,"48"" Cured in Place Pipe",Ft,false
450E9534,450E9534,"54"" Cured in Place Pipe",Ft,false
450E9536,450E9536,"60"" Cured in Place Pipe",Ft,false
450E9538,450E9538,"66"" Cured in Place Pipe",Ft,false
450E9540,450E9540,"72"" Cured in Place Pipe",Ft,false
450E9544,450E9544,"84"" Cured in Place Pipe",Ft,false
450E9618,450E9618,"18"" Cured in Place Arch Pipe",Ft,false
450E9624,450E9624,"24"" Cured in Place Arch Pipe",Ft,false
450E9626,450E9626,"30"" Cured in Place Arch Pipe",Ft,false
450E9628,450E9628,"36"" Cured in Place Arch Pipe",Ft,false
450E9630,450E9630,"42"" Cured in Place Arch Pipe",Ft,false
450E9631,450E9631,"44"" Cured in Place Arch Pipe",Ft,false
450E9632,450E9632,"48"" Cured in Place Arch Pipe",Ft,false
450E9634,450E9634,"54"" Cured in Place Arch Pipe",Ft,false
450E9636,450E9636,"60"" Cured in Place Arch Pipe",Ft,false
450E9718,450E9718,"18"" Fold and Form PVC Liner Pipe",Ft,false
450E9724,450E9724,"24"" Fold and Form PVC Liner Pipe",Ft,false
450E9726,450E9726,"30"" Fold and Form PVC Liner Pipe",Ft,false
450E9728,450E9728,"36"" Fold and Form PVC Liner Pipe",Ft,false
450E9730,450E9730,"42"" Fold and Form PVC Liner Pipe",Ft,false
450E9732,450E9732,"48"" Fold and Form PVC Liner Pipe",Ft,false
450E9818,450E9818,"18"" Fold and Form PVC Arch Liner Pipe",Ft,false
450E9828,450E9828,"36"" Fold and Form PVC Arch Liner Pipe",Ft,false
450E9830,450E9830,"42"" Fold and Form PVC Arch Liner Pipe",Ft,false
450E9832,450E9832,"48"" Fold and Form PVC Arch Liner Pipe",Ft,false
450E9936,450E9936,"60"" Centrifugally Cast Concrete Pipe",Ft,false
451E0003,451E0003,"3"" PVC Encasement Pipe",Ft,false
451E0004,451E0004,"4"" PVC Encasement Pipe",Ft,false
451E0006,451E0006,"6"" PVC Encasement Pipe",Ft,false
451E0008,451E0008,"8"" PVC Encasement Pipe",Ft,false
451E0010,451E0010,"10"" PVC Encasement Pipe",Ft,false
451E0012,451E0012,"12"" PVC Encasement Pipe",Ft,false
451E0014,451E0014,"14"" PVC Encasement Pipe",Ft,false
451E0015,451E0015,"15"" PVC Encasement Pipe",Ft,false
451E0016,451E0016,"16"" PVC Encasement Pipe",Ft,false
451E0018,451E0018,"18"" PVC Encasement Pipe",Ft,false
451E0020,451E0020,"20"" PVC Encasement Pipe",Ft,false
451E0024,451E0024,"24"" PVC Encasement Pipe",Ft,false
451E0068,451E0068,"18"" RC Encasement Pipe",Ft,false
451E0074,451E0074,"24"" RC Encasement Pipe",Ft,false
451E0080,451E0080,"30"" RC Encasement Pipe",Ft,false
451E0106,451E0106,"6"" Steel Encasement Pipe",Ft,false
451E0108,451E0108,"8"" Steel Encasement Pipe",Ft,false
451E0110,451E0110,"10"" Steel Encasement Pipe",Ft,false
451E0112,451E0112,"12"" Steel Encasement Pipe",Ft,false
451E0114,451E0114,"14"" Steel Encasement Pipe",Ft,false
451E0116,451E0116,"16"" Steel Encasement Pipe",Ft,false
451E0118,451E0118,"18"" Steel Encasement Pipe",Ft,false
451E0120,451E0120,"20"" Steel Encasement Pipe",Ft,false
451E0124,451E0124,"24"" Steel Encasement Pipe",Ft,false
451E0126,451E0126,"26"" Steel Encasement Pipe",Ft,false
451E0130,451E0130,"30"" Steel Encasement Pipe",Ft,false
451E0132,451E0132,"32"" Steel Encasement Pipe",Ft,false
451E0136,451E0136,"36"" Steel Encasement Pipe",Ft,false
451E0138,451E0138,"38"" Steel Encasement Pipe",Ft,false
451E0148,451E0148,"48"" Steel Encasement Pipe",Ft,false
451E0202,451E0202,"1"" Municipex Pipe",Ft,false
451E0206,451E0206,"1.5"" Municipex Pipe",Ft,false
451E0208,451E0208,"2"" Municipex Pipe",Ft,false
451E0300,451E0300,Install Carrier Pipe,Ft,false
451E0301,451E0301,Pipe Encasement,Each,false
451E0302,451E0302,Concrete Encased Duct,Ft,false
451E0401,451E0401,"1"" High Density Polyethylene Pipe",Ft,false
451E0406,451E0406,"1 1/2"" High Density Polyethylene Pipe",Ft,false
451E0408,451E0408,"2"" High Density Polyethylene Pipe",Ft,false
451E0416,451E0416,"6"" High Density Polyethylene Pipe",Ft,false
451E0500,451E0500,"0.75"" PVC Pipe",Ft,false
451E0502,451E0502,"1"" PVC Pipe",Ft,false
451E0504,451E0504,"1.25"" PVC Pipe",Ft,false
451E0506,451E0506,"1.5"" PVC Pipe",Ft,false
451E0508,451E0508,"2"" PVC Pipe",Ft,false
451E0510,451E0510,"2.5"" PVC Pipe",Ft,false
451E0512,451E0512,"3"" PVC Pipe",Ft,false
451E0514,451E0514,"4"" PVC Pipe",Ft,false
451E0516,451E0516,"6"" PVC Pipe",Ft,false
451E0518,451E0518,"8"" PVC Pipe",Ft,false
451E0520,451E0520,"10"" PVC Pipe",Ft,false
451E0522,451E0522,"12"" PVC Pipe",Ft,false
451E0525,451E0525,"15"" PVC Pipe",Ft,false
451E0528,451E0528,"18"" PVC Pipe",Ft,false
451E0531,451E0531,"24"" PVC Pipe",Ft,false
451E0604,451E0604,"4"" PVC Water Main",Ft,false
451E0606,451E0606,"6"" PVC Water Main",Ft,false
451E0608,451E0608,"8"" PVC Water Main",Ft,false
451E0610,451E0610,"10"" PVC Water Main",Ft,false
451E0612,451E0612,"12"" PVC Water Main",Ft,false
451E0614,451E0614,"14"" PVC Water Main",Ft,false
451E0616,451E0616,"16"" PVC Water Main",Ft,false
451E0618,451E0618,"18"" PVC Water Main",Ft,false
451E0620,451E0620,"20"" PVC Water Main",Ft,false
451E0624,451E0624,"24"" PVC Water Main",Ft,false
451E0636,451E0636,"36"" PVC Water Main",Ft,false
451E0653,451E0653,"3"" PVC Restrained Joint Water Main",Ft,false
451E0654,451E0654,"4"" PVC Restrained Joint Water Main",Ft,false
451E0656,451E0656,"6"" PVC Restrained Joint Water Main",Ft,false
451E0658,451E0658,"8"" PVC Restrained Joint Water Main",Ft,false
451E0660,451E0660,"10"" PVC Restrained Joint Water Main",Ft,false
451E0662,451E0662,"12"" PVC Restrained Joint Water Main",Ft,false
451E0664,451E0664,"14"" PVC Restrained Joint Water Main",Ft,false
451E0666,451E0666,"16"" PVC Restrained Joint Water Main",Ft,false
451E0691,451E0691,"4"" Water Main Restraining Device",Each,false
451E0692,451E0692,"6"" Water Main Restraining Device",Each,false
451E0693,451E0693,"8"" Water Main Restraining Device",Each,false
451E0694,451E0694,"10"" Water Main Restraining Device",Each,false
451E0695,451E0695,"12"" Water Main Restraining Device",Each,false
451E0696,451E0696,"14"" Water Main Restraining Device",Each,false
451E0697,451E0697,"16"" Water Main Restraining Device",Each,false
451E0698,451E0698,"20"" Water Main Restraining Device",Each,false
451E0699,451E0699,"24"" Water Main Restraining Device",Each,false
451E0700,451E0700,"30"" Water Main Restraining Device",Each,false
451E0704,451E0704,"4"" Ductile Iron Water Main",Ft,false
451E0706,451E0706,"6"" Ductile Iron Water Main",Ft,false
451E0708,451E0708,"8"" Ductile Iron Water Main",Ft,false
451E0710,451E0710,"10"" Ductile Iron Water Main",Ft,false
451E0712,451E0712,"12"" Ductile Iron Water Main",Ft,false
451E0714,451E0714,"14"" Ductile Iron Water Main",Ft,false
451E0716,451E0716,"16"" Ductile Iron Water Main",Ft,false
451E0718,451E0718,"18"" Ductile Iron Water Main",Ft,false
451E0720,451E0720,"20"" Ductile Iron Water Main",Ft,false
451E0724,451E0724,"24"" Ductile Iron Water Main",Ft,false
451E0730,451E0730,"30"" Ductile Iron Water Main",Ft,false
451E0736,451E0736,"36"" Ductile Iron Water Main",Ft,false
451E0756,451E0756,"6"" Ductile Iron Restrained Joint Water Main",Ft,false
451E0758,451E0758,"8"" Ductile Iron Restrained Joint Water Main",Ft,false
451E0762,451E0762,"12"" Ductile Iron Restrained Joint Water Main",Ft,false
451E0766,451E0766,"16"" Ductile Iron Restrained Joint Water Main",Ft,false
451E0774,451E0774,"24"" Ductile Iron Restrained Joint Water Main",Ft,false
451E0780,451E0780,"30"" Ductile Iron Restrained Joint Water Main",Ft,false
451E0800,451E0800,"0.75"" Copper Pipe",Ft,false
451E0802,451E0802,"1"" Copper Pipe",Ft,false
451E0804,451E0804,"1.25"" Copper Pipe",Ft,false
451E0806,451E0806,"1.5"" Copper Pipe",Ft,false
451E0808,451E0808,"2"" Copper Pipe",Ft,false
451E0814,451E0814,"4"" Copper Pipe",Ft,false
451E0870,451E0870,"20"" Steel Water Main",Ft,false
