contract_project_id,contract_id,project_number,project_name,work_type,county_region,route,location,project_award_amount
cdot_2024q4_267151a_011_project_1,cdot_2024q4_267151a_011,267151A-011,SH 151 MM 12.8 - 26,Roadway,Colorado / CDOT District 5,,267151A-011 SH 151 MM 12.8 - 26,7767133.15
cdot_2024q4_br0061_093_project_1,cdot_2024q4_br0061_093,BR0061-093,TIMBER BRIDGE REPLACEMENTS NEA,Roadway,Colorado / CDOT District 4,,BR0061-093 TIMBER BRIDGE REPLACEMENTS NEA,19126166.00
cdot_2024q4_br025a_049_project_1,cdot_2024q4_br025a_049,BR025A-049,PUEBLO,Roadway,Colorado / CDOT District 2,,BR025A-049 PUEBLO,105158918.35
cdot_2024q4_br0505_054_project_1,cdot_2024q4_br0505_054,BR0505-054,050B LAS ANIMAS - BRIDGE STRUC,Roadway,Colorado / CDOT District 2,,BR0505-054 050B LAS ANIMAS - BRIDGE STRUC,10329636.00
cdot_2024q4_br0705_090_project_1,cdot_2024q4_br0705_090,BR0705-090,I-70 (MP 361-395),Roadway,Colorado / CDOT District 4,,BR0705-090 I-70 (MP 361-395),5219632.63
cdot_2024q4_br0761_248_project_1,cdot_2024q4_br0761_248,BR0761-248,VARIOUS LOCATIONS ALONG I76 &,Roadway,Colorado / CDOT District 1,,BR0761-248 VARIOUS LOCATIONS ALONG I76 &,7438813.00
cdot_2024q4_br144a_004_project_1,cdot_2024q4_br144a_004,BR144A-004,"CO 144A: STRUCTURE C-21-D, MP",Roadway,Colorado / CDOT District 4,,"BR144A-004 CO 144A: STRUCTURE C-21-D, MP",1311279.00
cdot_2024q4_br2872_021_project_1,cdot_2024q4_br2872_021,BR2872-021,US 40/287 - MP 417.7 TO 419.5,Roadway,Colorado / CDOT District 4,,BR2872-021 US 40/287 - MP 417.7 TO 419.5,8981782.60
cdot_2024q4_c014a_004_project_1,cdot_2024q4_c014a_004,C014A-004,CO 14 & LCR 5 South,Roadway,Colorado / CDOT District 4,,C014A-004 CO 14 & LCR 5 South,430695.90
cdot_2024q4_c0402_101_project_1,cdot_2024q4_c0402_101,C0402-101,US 40 AND DOWNHILL DRIVE IN ST,Roadway,Colorado / CDOT District 3,,C0402-101 US 40 AND DOWNHILL DRIVE IN ST,7587094.00
cdot_2024q4_c0502_089_project_1,cdot_2024q4_c0502_089,C0502-089,US 50/US 285 INTERSECTION & US,Roadway,Colorado / CDOT District 5,,C0502-089 US 50/US 285 INTERSECTION & US,7358619.25
cdot_2024q4_c052a_051_project_1,cdot_2024q4_c052a_051,C052A-051,SH52 MP 54.58 TO 60.753,Roadway,Colorado / CDOT District 4,,C052A-051 SH52 MP 54.58 TO 60.753,5188517.45
cdot_2024q4_c0761_251_project_1,cdot_2024q4_c0761_251,C0761-251,I-76 & E-470,Roadway,Colorado / CDOT District 6,,C0761-251 I-76 & E-470,159400.00
cdot_2024q4_c0821_119_project_1,cdot_2024q4_c0821_119,C0821-119,R3 SH 82 GARFIELD COUNTY RED H,Roadway,Colorado / CDOT District 3,,C0821-119 R3 SH 82 GARFIELD COUNTY RED H,1589246.45
cdot_2024q4_c0841_009_project_1,cdot_2024q4_c0841_009,C0841-009,SH 84 EMBANKMENT SLOPE FAILURE,Roadway,Colorado / CDOT District 5,,C0841-009 SH 84 EMBANKMENT SLOPE FAILURE,4430539.30
cdot_2024q4_c133a_054_project_1,cdot_2024q4_c133a_054,C133A-054,SH133 Rockfall Mitigation MP21,Roadway,Colorado / CDOT District 3,,C133A-054 SH133 Rockfall Mitigation MP21,1961623.67
cdot_2024q4_c1601_085_project_1,cdot_2024q4_c1601_085,C1601-085,US 160D MANCOS CO,Roadway,Colorado / CDOT District 5,,C1601-085 US 160D MANCOS CO,2172249.50
cdot_2024q4_c1602_191_project_1,cdot_2024q4_c1602_191,C1602-191,US 160 MP 174.0 WOLF CREEK TUN,Roadway,Colorado / CDOT District 5,,C1602-191 US 160 MP 174.0 WOLF CREEK TUN,986914.05
cdot_2024q4_c2852_024_project_1,cdot_2024q4_c2852_024,C2852-024,"HWY 24, 50, 160, & 285",Roadway,Colorado / CDOT District 5,,"C2852-024 HWY 24, 50, 160, & 285",1957891.00
cdot_2024q4_c5502_113_project_1,cdot_2024q4_c5502_113,C5502-113,US 550 WALL MP 56.7 & DEER CRE,Roadway,Colorado / CDOT District 5,,C5502-113 US 550 WALL MP 56.7 & DEER CRE,3486780.52
cdot_2024q4_c5502_114_project_1,cdot_2024q4_c5502_114,C5502-114,US 550 & 14TH ST DURANGO- MP 2,Roadway,Colorado / CDOT District 5,,C5502-114 US 550 & 14TH ST DURANGO- MP 2,1469215.00
cdot_2024q4_cr300_278_project_1,cdot_2024q4_cr300_278,CR300-278,US 40 (MP 36.64) AND SH 394 (M,Roadway,Colorado / CDOT District 3,,CR300-278 US 40 (MP 36.64) AND SH 394 (M,824948.00
cdot_2024q4_cr400_382_project_1,cdot_2024q4_cr400_382,CR400-382,SH 66 MP 49.9 - 50.4,Roadway,Colorado / CDOT District 4,,CR400-382 SH 66 MP 49.9 - 50.4,748495.00
cdot_2024q4_cr400_401_project_1,cdot_2024q4_cr400_401,CR400-401,"US 34 & N VAN BUREN AVE, CO 40",Roadway,Colorado / CDOT District 4,,"CR400-401 US 34 & N VAN BUREN AVE, CO 40",802142.50
cdot_2024q4_er0171_112_project_1,cdot_2024q4_er0171_112,ER0171-112,"SH 17 MP 0.3, 3.0 EMERGENCY CU",Roadway,Colorado / CDOT District 5,,"ER0171-112 SH 17 MP 0.3, 3.0 EMERGENCY CU",3292634.21
cdot_2024q4_fbr_025a_060_project_1,cdot_2024q4_fbr_025a_060,FBR 025A-060,PUEBLO,Roadway,Colorado / CDOT District 2,,FBR 025A-060 PUEBLO,105158918.35
cdot_2024q4_fbr0061_092_project_1,cdot_2024q4_fbr0061_092,FBR0061-092,TIMBER BRIDGE REPLACEMENTS NEA,Roadway,Colorado / CDOT District 4,,FBR0061-092 TIMBER BRIDGE REPLACEMENTS NEA,19126166.00
cdot_2024q4_fbr0502_098_project_1,cdot_2024q4_fbr0502_098,FBR0502-098,US 50 BLUE MESA RESERVOIR,Roadway,Colorado / CDOT District 3,,FBR0502-098 US 50 BLUE MESA RESERVOIR,7757027.06
cdot_2024q4_fbr0502_099_project_1,cdot_2024q4_fbr0502_099,FBR0502-099,US 50 BLUE MESA RESERVOIR,Roadway,Colorado / CDOT District 3,,FBR0502-099 US 50 BLUE MESA RESERVOIR,37556728.27
cdot_2024q4_fbr0502_100_project_1,cdot_2024q4_fbr0502_100,FBR0502-100,US 50 BLUE MESA RESERVOIR,Roadway,Colorado / CDOT District 3,,FBR0502-100 US 50 BLUE MESA RESERVOIR,32162056.38
cdot_2024q4_fbr0702_425_project_1,cdot_2024q4_fbr0702_425,FBR0702-425,I-70 MP 185.251 EAGLE COUNTY,Roadway,Colorado / CDOT District 3,,FBR0702-425 I-70 MP 185.251 EAGLE COUNTY,40837403.86
cdot_2024q4_fbr0703_528_project_1,cdot_2024q4_fbr0703_528,FBR0703-528,I70,Roadway,Colorado / CDOT District 1,,FBR0703-528 I70,46780031.93
cdot_2024q4_fbr2853_005_project_1,cdot_2024q4_fbr2853_005,FBR2853-005,US 285 MP 136.10 (STRUC J-12-A,Roadway,Colorado / CDOT District 5,,FBR2853-005 US 285 MP 136.10 (STRUC J-12-A,1957891.00
cdot_2024q4_fbr2872_020_project_1,cdot_2024q4_fbr2872_020,FBR2872-020,US 40/287 - MP 417.7 TO 419.0,Roadway,Colorado / CDOT District 4,,FBR2872-020 US 40/287 - MP 417.7 TO 419.0,8981782.60
cdot_2024q4_fsa0063_065_project_1,cdot_2024q4_fsa0063_065,FSA0063-065,US6 AND POST BLVD ROUNDABOUT,Roadway,Colorado / CDOT District 3,,FSA0063-065 US6 AND POST BLVD ROUNDABOUT,4300000.00
cdot_2024q4_fsa007a_037_project_1,cdot_2024q4_fsa007a_037,FSA007A-037,SH 7 AND AIRPORT DR INTERSECTI,Roadway,Colorado / CDOT District 6,,FSA007A-037 SH 7 AND AIRPORT DR INTERSECTI,4195723.75
cdot_2024q4_fsa053a_002_project_1,cdot_2024q4_fsa053a_002,FSA053A-002,BROADWAY SIGNAL REPLACEMENT,Roadway,Colorado / CDOT District 1,,FSA053A-002 BROADWAY SIGNAL REPLACEMENT,1259445.25
cdot_2024q4_fsa0661_017_project_1,cdot_2024q4_fsa0661_017,FSA0661-017,SH 66 AND WCR 21 WIDENING,Roadway,Colorado / CDOT District 4,,FSA0661-017 SH 66 AND WCR 21 WIDENING,2938959.50
cdot_2024q4_fsa070a_039_project_1,cdot_2024q4_fsa070a_039,FSA070A-039,I-70:CHIEF HOSA (MP 252.4) TO,Roadway,Colorado / CDOT District 1,,FSA070A-039 I-70:CHIEF HOSA (MP 252.4) TO,34726159.27
cdot_2024q4_fsa072a_051_project_1,cdot_2024q4_fsa072a_051,FSA072A-051,SH 72 AT 80TH AVE,Roadway,Colorado / CDOT District 1,,FSA072A-051 SH 72 AT 80TH AVE,614456.24
cdot_2024q4_fsa0851_012_project_1,cdot_2024q4_fsa0851_012,FSA0851-012,"US 85 & CARSON BLVD, FOUNTAIN,",Roadway,Colorado / CDOT District 2,,"FSA0851-012 US 85 & CARSON BLVD, FOUNTAIN,",2588099.25
cdot_2024q4_fsa2873_222_project_1,cdot_2024q4_fsa2873_222,FSA2873-222,FEDERAL BLVD (SH 287C): FROM 9,Roadway,Colorado / CDOT District 1,,FSA2873-222 FEDERAL BLVD (SH 287C): FROM 9,2895069.00
cdot_2024q4_fsa4701_135_project_1,cdot_2024q4_fsa4701_135,FSA4701-135,RAMP TERMINAL INTERSECTIONS OF,Roadway,Colorado / CDOT District 6,,FSA4701-135 RAMP TERMINAL INTERSECTIONS OF,6229334.71
cdot_2024q4_im0251_363_project_1,cdot_2024q4_im0251_363,IM0251-363,I25A SOUTH OF TRINIDAD SURFACE,Roadway,Colorado / CDOT District 2,,IM0251-363 I25A SOUTH OF TRINIDAD SURFACE,15844435.90
cdot_2024q4_im0251_364_project_1,cdot_2024q4_im0251_364,IM0251-364,I25A NORTH OF TRINIDAD SURFACE,Roadway,Colorado / CDOT District 2,,IM0251-364 I25A NORTH OF TRINIDAD SURFACE,22965972.10
cdot_2024q4_im0762_060_project_1,cdot_2024q4_im0762_060,IM0762-060,I-76 (MP 132.9-149.3),Roadway,Colorado / CDOT District 4,,IM0762-060 I-76 (MP 132.9-149.3),20899040.68
cdot_2024q4_itssw03_017_project_1,cdot_2024q4_itssw03_017,ITSSW03-017,STATEWIDE,Roadway,Colorado / CDOT District 0,,ITSSW03-017 STATEWIDE,3801536.05
cdot_2024q4_mtce076a_012_project_1,cdot_2024q4_mtce076a_012,MTCE076A-012,I-76 (I-70 TO LOCHBUIE),Roadway,Colorado / CDOT District 1,,MTCE076A-012 I-76 (I-70 TO LOCHBUIE),328376.56
cdot_2024q4_mtcer100_416_project_1,cdot_2024q4_mtcer100_416,MTCER100-416,VARIOUS LOCATIONS IN REGION 1,Roadway,Colorado / CDOT District 1,,MTCER100-416 VARIOUS LOCATIONS IN REGION 1,15719271.04
cdot_2024q4_mtcer200_292_project_1,cdot_2024q4_mtcer200_292,MTCER200-292,R2 VARIOUS HIGHWAYS AND COUNTI,Roadway,Colorado / CDOT District 2,,MTCER200-292 R2 VARIOUS HIGHWAYS AND COUNTI,2493062.25
cdot_2024q4_mtcer200_293_project_1,cdot_2024q4_mtcer200_293,MTCER200-293,PIKES PEAK AREA,Roadway,Colorado / CDOT District 2,,MTCER200-293 PIKES PEAK AREA,1848479.00
cdot_2024q4_mtcer200_295_project_1,cdot_2024q4_mtcer200_295,MTCER200-295,R2 VARIOUS HIGHWAYS AND COUNTI,Roadway,Colorado / CDOT District 2,,MTCER200-295 R2 VARIOUS HIGHWAYS AND COUNTI,497229.68
cdot_2024q4_mtcer200_298_project_1,cdot_2024q4_mtcer200_298,MTCER200-298,REGION 2 I25 DIFFERENT LOCATIO,Roadway,Colorado / CDOT District 2,,MTCER200-298 REGION 2 I25 DIFFERENT LOCATIO,637922.50
cdot_2024q4_mtcer300_277_project_1,cdot_2024q4_mtcer300_277,MTCER300-277,REGION 3 ROUNDABOUT SIGN REPLA,Roadway,Colorado / CDOT District 3,,MTCER300-277 REGION 3 ROUNDABOUT SIGN REPLA,566501.00
cdot_2024q4_mtcer300_281_project_1,cdot_2024q4_mtcer300_281,MTCER300-281,REGION 3 ROUNDABOUT STRIPING A,Roadway,Colorado / CDOT District 3,,MTCER300-281 REGION 3 ROUNDABOUT STRIPING A,555495.00
cdot_2024q4_mtcer300_282_project_1,cdot_2024q4_mtcer300_282,MTCER300-282,040A IN MOFFAT COUNTY,Roadway,Colorado / CDOT District 6,,MTCER300-282 040A IN MOFFAT COUNTY,436584.00
cdot_2024q4_mtcer300_283_project_1,cdot_2024q4_mtcer300_283,MTCER300-283,REGION 3 I70 SUMMIT COUNTY MP,Roadway,Colorado / CDOT District 6,,MTCER300-283 REGION 3 I70 SUMMIT COUNTY MP,505000.00
cdot_2024q4_mtcer300_286_project_1,cdot_2024q4_mtcer300_286,MTCER300-286,"REGION 3 STENCILS ON HWY 50,13",Roadway,Colorado / CDOT District 3,,"MTCER300-286 REGION 3 STENCILS ON HWY 50,13",443963.20
cdot_2024q4_mtcer300_287_project_1,cdot_2024q4_mtcer300_287,MTCER300-287,I-70 MP 180 - 205 MIDPOINT,Roadway,Colorado / CDOT District 3,,MTCER300-287 I-70 MP 180 - 205 MIDPOINT,1674070.30
cdot_2024q4_mtcer400_407_project_1,cdot_2024q4_mtcer400_407,MTCER400-407,I25 FRONTAGE ROAD MP 254-270,Roadway,Colorado / CDOT District 4,,MTCER400-407 I25 FRONTAGE ROAD MP 254-270,513949.00
cdot_2024q4_mtcer400_409_project_1,cdot_2024q4_mtcer400_409,MTCER400-409,VARIOUS LOCATIONS THROUGHOUT R,Roadway,Colorado / CDOT District 4,,MTCER400-409 VARIOUS LOCATIONS THROUGHOUT R,2893852.87
cdot_2024q4_mtcer500_225_project_1,cdot_2024q4_mtcer500_225,MTCER500-225,REGION 5,Roadway,Colorado / CDOT District 5,,MTCER500-225 REGION 5,1887265.00
cdot_2024q4_nh_050a_039_project_1,cdot_2024q4_nh_050a_039,NH 050A-039,LAS ANIMAS MP 397 TO MP 399.78,Roadway,Colorado / CDOT District 2,,NH 050A-039 LAS ANIMAS MP 397 TO MP 399.78,6154075.80
cdot_2024q4_nh0243_092_project_1,cdot_2024q4_nh0243_092,NH0243-092,US 24G - M.P 318.48 TO M.P 332,Roadway,Colorado / CDOT District 2,,NH0243-092 US 24G - M.P 318.48 TO M.P 332,8656532.96
cdot_2024q4_nh050a_041_project_1,cdot_2024q4_nh050a_041,NH050A-041,US 50C AND BAXTER RD,Roadway,Colorado / CDOT District 2,,NH050A-041 US 50C AND BAXTER RD,839815.13
cdot_2024q4_nh0853_089_project_1,cdot_2024q4_nh0853_089,NH0853-089,US 34 & US 85 INTERCHANGE IN G,Roadway,Colorado / CDOT District 4,,NH0853-089 US 34 & US 85 INTERCHANGE IN G,2595839.00
cdot_2024q4_nh2854_154_project_1,cdot_2024q4_nh2854_154,NH2854-154,US 285 FROM MP 220-228.8,Roadway,Colorado / CDOT District 2,,NH2854-154 US 285 FROM MP 220-228.8,12489799.57
cdot_2024q4_nhpp_0241_068_project_1,cdot_2024q4_nhpp_0241_068,NHPP 0241-068,US 24 BV SIGNALS BAYLOR DE PAU,Roadway,Colorado / CDOT District 5,,NHPP 0241-068 US 24 BV SIGNALS BAYLOR DE PAU,1419926.30
cdot_2024q4_nhpp0072_031_project_1,cdot_2024q4_nhpp0072_031,NHPP0072-031,BOULDER COUNTY,Roadway,Colorado / CDOT District 4,,NHPP0072-031 BOULDER COUNTY,3780958.22
cdot_2024q4_nhpp007a_027_project_1,cdot_2024q4_nhpp007a_027,NHPP007A-027,SH7 FROM I-25 TO US85,Roadway,Colorado / CDOT District 6,,NHPP007A-027 SH7 FROM I-25 TO US85,8951969.26
cdot_2024q4_nhpp0252_510_project_1,cdot_2024q4_nhpp0252_510,NHPP0252-510,NB I-25 EAST OF THE NB REST ST,Roadway,Colorado / CDOT District 1,,NHPP0252-510 NB I-25 EAST OF THE NB REST ST,2545678.10
cdot_2024q4_nhpp0252_516_project_1,cdot_2024q4_nhpp0252_516,NHPP0252-516,I-25 FROM MP 208.208.063 TO 21,Roadway,Colorado / CDOT District 6,,NHPP0252-516 I-25 FROM MP 208.208.063 TO 21,22026669.60
cdot_2024q4_nhpp0253_300_project_1,cdot_2024q4_nhpp0253_300,NHPP0253-300,I-25 SEGMENT 5 (MP 242.5 TO 25,Roadway,Colorado / CDOT District 4,,NHPP0253-300 I-25 SEGMENT 5 (MP 242.5 TO 25,27080430.33
cdot_2024q4_nhpp0253_301_project_1,cdot_2024q4_nhpp0253_301,NHPP0253-301,I-25 SEGMENT 5 (MP 242.5 TO 25,Roadway,Colorado / CDOT District 4,,NHPP0253-301 I-25 SEGMENT 5 (MP 242.5 TO 25,86099399.42
cdot_2024q4_nhpp0502_095_project_1,cdot_2024q4_nhpp0502_095,NHPP0502-095,US 50 ER CR-26,Roadway,Colorado / CDOT District 3,,NHPP0502-095 US 50 ER CR-26,5210290.65
cdot_2024q4_nhpp0502_097_project_1,cdot_2024q4_nhpp0502_097,NHPP0502-097,SH 50 TO SH 149 CR-25,Roadway,Colorado / CDOT District 3,,NHPP0502-097 SH 50 TO SH 149 CR-25,6944059.40
cdot_2024q4_nhpp053a_004_project_1,cdot_2024q4_nhpp053a_004,NHPP053A-004,SH 53 AND 62ND AVE,Roadway,Colorado / CDOT District 6,,NHPP053A-004 SH 53 AND 62ND AVE,124645.00
cdot_2024q4_nhpp0701_255_project_1,cdot_2024q4_nhpp0701_255,NHPP0701-255,I70 Exit 37 East Resurfacing,Roadway,Colorado / CDOT District 3,,NHPP0701-255 I70 Exit 37 East Resurfacing,8097729.83
cdot_2024q4_nhpp0702_417_project_1,cdot_2024q4_nhpp0702_417,NHPP0702-417,I70 MP 179-192 EAGLE COUNTY,Roadway,Colorado / CDOT District 3,,NHPP0702-417 I70 MP 179-192 EAGLE COUNTY,109544524.30
cdot_2024q4_nhpp0703_515_project_1,cdot_2024q4_nhpp0703_515,NHPP0703-515,I-70 TOP OF FLOYD HILL TO VETE,Roadway,Colorado / CDOT District 1,,NHPP0703-515 I-70 TOP OF FLOYD HILL TO VETE,99445094.69
cdot_2024q4_nhpp0703_516_project_1,cdot_2024q4_nhpp0703_516,NHPP0703-516,I-70 TOP OF FLOYD HILL TO VETE,Roadway,Colorado / CDOT District 1,,NHPP0703-516 I-70 TOP OF FLOYD HILL TO VETE,46780031.93
cdot_2024q4_nhpp070a_037_project_1,cdot_2024q4_nhpp070a_037,NHPP070A-037,I-70B SOUTH OF ROOD,Roadway,Colorado / CDOT District 3,,NHPP070A-037 I-70B SOUTH OF ROOD,19290622.35
cdot_2024q4_nhpp0821_117_project_1,cdot_2024q4_nhpp0821_117,NHPP0821-117,SH 82 MM 77.0-85.3 IN LAKE COU,Roadway,Colorado / CDOT District 3,,NHPP0821-117 SH 82 MM 77.0-85.3 IN LAKE COU,4919411.35
cdot_2024q4_nhpp0852_110_project_1,cdot_2024q4_nhpp0852_110,NHPP0852-110,US85(SANTA FE DR.):FLORIDA TO,Roadway,Colorado / CDOT District 6,,NHPP0852-110 US85(SANTA FE DR.):FLORIDA TO,3298573.72
cdot_2024q4_nhpp1602_165_project_1,cdot_2024q4_nhpp1602_165,NHPP1602-165,US 160 PAGOSA RECONSTRUCT,Roadway,Colorado / CDOT District 5,,NHPP1602-165 US 160 PAGOSA RECONSTRUCT,24625000.00
cdot_2024q4_nhpp1602_187_project_1,cdot_2024q4_nhpp1602_187,NHPP1602-187,US 160 TREASURE FALLS TO WC SU,Roadway,Colorado / CDOT District 5,,NHPP1602-187 US 160 TREASURE FALLS TO WC SU,12661159.85
cdot_2024q4_nhpp1603_036_project_1,cdot_2024q4_nhpp1603_036,NHPP1603-036,US 160 FT GARLAND SAFETY MITIG,Roadway,Colorado / CDOT District 5,,NHPP1603-036 US 160 FT GARLAND SAFETY MITIG,11153847.90
cdot_2024q4_nhpp2706_052_project_1,cdot_2024q4_nhpp2706_052,NHPP2706-052,I-270 YORK BRIDGE PREVENTATIVE,Roadway,Colorado / CDOT District 6,,NHPP2706-052 I-270 YORK BRIDGE PREVENTATIVE,784132.96
cdot_2024q4_nhpp2852_025_project_1,cdot_2024q4_nhpp2852_025,NHPP2852-025,US 285B MP 116-126.5 & US 550B,Roadway,Colorado / CDOT District 5,,NHPP2852-025 US 285B MP 116-126.5 & US 550B,1548999.00
cdot_2024q4_nhppr100_367_project_1,cdot_2024q4_nhppr100_367,NHPPR100-367,VARIOUS LOCATIONS IN R1 (HWY 1,Roadway,Colorado / CDOT District 1,,NHPPR100-367 VARIOUS LOCATIONS IN R1 (HWY 1,670297.00
cdot_2024q4_nhppr100_419_project_1,cdot_2024q4_nhppr100_419,NHPPR100-419,I-76 DAHLIA BRIDGE,Roadway,Colorado / CDOT District 6,,NHPPR100-419 I-76 DAHLIA BRIDGE,1173560.00
cdot_2024q4_pwq1211_105_project_1,cdot_2024q4_pwq1211_105,PWQ1211-105,12TH AND WADSWORTH SE QUADRANT,Roadway,Colorado / CDOT District 1,,PWQ1211-105 12TH AND WADSWORTH SE QUADRANT,535000.00
cdot_2024q4_she0361_128_project_1,cdot_2024q4_she0361_128,SHE0361-128,US 36 GUARDRAIL MP 12.9 TO 16.,Roadway,Colorado / CDOT District 4,,SHE0361-128 US 36 GUARDRAIL MP 12.9 TO 16.,1716817.00
cdot_2024q4_srpsw03_069_project_1,cdot_2024q4_srpsw03_069,SRPSW03-069,"CR U CR 31, BRUSH, MORGAN COUN",Roadway,Colorado / CDOT District 4,,"SRPSW03-069 CR U CR 31, BRUSH, MORGAN COUN",1016440.85
cdot_2024q4_sta0061_089_project_1,cdot_2024q4_sta0061_089,STA0061-089,US 6 EAST OF HOLYOKE,Roadway,Colorado / CDOT District 4,,STA0061-089 US 6 EAST OF HOLYOKE,9844371.10
cdot_2024q4_sta0141_029_project_1,cdot_2024q4_sta0141_029,STA0141-029,SH 14B CAMERON PASS EAST,Roadway,Colorado / CDOT District 4,,STA0141-029 SH 14B CAMERON PASS EAST,12879789.35
cdot_2024q4_sta0242_096_project_1,cdot_2024q4_sta0242_096,STA0242-096,"US24 TROUT CREEK, 67D@24A, ASP",Roadway,Colorado / CDOT District 2,,"STA0242-096 US24 TROUT CREEK, 67D@24A, ASP",1646566.34
cdot_2024q4_sta0853_087_project_1,cdot_2024q4_sta0853_087,STA0853-087,US 85 FROM 5TH ST. TO O ST. IN,Roadway,Colorado / CDOT District 4,,STA0853-087 US 85 FROM 5TH ST. TO O ST. IN,5282791.00
cdot_2024q4_sta119a_077_project_1,cdot_2024q4_sta119a_077,STA119A-077,CO 119 (MM 44.237-55.5),Roadway,Colorado / CDOT District 4,,STA119A-077 CO 119 (MM 44.237-55.5),72367207.93
cdot_2024q4_sta2873_229_project_1,cdot_2024q4_sta2873_229,STA2873-229,US 287 MP 354.71 TO MP 355.70,Roadway,Colorado / CDOT District 4,,STA2873-229 US 287 MP 354.71 TO MP 355.70,1764960.50
cdot_2024q4_ste_0402_095_project_1,cdot_2024q4_ste_0402_095,STE 0402-095,US 40 PASSING LANES MP 172.6,Roadway,Colorado / CDOT District 3,,STE 0402-095 US 40 PASSING LANES MP 172.6,5441723.08
cdot_2024q4_stm021a_008_project_1,cdot_2024q4_stm021a_008,STM021A-008,INTERSECTION OF SH21 AND AIRPO,Roadway,Colorado / CDOT District 2,,STM021A-008 INTERSECTION OF SH21 AND AIRPO,45965236.00
cdot_2024q4_stm0242_099_project_1,cdot_2024q4_stm0242_099,STM0242-099,US 24 FROM @ LAKE GEORGE TO WO,Roadway,Colorado / CDOT District 2,,STM0242-099 US 24 FROM @ LAKE GEORGE TO WO,12120993.88
cdot_2024q4_stm0403_070_project_1,cdot_2024q4_stm0403_070,STM0403-070,MP226.5 - MP 233.0 GRAND COUNT,Roadway,Colorado / CDOT District 3,,STM0403-070 MP226.5 - MP 233.0 GRAND COUNT,4822880.50
cdot_2024q4_stm059a_039_project_1,cdot_2024q4_stm059a_039,STM059A-039,CO59 (MP 0.05-9.05),Roadway,Colorado / CDOT District 4,,STM059A-039 CO59 (MP 0.05-9.05),4877179.80
cdot_2024q4_stm063a_017_project_1,cdot_2024q4_stm063a_017,STM063A-017,CO 63 AKRON NORTH AND SOUTH (M,Roadway,Colorado / CDOT District 4,,STM063A-017 CO 63 AKRON NORTH AND SOUTH (M,7902793.10
cdot_2024q4_stm067a_049_project_1,cdot_2024q4_stm067a_049,STM067A-049,SH 67 - MP 76.92 TO MP 78.20,Roadway,Colorado / CDOT District 2,,STM067A-049 SH 67 - MP 76.92 TO MP 78.20,7239314.94
cdot_2024q4_stm1151_041_project_1,cdot_2024q4_stm1151_041,STM1151-041,SH 115A - M.P. 46 TO M.P. 47.4,Roadway,Colorado / CDOT District 2,,STM1151-041 SH 115A - M.P. 46 TO M.P. 47.4,10390462.32
cdot_2024q4_str0211_029_project_1,cdot_2024q4_str0211_029,STR0211-029,"SH21A MP136.5, EAST OF GRINNEL",Roadway,Colorado / CDOT District 2,,"STR0211-029 SH21A MP136.5, EAST OF GRINNEL",1645388.86
cdot_2024q4_str0241_067_project_1,cdot_2024q4_str0241_067,STR0241-067,US 24 SOUTH OF MINTURN,Roadway,Colorado / CDOT District 3,,STR0241-067 US 24 SOUTH OF MINTURN,11244775.20
cdot_2024q4_str065a_026_project_1,cdot_2024q4_str065a_026,STR065A-026,SH 65 ORCHARD CITY S. MP 0-6.5,Roadway,Colorado / CDOT District 3,,STR065A-026 SH 65 ORCHARD CITY S. MP 0-6.5,4408676.50
cdot_2024q4_str0711_023_project_1,cdot_2024q4_str0711_023,STR0711-023,SH71C BETWEEN ROCKY FORD AND O,Roadway,Colorado / CDOT District 2,,STR0711-023 SH71C BETWEEN ROCKY FORD AND O,2321547.11
cdot_2024q4_str092a_029_project_1,cdot_2024q4_str092a_029,STR092A-029,SH92 Rogers Mesa Reconstruct P,Roadway,Colorado / CDOT District 3,,STR092A-029 SH92 Rogers Mesa Reconstruct P,12263410.53
cdot_2024q4_str1121_006_project_1,cdot_2024q4_str1121_006,STR1121-006,SH 112 BETWEEN DEL NORTE (US 1,Roadway,Colorado / CDOT District 5,,STR1121-006 SH 112 BETWEEN DEL NORTE (US 1,12655931.75
cdot_2024q4_str133a_056_project_1,cdot_2024q4_str133a_056,STR133A-056,SH 133A MM 42.0-66.5,Roadway,Colorado,,STR133A-056 SH 133A MM 42.0-66.5,2861920.65
cdot_2024q4_str1604_016_project_1,cdot_2024q4_str1604_016,STR1604-016,"US 160C, MP 423-451, IN LAS AN",Roadway,Colorado / CDOT District 2,,"STR1604-016 US 160C, MP 423-451, IN LAS AN",10791598.34
cdot_2024q4_strm175_040_project_1,cdot_2024q4_strm175_040,STRM175-040,FREMONT COUNTY IN R2,Roadway,Colorado / CDOT District 2,,STRM175-040 FREMONT COUNTY IN R2,423380.00
cdot_2024q4_strr200_290_project_1,cdot_2024q4_strr200_290,STRR200-290,"US 50B, CO 101A, CO 116, US 16",Roadway,Colorado / CDOT District 2,,"STRR200-290 US 50B, CO 101A, CO 116, US 16",1520811.25
cdot_2023q4_2670831_129_project_1,cdot_2023q4_2670831_129,2670831-129,SH 83 AT SH 88,Roadway,Colorado / CDOT District 1,,2670831-129 SH 83 AT SH 88,1094668.00
cdot_2023q4_brm322_040_project_1,cdot_2023q4_brm322_040,BRM322-040,US34 EAST OF LAIRD,Roadway,Colorado / CDOT District 4,,BRM322-040 US34 EAST OF LAIRD,7895616.07
