contract_project_id,contract_id,project_number,project_name,work_type,county_region,route,location,project_award_amount
ia_idot_20250218_60_0754_028_project_1,ia_idot_20250218_60_0754_028,ER-075-4(028)--28-60,Rock River 0.2 mi N of S Jct Co Rd A34,REVETMENT,LYON,U.S. 75,Rock River 0.2 mi N of S Jct Co Rd A34,85550
ia_idot_20250218_61_1694_709_project_1,ia_idot_20250218_61_1694_709,MP-169-4(709)56--76-61,Union Co line to IA 92,SLURRY SEAL,MADISON,U.S. 169,Union Co line to IA 92,176870.22
ia_idot_20250218_62_0633_109_project_1,ia_idot_20250218_62_0633_109,NHSN-063-3(109)--2R-62,"Parcel 16, 2103 Highway 63, Oskaloosa",SALVAGE AND REMOVAL,MAHASKA,U.S. 63,"Parcel 16, 2103 Highway 63, Oskaloosa",15700
ia_idot_20250218_65_0341_107_project_1,ia_idot_20250218_65_0341_107,ITS-034-1(107)--25-65,Missouri River N of Plattsmouth Nebraska,ITS INFRASTRUCTURE,MILLS,U.S. 34,Missouri River N of Plattsmouth Nebraska,83561.5
ia_idot_20250218_65_0344_718_project_1,ia_idot_20250218_65_0344_718,MP-034-4(718)8--76-65,0.7 mi E of 221st St,HMA RESURFACING WITH MILLING,MILLS,U.S. 34,0.7 mi E of 221st St,164120.96
ia_idot_20250218_69_0344_709_project_1,ia_idot_20250218_69_0344_709,MP-034-4(709)49--76-69,US 71 to IA 148,HMA CRACK FILLING,MONTGOMERY,U.S. 34,US 71 to IA 148,213427.19
ia_idot_20250218_71_0102_048_project_1,ia_idot_20250218_71_0102_048,ER-010-2(048)--28-71,Little Sioux River 2.1 mi E of E Jct Co Rd M12,REVETMENT,OBRIEN,IOWA 10,Little Sioux River 2.1 mi E of E Jct Co Rd M12,93580
ia_idot_20250218_73_0714_712_project_1,ia_idot_20250218_73_0714_712,MP-071-4(712)12--76-73,IA 2 to US 34,MICROSURFACING,PAGE,U.S. 71,IA 2 to US 34,704375.03
ia_idot_20250218_74_0183_119_project_1,ia_idot_20250218_74_0183_119,ER-018-3(119)--28-74,W Fork Des Moines River 2.5 mi E of W Jct IA 4,REVETMENT,PALO ALTO,U.S. 18,W Fork Des Moines River 2.5 mi E of W Jct IA 4,40531
ia_idot_20250218_75_0031_118_project_1,ia_idot_20250218_75_0031_118,ER-003-1(118)--28-75,Big Sioux River 1.5 mi W of W Jct IA 12,REVETMENT,PLYMOUTH,IOWA 3,Big Sioux River 1.5 mi W of W Jct IA 12,47873.75
ia_idot_20250218_75_0031_118_project_2,ia_idot_20250218_75_0031_118,ER-012-3(012)--28-84,Dry Creek 0.4 mi S of IA 10,REVETMENT,SIOUX,IOWA 12,Dry Creek 0.4 mi S of IA 10,39564.25
ia_idot_20250218_76_0044_029_project_1,ia_idot_20250218_76_0044_029,STP-004-4(029)--2C-76,IA 3 In Pocahontas to Co Rd B63 in Mallard,HMA RESURFACING WITH MILLING,POCAHONTAS,IOWA 4,IA 3 In Pocahontas to Co Rd B63 in Mallard,6145681.12
ia_idot_20250218_77_0061_728_project_1,ia_idot_20250218_77_0061_728,MP-006-1(728)144--76-77,Adventureland Drive Intersection,HMA RESURFACING WITH MILLING,POLK,U.S. 6,Adventureland Drive Intersection,212728.9
ia_idot_20250218_77_0351_720_project_1,ia_idot_20250218_77_0351_720,MPIN-035-1(720)68--0N-77,At Ia 5 Interchange,FENCING,POLK,I-35,At Ia 5 Interchange,50506.2
ia_idot_20250218_77_0694_139_project_1,ia_idot_20250218_77_0694_139,NHSX-069-4(139)--3H-77,1st Street to NE 18th Street in Ankeny,PCC PAVEMENT - REPLACE,POLK,U.S. 69,1st Street to NE 18th Street in Ankeny,6388494.35
ia_idot_20250218_77_2352_667_project_1,ia_idot_20250218_77_2352_667,IMN-235-2(669)9--0E-77,US 69/E 14th St in Des Moines,BRIDGE PAINTING,POLK,I-235,US 69/E 14th St in Des Moines,238906.5
ia_idot_20250218_77_2352_667_project_2,ia_idot_20250218_77_2352_667,IMN-235-2(667)9--0E-77,E 9th St 5.1 mi E of IA 28 in Des Moines,BRIDGE PAINTING,POLK,I-235,E 9th St 5.1 mi E of IA 28 in Des Moines,238906.5
ia_idot_20250218_77_2352_667_project_3,ia_idot_20250218_77_2352_667,IMN-235-2(668)9--0E-77,E 12th St 5.2 mi E of IA 28 in Des Moines,BRIDGE PAINTING,POLK,I-235,E 12th St 5.2 mi E of IA 28 in Des Moines,238906.5
ia_idot_20250218_77_4151_086_project_1,ia_idot_20250218_77_4151_086,HSIPX-415-1(086)--3L-77,NW Beaver Drive Intersection,PCC PAVEMENT - GRADE AND NEW,POLK,IOWA 415,NW Beaver Drive Intersection,2745537.59
ia_idot_20250218_78_0801_499_project_1,ia_idot_20250218_78_0801_499,IMN-080-1(499)5--0E-78,CBIS Section - Madison Ave Interchange,BRIDGE PAINTING,POTTAWATTAMIE,I-80,CBIS Section - Madison Ave Interchange,289882.8
ia_idot_20250218_78_0801_560_project_1,ia_idot_20250218_78_0801_560,IMN-080-1(560)9--0E-78,US 6 Interchange,TRAFFIC SIGNALS,POTTAWATTAMIE,I-80,US 6 Interchange,1024642.7
ia_idot_20250218_78_0804_731_project_1,ia_idot_20250218_78_0804_731,MPIN-080-4(731)39--0N-78,1.0 mi W of Avoca to the West Nishnabotna River (WB),HMA RESURFACING WITH MILLING,POTTAWATTAMIE,I-80,1.0 mi W of Avoca to the West Nishnabotna River (WB),134596
ia_idot_20250218_78_6801_181_project_1,ia_idot_20250218_78_6801_181,ITS-680-1(181)0--25-78,Missouri River 3.1 mi W of I-29,ITS INFRASTRUCTURE,POTTAWATTAMIE,I-680,Missouri River 3.1 mi W of I-29,39353.75
ia_idot_20250218_79_0806_559_project_1,ia_idot_20250218_79_0806_559,IMN-080-6(559)201--0E-79,"Parcel No 1, 4156 Hwy 21, Brooklyn",SALVAGE AND REMOVAL,POWESHIEK,I-80,"Parcel No 1, 4156 Hwy 21, Brooklyn",27300
ia_idot_20250218_81_4711_001_project_1,ia_idot_20250218_81_4711_001,BRFN-471-1(1)--39-81,Ditch 0.2 mi N of SR D-36,RCB CULVERT - REPAIR,SAC,IOWA 471,Ditch 0.2 mi N of SR D-36,198920.75
ia_idot_20250218_82_0806_724_project_1,ia_idot_20250218_82_0806_724,MPIN-080-6(724)303--0N-82,From Co Rd Z30 to Illinois St Line (EB/WB),HMA PATCHING,SCOTT,I-80,From Co Rd Z30 to Illinois St Line (EB/WB),311420.6
ia_idot_20250218_82_0806_724_project_2,ia_idot_20250218_82_0806_724,MPIN-080-6(723)278--0N-82,Cedar Co. Line to Mississippi River,PCC PATCHING,SCOTT,I-80,Cedar Co. Line to Mississippi River,232253
ia_idot_20250218_82_0806_724_project_3,ia_idot_20250218_82_0806_724,MPIN-280-6(710)0--0N-82,I-80 to Mississippi River,PCC PATCHING,SCOTT,I-280,I-80 to Mississippi River,41170
ia_idot_20250218_82_0808_370_project_1,ia_idot_20250218_82_0808_370,ITS-080-8(370)300--25-82,1 mi W of Middle Rd to 1 mi E of Middle Rd in Bettendorf,ITS INFRASTRUCTURE,SCOTT,I-80,1 mi W of Middle Rd to 1 mi E of Middle Rd in Bettendorf,101743.7
ia_idot_20250218_82_4611_013_project_1,ia_idot_20250218_82_4611_013,BRF-461-1(13)--38-82,Duck Creek/Bike Path 0.3 mi S of US 6 in Davenport (SB),BRIDGE REPLACEMENT - CCS,SCOTT,IOWA 461,Duck Creek/Bike Path 0.3 mi S of US 6 in Davenport (SB),4585631.52
ia_idot_20250218_84_0101_095_project_1,ia_idot_20250218_84_0101_095,ER-010-2(046)--28-71,Mill Creek 2.5 mi W of W Jct US 59,REVETMENT,OBRIEN,IOWA 10,Mill Creek 2.5 mi W of W Jct US 59,55645
ia_idot_20250218_84_0101_095_project_2,ia_idot_20250218_84_0101_095,ER-010-1(095)--28-84,Floyd River 0.7 mi W of N Jct IA 60,REVETMENT,SIOUX,IOWA 10,Floyd River 0.7 mi W of N Jct IA 60,73691
ia_idot_20250218_84_0181_103_project_1,ia_idot_20250218_84_0181_103,ER-018-1(103)--28-84,Floyd River 0.2 mi W of Co Rd L26,REVETMENT,SIOUX,U.S. 18,Floyd River 0.2 mi W of Co Rd L26,72700
ia_idot_20250218_84_0181_103_project_2,ia_idot_20250218_84_0181_103,ER-018-1(107)--28-84,1.35 mi W of N Jct US 75,REVETMENT,SIOUX,U.S. 18,1.35 mi W of N Jct US 75,19413.75
ia_idot_20250218_84_0602_092_project_1,ia_idot_20250218_84_0602_092,ER-060-2(092)--28-84,Little Floyd River 0.4 mi S of Co Rd L26,REVETMENT,SIOUX,IOWA 60,Little Floyd River 0.4 mi S of Co Rd L26,97009
ia_idot_20250218_85_0354_342_project_1,ia_idot_20250218_85_0354_342,IMN-035-4(342)107--0E-85,"Parcel No 2, 56426 & 56372 290th St, Cambridge",SALVAGE AND REMOVAL,STORY,I-35,"Parcel No 2, 56426 & 56372 290th St, Cambridge",77400
ia_idot_20250218_86_0081_015_a_project_1,ia_idot_20250218_86_0081_015_a,STP-008-1(15)--2C-86,WCL of Dysart to US 218,HMA RESURFACING/COLD IN-PLACE RECYCLING,TAMA,IOWA 8,WCL of Dysart to US 218,3434233.54
ia_idot_20250218_97_0201_177_project_1,ia_idot_20250218_97_0201_177,BRF-020-1(177)--38-97,Abandoned RR 0.1 mi E of Co Rd D25,GRADING (MISCELLANEOUS),WOODBURY,U.S. 20,Abandoned RR 0.1 mi E of Co Rd D25,6284395.13
ia_idot_20250218_97_0293_730_project_1,ia_idot_20250218_97_0293_730,MPIN-029-3(730)127--0N-97,Monona County Line to S. of Sgt. Bluff (SB),HMA CRACK FILLING,WOODBURY,I-29,Monona County Line to S. of Sgt. Bluff (SB),89579.54
ia_idot_20250218_97_0293_731_project_1,ia_idot_20250218_97_0293_731,MPIN-029-3(731)127--0N-97,Monona County Line to N of IA 141 interchange,FENCING,WOODBURY,I-29,Monona County Line to N of IA 141 interchange,149515.65
ia_idot_20250218_97_0296_298_project_1,ia_idot_20250218_97_0296_298,IMN-029-6(298)127--0E-97,IA 141 Interchange,EROSION CONTROL,WOODBURY,I-29,IA 141 Interchange,37673.8
ia_idot_20250218_97_0751_118_project_1,ia_idot_20250218_97_0751_118,ER-075-1(118)--28-97,Floyd River 5.3 mi N of US 20/IA 12,REVETMENT,WOODBURY,U.S. 75,Floyd River 5.3 mi N of US 20/IA 12,98200
ia_idot_20250318_00_0002_758_project_1,ia_idot_20250318_00_0002_758,MP-000-2(758)0--76-00,District 2 - Various Locations on W Side of District,PCC PATCHING,STATEWIDE,VARIOUS ROUTES,District 2 - Various Locations on W Side of District,472844.32
ia_idot_20250318_05_c005_081_project_1,ia_idot_20250318_05_c005_081,FM-C005(81)--55-05,"On Various Routes: F16, F24, F32, F37, F58, M66, N36",PAVEMENT MARKINGS,AUDUBON,VARIOUS LOCATIONS,"On Various Routes: F16, F24, F32, F37, F58, M66, N36",93952.7
ia_idot_20250318_06_0306_186_project_1,ia_idot_20250318_06_0306_186,NHSN-030-6(186)--2R-06,11th Ave Dr to W Jct US 218,EROSION CONTROL,BENTON,U.S. 30,11th Ave Dr to W Jct US 218,1215205.67
ia_idot_20250318_07_6342_601_project_1,ia_idot_20250318_07_6342_601,STP-U-6342(601)--70-07,"In the city of Raymond, On Lafayette Rd, from CN RR crossing E 1.4 miles to E of 1st St",HMA RESURFACING WITH MILLING,BLACK HAWK,LAFAYETTE RD,"In the city of Raymond, On Lafayette Rd, from CN RR crossing E 1.4 miles to E of 1st St",1387913.65
ia_idot_20250318_12_c012_132_project_1,ia_idot_20250318_12_c012_132,STP-S-C012(132)--5E-12,"On T16, from Hwy 3 N 6 miles to C23",HMA RESURFACING/COLD IN-PLACE RECYCLING,BUTLER,T16,"On T16, from Hwy 3 N 6 miles to C23",2689399.46
ia_idot_20250318_13_0043_501_project_1,ia_idot_20250318_13_0043_501,MB-004-3(501)62--77-13,CC RR 0.9 mi S of S Jct Co Rd D36,SLOPE PROTECTION,CALHOUN,IOWA 4,CC RR 0.9 mi S of S Jct Co Rd D36,78075
ia_idot_20250318_13_c013_107_project_1,ia_idot_20250318_13_c013_107,BROS-C013(107)--5F-13,"On Langley Ave, Over Stream, between 380th Street and 390th Street, S27 T86 N R33 W",BRIDGE REPLACEMENT - CCS,CALHOUN,LANGLEY AVE,"On Langley Ave, Over Stream, between 380th Street and 390th Street, S27 T86 N R33 W",594238.2
ia_idot_20250318_14_0303_715_project_1,ia_idot_20250318_14_0303_715,MP-030-3(715)81--76-14,In Carroll,PCC PATCHING,CARROLL,U.S. 30,In Carroll,68807.6
ia_idot_20250318_14_0303_715_project_2,ia_idot_20250318_14_0303_715,MP-071-3(709)112--76-14,In Carroll,PCC PATCHING,CARROLL,U.S. 71,In Carroll,48244.6
ia_idot_20250318_14_c014_173_project_1,ia_idot_20250318_14_c014_173,BROS-C014(172)--8J-14,"On 320TH ST, Over FIELD STREAM, S30 T82 R33",PRECAST RCB CULVERT,CARROLL,320TH ST,"On 320TH ST, Over FIELD STREAM, S30 T82 R33",109288
ia_idot_20250318_14_c014_173_project_2,ia_idot_20250318_14_c014_173,BROS-C014(173)--8J-14,"On 300TH ST, Over SMALL, S14 T82 R33",PRECAST RCB CULVERT,CARROLL,300TH ST,"On 300TH ST, Over SMALL, S14 T82 R33",184835
ia_idot_20250318_15_0285_620_project_1,ia_idot_20250318_15_0285_620,STBG-SWAP-0285(620)--SG-15,"In the city of Atlantic, On West 22nd St. from 7th St. to Palm Street., from West E .77 miles",PCC PAVEMENT - GRADE AND NEW,CASS,WEST 22ND ST,"In the city of Atlantic, On West 22nd St. from 7th St. to Palm Street., from West E .77 miles",1421207.75
ia_idot_20250318_18_0597_058_project_1,ia_idot_20250318_18_0597_058,ER-059-7(058)--28-18,Little Sioux River 0.2 mi S of Co Rd C38,REVETMENT,CHEROKEE,U.S. 59,Little Sioux River 0.2 mi S of Co Rd C38,114357
ia_idot_20250318_21_0182_160_project_1,ia_idot_20250318_21_0182_160,ER-018-2(160)--28-21,Little Sioux River 0.7 mi W of E Jct US 71 in Spencer,REVETMENT,CLAY,U.S. 18,Little Sioux River 0.7 mi W of E Jct US 71 in Spencer,214132.5
ia_idot_20250318_22_c022_104_project_1,ia_idot_20250318_22_c022_104,L-105--73-22,"In the city of Volga City, On Washington Street, from C2W North 0.4 miles to Volga Street",HMA RESURFACING WITH MILLING,CLAYTON,WASHINGTON STREET,"In the city of Volga City, On Washington Street, from C2W North 0.4 miles to Volga Street",560981.82
ia_idot_20250318_22_c022_104_project_2,ia_idot_20250318_22_c022_104,HSIP-SWAP-C022(104)--FJ-22,"On X28, from ECL Farmersburg, N to St Hwy 18 and On B45, from ECL Monona, E 10.4 miles to NE 1/4 of NE 1/4, S9-T95N-R3W",HMA RESURFACING WITH MILLING,CLAYTON,X28,"On X28, from ECL Farmersburg, N to St Hwy 18 and On B45, from ECL Monona, E 10.4 miles to NE 1/4 of NE 1/4, S9-T95N-R3W",4494923.89
ia_idot_20250318_23_1415_642_project_1,ia_idot_20250318_23_1415_642,BRM-1415(642)--8N-23,"In the city of Clinton, On F 14, Over LITTLE MILL CREEK, S8 T81 R06E",RCB CULVERT REPLACEMENT - TWIN BOX,CLINTON,F14,"In the city of Clinton, On F 14, Over LITTLE MILL CREEK, S8 T81 R06E",1136795.85
ia_idot_20250318_24_c024_134_project_1,ia_idot_20250318_24_c024_134,FM-C024(134)--55-24,"On M AVE & Yellow Smoke Rd, from Intersection with Ridge Road SE 1.1 miles to Entrance to Yellow Smoke Park",SEAL COAT,CRAWFORD,M AVE,"On M AVE & Yellow Smoke Rd, from Intersection with Ridge Road SE 1.1 miles to Entrance to Yellow Smoke Park",283418.9
ia_idot_20250318_25_0441_710_project_1,ia_idot_20250318_25_0441_710,MP-044-1(710)96--76-25,From ECL of Dallas Center to NW 142nd Street,HMA PATCHING,DALLAS,IOWA 44,From ECL of Dallas Center to NW 142nd Street,325855.2
ia_idot_20250318_25_0801_722_project_1,ia_idot_20250318_25_0801_722,MPIN-080-1(722)121--0N-25,W. of Jordan Ck. Pkwy. in West Des Moines to Jasper Co.,PCC PATCHING,DALLAS,I-80,W. of Jordan Ck. Pkwy. in West Des Moines to Jasper Co.,1418635.14
ia_idot_20250318_31_0039_044_project_1,ia_idot_20250318_31_0039_044,NHSN-003-9(044)--2R-31,"Parcel No 29, 15547 Rte 3, Durango",SALVAGE AND REMOVAL,DUBUQUE,IOWA 3,"Parcel No 29, 15547 Rte 3, Durango",10700
ia_idot_20250318_32_2417_609_project_1,ia_idot_20250318_32_2417_609,STBG-SWAP-2417(609)--SG-32,"In the city of Estherville, On S. 1st St., from IA 9 SE .74 Miles to IA 4",HMA RESURFACING WITH MILLING,EMMET,SOUTH 1ST ST,"In the city of Estherville, On S. 1st St., from IA 9 SE .74 Miles to IA 4",657324.36
ia_idot_20250318_37_c037_086_project_1,ia_idot_20250318_37_c037_086,BRS-C037(86)--60-37,"On Apple St., over DD 150-86, S31 T84 R32",BRIDGE REPLACEMENT - CCS,GREENE,APPLE ST,"On Apple St., over DD 150-86, S31 T84 R32",855770.56
ia_idot_20250318_37_c037_089_project_1,ia_idot_20250318_37_c037_089,FM-C037(89)--55-37,Paved Routes: County Wide,PAVEMENT MARKINGS,GREENE,VARIOUS LOCATIONS,Paved Routes: County Wide,124310.37
ia_idot_20250318_38_0146_042_project_1,ia_idot_20250318_38_0146_042,BRF-014-6(42)--38-38,Black Hawk Creek 1.5 mi S of S Jct Co Rd D35 in Grundy Center,BRIDGE REPLACEMENT - PPCB,GRUNDY,IOWA 14,Black Hawk Creek 1.5 mi S of S Jct Co Rd D35 in Grundy Center,2743620
ia_idot_20250318_39_c039_102_project_1,ia_idot_20250318_39_c039_102,FM-C039(102)--55-39,"On F 25, from Pecan Ave E to Dallas County Line",PCC PATCHING,GUTHRIE,F25,"On F 25, from Pecan Ave E to Dallas County Line",344996.3
ia_idot_20250318_40_8212_618_project_1,ia_idot_20250318_40_8212_618,STBG-SWAP-8212(618)--SG-40,"In the city of Webster City, On Beach Street, from Second Street S .7 miles to 400' South of Ohio Street",PCC PATCHING,HAMILTON,BEACH ST,"In the city of Webster City, On Beach Street, from Second Street S .7 miles to 400' South of Ohio Street",940099
ia_idot_20250318_42_0201_706_project_1,ia_idot_20250318_42_0201_706,MP-020-1(706)175--76-42,Co Rd D35 to Co Rd T55,PCC PATCHING,HARDIN,U.S. 20,Co Rd D35 to Co Rd T55,166956.2
ia_idot_20250318_43_0293_731_project_1,ia_idot_20250318_43_0293_731,MPIN-029-3(731)72--0N-43,Pottawattamie Co. Line to South Dakota State Line,PCC PATCHING,HARRISON,I-29,Pottawattamie Co. Line to South Dakota State Line,520917.5
ia_idot_20250318_43_0294_732_project_1,ia_idot_20250318_43_0294_732,MPIN-029-4(732)73--0N-43,N of Boyer River to US 30 (NB),FENCING,HARRISON,I-29,N of Boyer River to US 30 (NB),46424.61
ia_idot_20250318_43_0301_189_project_1,ia_idot_20250318_43_0301_189,BRFN-030-1(189)--39-43,"Missouri River E of Blair, Nebraska",BRIDGE CLEANING,HARRISON,U.S. 30,"Missouri River E of Blair, Nebraska",46750
ia_idot_20250318_46_c046_088_project_1,ia_idot_20250318_46_c046_088,BROS-C046(88)--8J-46,"On Iowa Avenue, Over drainage ditch, from C49 S 0.6 miles to H. Web. Jt 1-10 Crossing S33 T91 R29",PRECAST RCB CULVERT,HUMBOLDT,IOWA AVE,"On Iowa Avenue, Over drainage ditch, from C49 S 0.6 miles to H. Web. Jt 1-10 Crossing S33 T91 R29",149826.75
ia_idot_20250318_46_c046_090_project_1,ia_idot_20250318_46_c046_090,BROS-C046(90)--8J-46,"On TEXAS AVE, Over DD, from 165th st S 0.7 miles S8 T92 R27",PRECAST RCB CULVERT,HUMBOLDT,TEXAS AVE,"On TEXAS AVE, Over DD, from 165th st S 0.7 miles S8 T92 R27",192912
ia_idot_20250318_48_102_project_1,ia_idot_20250318_48_102,LFM-102--7X-48,"On V44, from B Ave E 1.3 miles to CC Ave",HMA RESURFACING,IOWA,V44,"On V44, from B Ave E 1.3 miles to CC Ave",735718.4
ia_idot_20250318_50_0801_511_project_1,ia_idot_20250318_50_0801_511,MBIN-080-1(511)161--0M-50,W 62nd St 3.3 mi W of IA 14,SLOPE PROTECTION,JASPER,I-80,W 62nd St 3.3 mi W of IA 14,41580
ia_idot_20250318_50_0801_713_project_1,ia_idot_20250318_50_0801_713,MPIN-080-1(713)150--0N-50,Polk Co. to Iowa Co.,PCC PATCHING,JASPER,I-80,Polk Co. to Iowa Co.,877990.8
ia_idot_20250318_52_3806_719_project_1,ia_idot_20250318_52_3806_719,MPIN-380-6(734)30--0N-57,From 1 mi N of County Home Rd to Center Point,HMA PATCHING,LINN,I-380,From 1 mi N of County Home Rd to Center Point,305826.7
ia_idot_20250318_52_3806_719_project_2,ia_idot_20250318_52_3806_719,MPIN-380-6(720)3--0N-52,From North Liberty to N of US 30,HMA RESURFACING,JOHNSON,I-380,From North Liberty to N of US 30,546162.2
ia_idot_20250318_52_3806_719_project_3,ia_idot_20250318_52_3806_719,MPIN-380-6(733)17--0N-57,"In Cedar Rapids, from 1 mi N of US 30 to Iowa 100",HMA RESURFACING,LINN,I-380,"In Cedar Rapids, from 1 mi N of US 30 to Iowa 100",173264.2
ia_idot_20250318_54_0215_710_project_1,ia_idot_20250318_54_0215_710,MP-021-5(710)13--76-54,From IA 92 to IA 22,HMA JOINT & CRACK SEALING,KEOKUK,IOWA 21,From IA 92 to IA 22,157753.8
ia_idot_20250318_55_c055_211_project_1,ia_idot_20250318_55_c055_211,STP-S-C055(210)--5E-55,"On B55, from US 169 E 7 miles to P60",HMA RESURFACING,KOSSUTH,B55,"On B55, from US 169 E 7 miles to P60",1474037.7
ia_idot_20250318_55_c055_211_project_2,ia_idot_20250318_55_c055_211,FM-C055(211)--55-55,"On P30, from B63 (E Road) N 9 miles to US Highway 18",HMA RESURFACING,KOSSUTH,P30,"On P30, from B63 (E Road) N 9 miles to US Highway 18",2043865.74
ia_idot_20250318_55_c055_211_project_3,ia_idot_20250318_55_c055_211,FM-C055(212)--55-55,"On B63, from P60 E 6 miles to IA 17",HMA RESURFACING,KOSSUTH,B63,"On B63, from P60 E 6 miles to IA 17",1341657.29
ia_idot_20250318_56_0165_705_project_1,ia_idot_20250318_56_0165_705,MP-016-5(705)59--76-56,From Denmark to US 61,HMA JOINT & CRACK SEALING,LEE,IOWA 16,From Denmark to US 61,98347.09
ia_idot_20250318_56_2185_709_project_1,ia_idot_20250318_56_2185_709,MP-218-5(709)0--76-56,Des Moines River to 0.3 mi S of 13th St (NB/SB),PCC PATCHING,LEE,U.S. 218,Des Moines River to 0.3 mi S of 13th St (NB/SB),758999
ia_idot_20250318_57_1513_181_project_1,ia_idot_20250318_57_1513_181,MP-067-6(730)8--76-82,Valley Dr in Bettendorf to 8th St in Le Claire,PCC PATCHING,SCOTT,U.S. 67,Valley Dr in Bettendorf to 8th St in Le Claire,33634.2
ia_idot_20250318_57_1513_181_project_2,ia_idot_20250318_57_1513_181,MP-061-6(706)142--76-23,From old Iowa 956 to N. of Maquoketa,PCC PATCHING,CLINTON,U.S. 61,From old Iowa 956 to N. of Maquoketa,58234.8
ia_idot_20250318_57_1513_181_project_3,ia_idot_20250318_57_1513_181,MP-020-6(714)283--76-28,From Delaware to Illinois,PCC PATCHING,DELAWARE,U.S. 20,From Delaware to Illinois,96944
ia_idot_20250318_57_c057_175_project_1,ia_idot_20250318_57_c057_175,FM-C057(175)--55-57,"On Covington Rd, Over Morgan Creek, S15 T83 R08",BRIDGE REPLACEMENT - CCS,LINN,COVINGTON ROAD,"On Covington Rd, Over Morgan Creek, S15 T83 R08",1279755.15
ia_idot_20250318_57_c057_176_project_1,ia_idot_20250318_57_c057_176,FM-C057(176)--55-57,"On N Center Point Rd, Over East Branch Blue Creek, S33 T86 R08",BRIDGE REPLACEMENT - CCS,LINN,N CENTER POINT ROAD,"On N Center Point Rd, Over East Branch Blue Creek, S33 T86 R08",1466795
ia_idot_20250318_60_0091_064_project_1,ia_idot_20250318_60_0091_064,ER-009-1(064)--28-60,Rock River 0.5 mi E of E Jct US 75 in Rock Rapids,REVETMENT,LYON,IOWA 9,Rock River 0.5 mi E of E Jct US 75 in Rock Rapids,244180
ia_idot_20250318_60_0181_104_project_1,ia_idot_20250318_60_0181_104,ER-018-1(104)--28-60,Drainage Ditch 3.8 mi W of IA 182,REVETMENT,LYON,U.S. 18,Drainage Ditch 3.8 mi W of IA 182,67995
ia_idot_20250318_60_0183_704_project_1,ia_idot_20250318_60_0183_704,MP-018-3(704)0--76-60,South Dakota SL to Int. of K-30,HMA CRACK FILLING,LYON,U.S. 18,South Dakota SL to Int. of K-30,165245
ia_idot_20250318_60_0183_704_project_2,ia_idot_20250318_60_0183_704,MP-182-3(704)0--76-60,Jct of US 18 to Jct of IA 9,HMA CRACK FILLING,LYON,IOWA 182,Jct of US 18 to Jct of IA 9,96779
ia_idot_20250318_60_0754_029_project_1,ia_idot_20250318_60_0754_029,ER-075-4(029)--28-60,Drainage Ditch 3.8 mi N of N Jct IA 9,REVETMENT,LYON,U.S. 75,Drainage Ditch 3.8 mi N of N Jct IA 9,47032.5
ia_idot_20250318_62_0925_713_project_1,ia_idot_20250318_62_0925_713,MP-092-5(713)190--76-62,From 0.25 mi E of S Skunk River to west of IA 21,HMA JOINT & CRACK SEALING,MAHASKA,IOWA 92,From 0.25 mi E of S Skunk River to west of IA 21,141196.51
ia_idot_20250318_64_c064_147_project_1,ia_idot_20250318_64_c064_147,FM-C064(147)--55-64,"On E 41, from Story County Line E 3.5 miles to State Center and S 3/8 mile to 2nd St NW.",HMA RESURFACING WITH MILLING,MARSHALL,E41,"On E 41, from Story County Line E 3.5 miles to State Center and S 3/8 mile to 2nd St NW.",862755.59
ia_idot_20250318_65_0341_119_project_1,ia_idot_20250318_65_0341_119,BRFN-034-1(119)--39-65,Missouri River N of Plattsmouth Nebraska,BRIDGE CLEANING,MILLS,U.S. 34,Missouri River N of Plattsmouth Nebraska,44750
ia_idot_20250318_66_c066_086_project_1,ia_idot_20250318_66_c066_086,FM-C066(86)--55-66,"On A45, from Hwy 9 to Hwy 218",PCC OVERLAY,MITCHELL,A45,"On A45, from Hwy 9 to Hwy 218",1194864.38
ia_idot_20250318_66_c066_088_project_1,ia_idot_20250318_66_c066_088,HDP-C066(88)--6B-66,"On T 62, Over WAPSIPINICON RIVER, S14 T99 R15",BRIDGE REPLACEMENT - CCS,MITCHELL,T62,"On T 62, Over WAPSIPINICON RIVER, S14 T99 R15",1364109.6
ia_idot_20250318_67_0293_502_project_1,ia_idot_20250318_67_0293_502,MBIN-029-3(502)109--0M-67,260th St 3.5 mi S of IA 175,SLOPE PROTECTION,MONONA,I-29,260th St 3.5 mi S of IA 175,37950
ia_idot_20250318_67_1753_715_project_1,ia_idot_20250318_67_1753_715,MP-175-3(715)9--76-67,ECL Onawa to ECL Turin,HMA CRACK FILLING,MONONA,IOWA 175,ECL Onawa to ECL Turin,88480.82
ia_idot_20250318_70_0929_159_project_1,ia_idot_20250318_70_0929_159,BRFN-092-9(159)--39-70,Mississippi River in Muscatine,BRIDGE CLEANING,MUSCATINE,IOWA 92,Mississippi River in Muscatine,62250
ia_idot_20250318_71_0183_709_project_1,ia_idot_20250318_71_0183_709,MP-018-3(709)61--76-71,WCL of Hartley to Clay Co Line,HMA CRACK FILLING,OBRIEN,U.S. 18,WCL of Hartley to Clay Co Line,109947.76
ia_idot_20250318_71_0598_037_project_1,ia_idot_20250318_71_0598_037,ER-059-8(037)--28-71,Dry Run Creek 5.1 mi N of N Jct IA 10,REVETMENT,OBRIEN,U.S. 59,Dry Run Creek 5.1 mi N of N Jct IA 10,47335
