contract_project_id,contract_id,project_number,project_name,work_type,county_region,route,location,project_award_amount
ia_idot_20240716_77_0803_264_project_1,ia_idot_20240716_77_0803_264,IM-080-3(265)124--13-77,University Ave to N of Douglas Ave in Clive and Urbandale -US 6 / Hickman Rd Interchange (EB/WB),TRAFFIC SIGNS,POLK,I-80,University Ave to N of Douglas Ave in Clive and Urbandale -US 6 / Hickman Rd Interchange (EB/WB),8043735.04
ia_idot_20240716_77_0803_264_project_2,ia_idot_20240716_77_0803_264,IM-080-3(273)125--13-77,University Ave to N of Douglas Ave in Clive and Urbandale -US 6 / Hickman Rd Interchange (EB/WB),RCB CULVERT EXTENSION - SINGLE BOX,POLK,I-80,University Ave to N of Douglas Ave in Clive and Urbandale -US 6 / Hickman Rd Interchange (EB/WB),1518794.8
ia_idot_20240716_77_0803_264_project_3,ia_idot_20240716_77_0803_264,IMN-080-3(340)125--0E-77,W of I-35/80 (City Trail),RCB CULVERT NEW - SINGLE BOX,POLK,I-80,W of I-35/80 (City Trail),944865.1
ia_idot_20240716_82_0746_521_project_1,ia_idot_20240716_82_0746_521,MBIN-074-6(521)3--0M-82,Duck Creek and Bike Path 3.1 mi E of I-80 and Middle Rd 1.0 mi E of US 6 (EB),DECK JOINT REPAIR,SCOTT,I-74,Duck Creek and Bike Path 3.1 mi E of I-80 and Middle Rd 1.0 mi E of US 6 (EB),353293
ia_idot_20240716_82_1827_696_project_1,ia_idot_20240716_82_1827_696,STP-U-1827(696)--70-82,"In the city of Davenport, On 3rd St, from Telegraph Rd to Harrison St,",HMA RESURFACING WITH MILLING,SCOTT,3RD STREET,"In the city of Davenport, On 3rd St, from Telegraph Rd to Harrison St,",4681917.45
ia_idot_20240716_83_0444_711_project_1,ia_idot_20240716_83_0444_711,MP-044-4(711)12--76-83,IA 191 Intersection in Portsmouth,LIGHTING,SHELBY,IOWA 44,IA 191 Intersection in Portsmouth,79175
ia_idot_20240716_85_0355_136_project_1,ia_idot_20240716_85_0355_136,IMX-035-5(136)118--02-85,0.5 mi N of Co Rd E29 to 1.5 mi S of Co Rd E18 (NB),HMA RESURFACING,STORY,I-35,0.5 mi N of Co Rd E29 to 1.5 mi S of Co Rd E18 (NB),2843156.87
ia_idot_20240716_85_c085_183_project_1,ia_idot_20240716_85_c085_183,FM-C085(183)--55-85,"On R 63, from Ames City Limits N 1.1 miles",HMA RESURFACING,STORY,R63,"On R 63, from Ames City Limits N 1.1 miles",219553.4
ia_idot_20240716_86_0306_272_project_1,ia_idot_20240716_86_0306_272,NHSN-030-6(272)--2R-86,WB Off Ramp at L Ave Interchange,SLIDE REPAIR,TAMA,U.S. 30,WB Off Ramp at L Ave Interchange,53514
ia_idot_20240716_86_0962_008_project_1,ia_idot_20240716_86_0962_008,STPN-096-2(008)--2J-86,0.8 mi E of Co Rd T53,PIPE CULVERTS,TAMA,IOWA 96,0.8 mi E of Co Rd T53,54701
ia_idot_20240730_52_3806_435_project_1,ia_idot_20240730_52_3806_435,IM-380-6(487)14--13-57,"In the City of Cedar Rapids, on Wright Brothers Blvd SW, 6th St SW, and Earhart Ln SW",PCC PAVEMENT - GRADE AND NEW,LINN,I-380,"In the City of Cedar Rapids, on Wright Brothers Blvd SW, 6th St SW, and Earhart Ln SW",4947369.11
ia_idot_20240730_52_3806_435_project_2,ia_idot_20240730_52_3806_435,IM-380-6(453)14--13-57,Co Rd E70/Wright Brothers Blvd SW,BRIDGE REPLACEMENT - PPCB,LINN,I-380,Co Rd E70/Wright Brothers Blvd SW,5616511.2
ia_idot_20240730_52_3806_435_project_3,ia_idot_20240730_52_3806_435,IMX-380-6(460)12--02-57,Southbound Rest Area approx 1.4 mi N of Co Rd F12,TRAFFIC SIGNS,LINN,I-380,Southbound Rest Area approx 1.4 mi N of Co Rd F12,25791.5
ia_idot_20240806_40_0355_131_project_1,ia_idot_20240806_40_0355_131,IMN-035-5(131)133--0E-40,IA 175 Interchange (SB/NB),BRIDGE REPAIR,HAMILTON,I-35,IA 175 Interchange (SB/NB),941417
ia_idot_20240806_50_0805_402_project_1,ia_idot_20240806_50_0805_402,IMN-080-5(402)173--0E-50,At IA 224 Interchange (WB),PPCB REPAIR,JASPER,I-80,At IA 224 Interchange (WB),334269.8
ia_idot_20240806_75_0752_128_project_1,ia_idot_20240806_75_0752_128,NHSN-075-2(128)--2R-75,"In Hinton, Cedar St to Maple St",PCC SIDEWALK/TRAIL,PLYMOUTH,U.S. 75,"In Hinton, Cedar St to Maple St",123862.12
ia_idot_20240820_00_000t_349_project_1,ia_idot_20240820_00_000t_349,NHSN-000-T(349)--2R-00,"Various Locations in District 1 and District 2, Type B Signing (FY 2025)",TRAFFIC SIGNS,STATEWIDE,VARIOUS ROUTES,"Various Locations in District 1 and District 2, Type B Signing (FY 2025)",369575
ia_idot_20240820_00_000t_350_project_1,ia_idot_20240820_00_000t_350,NHSN-000-T(350)--2R-00,"Various Locations in District 3 and District 4, Type B Signing (FY 2025)",TRAFFIC SIGNS,STATEWIDE,VARIOUS ROUTES,"Various Locations in District 3 and District 4, Type B Signing (FY 2025)",479825
ia_idot_20240820_00_000t_351_project_1,ia_idot_20240820_00_000t_351,NHSN-000-T(351)--2R-00,"Various Locations in District 5 and District 6, Type B Signing (FY 2025)",TRAFFIC SIGNS,STATEWIDE,VARIOUS ROUTES,"Various Locations in District 5 and District 6, Type B Signing (FY 2025)",399525
ia_idot_20240820_00_000t_364_project_1,ia_idot_20240820_00_000t_364,NHSN-000-T(364)--2R-00,"Various Locations Statewide, Type B Signing (FY 2025)",TRAFFIC SIGNS,STATEWIDE,VARIOUS ROUTES,"Various Locations Statewide, Type B Signing (FY 2025)",214952
ia_idot_20240820_01_c001_127_project_1,ia_idot_20240820_01_c001_127,FM-C001(127)--55-01,On various routes,HMA JOINT & CRACK SEALING,ADAIR,VARIOUS ROUTES,On various routes,184690
ia_idot_20240820_07_2432_614_project_1,ia_idot_20240820_07_2432_614,STP-U-2432(614)--70-07,"In the city of Evansdale, On Lafayette Rd, from Evans Rd E 1.4 miles to ECL",PCC PAVEMENT - REPLACE,BLACK HAWK,LAFAYETTE ROAD,"In the city of Evansdale, On Lafayette Rd, from Evans Rd E 1.4 miles to ECL",4899064.45
ia_idot_20240820_20_5772_606_project_1,ia_idot_20240820_20_5772_606,BROS-5772(606)--5F-20,"On KANSAS ST, Over S SQUAW CREEK, S15 T72 R26",BRIDGE REPLACEMENT - PPCB,CLARKE,KANSAS STREET,"On KANSAS ST, Over S SQUAW CREEK, S15 T72 R26",868293.75
ia_idot_20240820_21_c021_156_project_1,ia_idot_20240820_21_c021_156,HDP-C021(156)--6B-21,"On B 63, Over LITTLE SIOUX RIVER, S20 T94 R36",BRIDGE REPLACEMENT - PPCB,CLAY,B63,"On B 63, Over LITTLE SIOUX RIVER, S20 T94 R36",3167119.46
ia_idot_20240820_22_0133_049_project_1,ia_idot_20240820_22_0133_049,STPN-013-3(49)--2J-22,0.05 mi E of Empire Rd and 0.2 mi SW of IA 56,REVETMENT,CLAYTON,IOWA 13,0.05 mi E of Empire Rd and 0.2 mi SW of IA 56,129878.25
ia_idot_20240820_23_c023_138_project_1,ia_idot_20240820_23_c023_138,FM-C023(138)--55-23,"On 245th Street and Z-24, from Hwy 30 W 4 miles to DeWitt",FOG SEAL,CLINTON,245TH STREET,"On 245th Street and Z-24, from Hwy 30 W 4 miles to DeWitt",76880.8
ia_idot_20240820_31_c031_121_project_1,ia_idot_20240820_31_c031_121,STP-S-C031(121)--5E-31,"On Old Highway Rd, from Y21 E 4.9 mi to Cousins Road",HMA RESURFACING WITH MILLING,DUBUQUE,OLD HIGHWAY RD,"On Old Highway Rd, from Y21 E 4.9 mi to Cousins Road",2036296.68
ia_idot_20240820_50_c050_146_project_1,ia_idot_20240820_50_c050_146,FM-C050(146)--55-50,"On F 34, from Polk County Line E 1.3 miles to Beginning of PCC",SEAL COAT,JASPER,F34,"On F 34, from Polk County Line E 1.3 miles to Beginning of PCC",105108.06
ia_idot_20240820_50_c050_147_project_1,ia_idot_20240820_50_c050_147,FM-C050(147)--55-50,"On F 70, from Monroe CL W 5.9 miles to S 6 G",SEAL COAT,JASPER,F70,"On F 70, from Monroe CL W 5.9 miles to S 6 G",263944.47
ia_idot_20240820_51_c051_072_project_1,ia_idot_20240820_51_c051_072,BRS-C051(72)--60-51,"On H43 Libertyville RD, Over BIG CEDAR CREEK, S3 T71 R10",BRIDGE AND APPROACHES - PPCB,JEFFERSON,H43,"On H43 Libertyville RD, Over BIG CEDAR CREEK, S3 T71 R10",2065011
ia_idot_20240820_52_2184_048_project_1,ia_idot_20240820_52_2184_048,NHSN-218-4(048)--2R-52,Belgum Grove II Stream Mitigation Site approx 4 mi W of Hills,STREAM MITIGATION,JOHNSON,U.S. 218,Belgum Grove II Stream Mitigation Site approx 4 mi W of Hills,246358.3
ia_idot_20240820_54_0215_505_project_1,ia_idot_20240820_54_0215_505,MB-021-5(505)17--77-54,Coal Creek 5.0 mi N of IA 92,REVETMENT,KEOKUK,IOWA 21,Coal Creek 5.0 mi N of IA 92,270228
ia_idot_20240820_57_1187_825_project_1,ia_idot_20240820_57_1187_825,TAP-U-1187(825)--8I-57,"In the city of Cedar Rapids, Sidewalk: Stoney Pt Rd: N of Underwood to 1st and Crossing F Ave: Jacolyn to Koudsi",PCC SIDEWALK/TRAIL,LINN,TAFT & WEST WILLOW,"In the city of Cedar Rapids, Sidewalk: Stoney Pt Rd: N of Underwood to 1st and Crossing F Ave: Jacolyn to Koudsi",472983.49
ia_idot_20240820_57_3806_358_project_1,ia_idot_20240820_57_3806_358,IM-380-6(360)25--13-57,Boyson Rd Interchange in Hiawatha,TRAFFIC SIGNS,LINN,I-380,Boyson Rd Interchange in Hiawatha,879917
ia_idot_20240820_57_3806_358_project_2,ia_idot_20240820_57_3806_358,IM-380-6(361)25--13-57,Boyson Rd Interchange in Hiawatha,LIGHTING,LINN,I-380,Boyson Rd Interchange in Hiawatha,1432047.16
ia_idot_20240820_57_3806_358_project_3,ia_idot_20240820_57_3806_358,IM-380-6(359)25--13-57,Boyson Rd Interchange in Hiawatha,BRIDGE REPLACEMENT - PPCB,LINN,I-380,Boyson Rd Interchange in Hiawatha,6582244.75
ia_idot_20240820_73_c073_139_project_1,ia_idot_20240820_73_c073_139,HDP-C073(139)--6B-73,"On M 41, Over East Nishnabotna River, S23 T70 R39",BRIDGE REPLACEMENT - PPCB,PAGE,M41,"On M 41, Over East Nishnabotna River, S23 T70 R39",2809420.3
ia_idot_20240820_77_0804_080_project_1,ia_idot_20240820_77_0804_080,IM-080-4(098)138--13-77,NE I-35/80/235 Interchange to W US 65 Interchange,LIGHTING,POLK,I-80,NE I-35/80/235 Interchange to W US 65 Interchange,738474.06
ia_idot_20240820_77_0804_080_project_2,ia_idot_20240820_77_0804_080,IM-080-4(107)138--13-77,NE-35/235 Interchange to W US 65 Interchange (WB),TRAFFIC SIGNS,POLK,I-80,NE-35/235 Interchange to W US 65 Interchange (WB),1292394
ia_idot_20240820_77_0804_080_project_3,ia_idot_20240820_77_0804_080,IM-NHS-080-4(82)139--03-77,Fourmile Creek 1.4 mi E of NE I-35/235 Interchange (WB),BRIDGE REPLACEMENT - PPCB,POLK,I-80,Fourmile Creek 1.4 mi E of NE I-35/235 Interchange (WB),2731230.87
ia_idot_20240820_77_2352_690_project_1,ia_idot_20240820_77_2352_690,IMN-235-2(690)1--0E-77,Valley West Dr Interchange in West Des Moines (EB),STORM SEWER/INTAKES,POLK,I-235,Valley West Dr Interchange in West Des Moines (EB),114016
ia_idot_20240820_94_2690_638_project_1,ia_idot_20240820_94_2690_638,TAP-U-2690(638)--8I-94,"In the city of Fort Dodge, On N 22nd St from approx. 700 LF north of 16th Ave N to 25th Ave N",PCC SIDEWALK/TRAIL,WEBSTER,NORTH 2ND STREET,"In the city of Fort Dodge, On N 22nd St from approx. 700 LF north of 16th Ave N to 25th Ave N",892467.57
ia_idot_20240820_95_4135_605_project_1,ia_idot_20240820_95_4135_605,TAP-R-4135(605)--8T-95,"In the city of Lake Mills, trail along Main St E, from existing trail west to east side of Dollar General",PCC SIDEWALK/TRAIL,WINNEBAGO,MAIN STREET TRAIL,"In the city of Lake Mills, trail along Main St E, from existing trail west to east side of Dollar General",167917.34
ia_idot_20240820_98_c098_085_project_1,ia_idot_20240820_98_c098_085,BROS-C098(85)--5F-98,"On S18, Over STREAM, S3 T98 R22",PIPE CULVERTS,WORTH,S18,"On S18, Over STREAM, S3 T98 R22",408541.7
ia_idot_20240904_09_2188_144_project_1,ia_idot_20240904_09_2188_144,NHSN-218-8(144)--2R-09,At IA 3 Interchange (NB),PPCB REPAIR,BREMER,U.S. 218,At IA 3 Interchange (NB),56000
ia_idot_20240904_30_000t_394_project_1,ia_idot_20240904_30_000t_394,ER-000-T(394)--28-30,Various Routes in Dickinson County,DEBRIS REMOVAL,DICKINSON,VARIOUS ROUTES,Various Routes in Dickinson County,163650
ia_idot_20240904_32_000t_395_project_1,ia_idot_20240904_32_000t_395,ER-000-T(395)--28-32,Various Routes in Emmet County,DEBRIS REMOVAL,EMMET,VARIOUS ROUTES,Various Routes in Emmet County,217250
ia_idot_20240904_77_2352_691_project_1,ia_idot_20240904_77_2352_691,IMN-235-2(691)0--0E-77,EB I-80 over I-235 0.2 mi E of W Jct I-80,STEEL GIRDER REPAIR,POLK,I-235,EB I-80 over I-235 0.2 mi E of W Jct I-80,772899
ia_idot_20240904_82_0615_155_project_1,ia_idot_20240904_82_0615_155,NHSN-061-5(155)--2R-82,LeClaire Rd & Bike Path 4.2 mi N of I-80 (SB),PPCB REPAIR,SCOTT,U.S. 61,LeClaire Rd & Bike Path 4.2 mi N of I-80 (SB),82145.6
ia_idot_20240904_84_000t_393_project_1,ia_idot_20240904_84_000t_393,ER-000-T(393)--28-84,Various Routes in Sioux County,DEBRIS REMOVAL,SIOUX,VARIOUS ROUTES,Various Routes in Sioux County,259750
ia_idot_20240904_85_0305_326_project_1,ia_idot_20240904_85_0305_326,NHSN-030-5(326)--2R-85,At US 69 Interchange in Ames (EB),BRIDGE REPAIR,STORY,U.S. 30,At US 69 Interchange in Ames (EB),240547.3
ia_idot_20240917_07_2312_605_project_1,ia_idot_20240917_07_2312_605,STP-U-2312(605)--70-07,"In the city of Elk Run Heights, On Lafayette Rd & Gilbertville Rd, from WCL east and southeast 0.65 miles to Amber Ln",PCC PAVEMENT - GRADE & REPLACE,BLACK HAWK,LAFAYETTE RD,"In the city of Elk Run Heights, On Lafayette Rd & Gilbertville Rd, from WCL east and southeast 0.65 miles to Amber Ln",2159757.05
ia_idot_20240917_14_0715_080_project_1,ia_idot_20240917_14_0715_080,NHSN-071-5(080)--2R-14,0.2 mi N of 180th St to E Jct IA 175 in Auburn,SEAL COAT,CARROLL,U.S. 71,0.2 mi N of 180th St to E Jct IA 175 in Auburn,1064945.17
ia_idot_20240917_23_1415_637_project_1,ia_idot_20240917_23_1415_637,HDP-1415(637)--71-23,"In the city of Clinton, On MANUFACTURING DR, from US 30 NE 1.6 miles to College Avenue",PCC PAVEMENT - GRADE & REPLACE,CLINTON,MANUFACTURING DR,"In the city of Clinton, On MANUFACTURING DR, from US 30 NE 1.6 miles to College Avenue",15836746.89
ia_idot_20240917_27_0351_190_project_1,ia_idot_20240917_27_0351_190,IMN-035-1(190)0--0E-27,Missouri to Polk Co (On-Call),GUARDRAIL REPAIR,DECATUR,I-35,Missouri to Polk Co (On-Call),100750
ia_idot_20240917_28_c028_102_project_1,ia_idot_20240917_28_c028_102,FM-C028(102)--55-28,"On Old 20 (D22), from Buchanan County Line E 7.246 miles to Manchester WCL",PCC OVERLAY,DELAWARE,D22,"On Old 20 (D22), from Buchanan County Line E 7.246 miles to Manchester WCL",3162449.9
ia_idot_20240917_28_c028_102_project_2,ia_idot_20240917_28_c028_102,FM-C010(122)--55-10,"On D 22, from IA 187 E 2.5 miles to Delaware County",PCC OVERLAY,BUCHANAN,D22,"On D 22, from IA 187 E 2.5 miles to Delaware County",945482.1
ia_idot_20240917_28_c028_104_project_1,ia_idot_20240917_28_c028_104,BROS-C028(104)--5F-28,"On X 21, Over SMALL STREAM, from 240th St S 0.6 miles to Bridge S15 T88 R05",BRIDGE REPLACEMENT - CCS,DELAWARE,X21,"On X 21, Over SMALL STREAM, from 240th St S 0.6 miles to Bridge S15 T88 R05",424348.5
ia_idot_20240917_29_0612_106_project_1,ia_idot_20240917_29_0612_106,NHSX-061-2(108)--3H-29,S of 210th St to N of Mediapolis,LIGHTING,DES MOINES,U.S. 61,S of 210th St to N of Mediapolis,109370
ia_idot_20240917_29_0612_106_project_2,ia_idot_20240917_29_0612_106,NHSX-061-2(107)--3H-29,S of 210th St to N of Mediapolis,TRAFFIC SIGNS,DES MOINES,U.S. 61,S of 210th St to N of Mediapolis,331621.6
ia_idot_20240917_29_0612_106_project_3,ia_idot_20240917_29_0612_106,NHSX-061-2(106)--3H-29,S of 210th St to N of Mediapolis,PCC PAVEMENT - GRADE AND NEW,DES MOINES,U.S. 61,S of 210th St to N of Mediapolis,19829631.65
ia_idot_20240917_36_0021_133_project_1,ia_idot_20240917_36_0021_133,NHSN-002-1(133)--2R-36,Civil Bend Wetland Mitigation Site for the IA 2 OverflowBridges,WETLAND MITIGATION,FREMONT,IOWA 2,Civil Bend Wetland Mitigation Site for the IA 2 OverflowBridges,504333.71
ia_idot_20240917_36_0291_150_project_1,ia_idot_20240917_36_0291_150,IHSIPX-029-1(150)0--08-36,Missouri Border to US 34,PAVEMENT MARKINGS,FREMONT,I-29,Missouri Border to US 34,985623.57
ia_idot_20240917_43_0294_141_project_1,ia_idot_20240917_43_0294_141,IHSIPX-029-4(141)72--08-43,Pottawattamie County to Monona County,PAVEMENT MARKINGS,HARRISON,I-29,Pottawattamie County to Monona County,839020.03
ia_idot_20240917_46_7637_601_project_1,ia_idot_20240917_46_7637_601,STBG-SWAP-7637(601)--FG-46,"In the city of Thor, On DEAN ST, from P66 E 0.3 miles S21 T91 R27",PIPE CULVERTS,HUMBOLDT,DEAN STREET,"In the city of Thor, On DEAN ST, from P66 E 0.3 miles S21 T91 R27",146548
ia_idot_20240917_57_3806_485_project_1,ia_idot_20240917_57_3806_485,IMN-380-6(485)16--0E-57,US 30 Interchange,LIGHTING,LINN,I-380,US 30 Interchange,524788
ia_idot_20240917_78_6801_199_project_1,ia_idot_20240917_78_6801_199,IHSIPX-680-1(199)0--08-78,I-680 from Missouri River to I-29,PAVEMENT MARKINGS,POTTAWATTAMIE,I-680,I-680 from Missouri River to I-29,99976.88
ia_idot_20240917_78_8801_008_project_1,ia_idot_20240917_78_8801_008,IHSIPX-880-1(008)0--08-78,I-880 from I-29 to I-80,PAVEMENT MARKINGS,POTTAWATTAMIE,I-880,I-880 from I-29 to I-80,471837.72
ia_idot_20240917_92_8222_602_project_1,ia_idot_20240917_92_8222_602,BRM-8222(602)--8N-92,"In the city of Wellman, On 9TH AVE, Over SMITH CREEK, S24 T77 R09",BRIDGE REPLACEMENT - CCS,WASHINGTON,9TH AVE,"In the city of Wellman, On 9TH AVE, Over SMITH CREEK, S24 T77 R09",904986.96
ia_idot_20240917_92_c092_125_project_1,ia_idot_20240917_92_c092_125,BROS-C092(125)--8J-92,"On TUPELO BLVD, Over SMALL STREAM, S8 T77 R06",BRIDGE REPLACEMENT - OTHER,WASHINGTON,TUPELO BLVD,"On TUPELO BLVD, Over SMALL STREAM, S8 T77 R06",278674.15
ia_idot_20240924_18_000t_398_project_1,ia_idot_20240924_18_000t_398,ER-000-T(398)--28-18,Various Routes in Cherokee County,DEBRIS REMOVAL,CHEROKEE,IOWA 3,Various Routes in Cherokee County,39850
ia_idot_20240924_21_000t_399_project_1,ia_idot_20240924_21_000t_399,ER-000-T(399)--28-21,Various Routes in Clay County,DEBRIS REMOVAL,CLAY,VARIOUS ROUTES,Various Routes in Clay County,280380
ia_idot_20240924_21_0182_131_project_1,ia_idot_20240924_21_0182_131,BRF-018-2(131)--38-21,Stony Creek 5.3 mi W of W Jct US 71,BRIDGE REPLACEMENT - CCS,CLAY,U.S. 18,Stony Creek 5.3 mi W of W Jct US 71,3387528.86
ia_idot_20240924_23_0309_214_project_1,ia_idot_20240924_23_0309_214,NHSN-030-9(214)--2R-23,UP RR 0.6 mi E of Co Rd Y4E,PIER REPAIR,CLINTON,U.S. 30,UP RR 0.6 mi E of Co Rd Y4E,689671.75
ia_idot_20240924_25_0803_355_project_1,ia_idot_20240924_25_0803_355,IMN-080-3(355)106--0E-25,0.5 mi W of Co Rd P58 (WB),SLIDE REPAIR,DALLAS,I-80,0.5 mi W of Co Rd P58 (WB),269783.05
ia_idot_20240924_31_0209_284_project_1,ia_idot_20240924_31_0209_284,NHSN-020-9(284)--2R-31,Near the Middle Catfish Cr & CC RR Bridge and E of University Ave Ext in Dubuque (EB),STORM SEWER/INTAKES,DUBUQUE,U.S. 20,Near the Middle Catfish Cr & CC RR Bridge and E of University Ave Ext in Dubuque (EB),176856.05
ia_idot_20240924_50_1171_040_project_1,ia_idot_20240924_50_1171_040,STPN-117-1(040)--2J-50,At I-80 Interchange,PPCB REPAIR,JASPER,IOWA 117,At I-80 Interchange,98004
ia_idot_20240924_67_1751_111_project_1,ia_idot_20240924_67_1751_111,ER-175-1(111)--28-67,Little Sioux River 1.5 mi W of IA 37,DEBRIS REMOVAL,MONONA,IOWA 175,Little Sioux River 1.5 mi W of IA 37,18250
ia_idot_20240924_71_000t_400_project_1,ia_idot_20240924_71_000t_400,ER-000-T(400)--28-71,Various Routes in O’Brien County,DEBRIS REMOVAL,OBRIEN,U.S. 18,Various Routes in O’Brien County,135825
ia_idot_20240924_74_000t_402_project_1,ia_idot_20240924_74_000t_402,ER-000-T(402)--28-74,Various Routes in Palo Alto County,DEBRIS REMOVAL,PALO ALTO,VARIOUS ROUTES,Various Routes in Palo Alto County,118500
ia_idot_20240924_77_0654_178_project_1,ia_idot_20240924_77_0654_178,NHSN-065-4(178)--2R-77,NE 27th Ave & Bike Path 3.3 mi S of I-80 (SB),BRIDGE REPAIR,POLK,U.S. 65,NE 27th Ave & Bike Path 3.3 mi S of I-80 (SB),211288.6
ia_idot_20240924_91_0352_503_project_1,ia_idot_20240924_91_0352_503,IMN-035-2(503)47--0E-91,Co Rd G64 3.6 mi N of Co Rd G76,PPCB REPAIR,WARREN,I-35,Co Rd G64 3.6 mi N of Co Rd G76,60140
ia_idot_20240924_97_000t_404_project_1,ia_idot_20240924_97_000t_404,ER-000-T(404)--28-97,Various Routes in Woodbury County,DEBRIS REMOVAL,WOODBURY,VARIOUS ROUTES,Various Routes in Woodbury County,476950
ia_idot_20241008_60_000t_392_a_project_1,ia_idot_20241008_60_000t_392_a,ER-000-T(392)--28-60,Various Routes in Lyon County,DEBRIS REMOVAL,LYON,VARIOUS ROUTES,Various Routes in Lyon County,209750
ia_idot_20241008_72_000t_401_project_1,ia_idot_20241008_72_000t_401,ER-000-T(401)--28-72,Various Routes in Osceola County,DEBRIS REMOVAL,OSCEOLA,VARIOUS LOCATIONS,Various Routes in Osceola County,236100
ia_idot_20241008_75_000t_403_project_1,ia_idot_20241008_75_000t_403,ER-000-T(403)--28-75,Various Routes in Plymouth County,DEBRIS REMOVAL,PLYMOUTH,VARIOUS ROUTES,Various Routes in Plymouth County,331500
ia_idot_20241008_78_0294_146_project_1,ia_idot_20241008_78_0294_146,ER-029-4(146)--06-78,I-680 to I-880,GRANULAR SHOULDERS - REPAIR,POTTAWATTAMIE,I-29,I-680 to I-880,187227.5
ia_idot_20241015_00_000t_123_project_1,ia_idot_20241015_00_000t_123,IMN-000-T(123)0--0E-00,Various Locations in District 1 (On-Call),GUARDRAIL REPAIR,STATEWIDE,VARIOUS LOCATIONS,Various Locations in District 1 (On-Call),639030
ia_idot_20241015_00_000t_359_a_project_1,ia_idot_20241015_00_000t_359_a,HSIPX-000-T(359)--3L-00,Various Counties and Routes in District 3,MILLED RUMBLE STRIPS,STATEWIDE,VARIOUS ROUTES,Various Counties and Routes in District 3,2370461.14
ia_idot_20241015_00_000t_365_project_1,ia_idot_20241015_00_000t_365,NHSN-000-T(365)--2R-00,"Various Locations Statewide, Type B Signing (FY 2025)",TRAFFIC SIGNS,STATEWIDE,VARIOUS LOCATIONS,"Various Locations Statewide, Type B Signing (FY 2025)",105016.25
ia_idot_20241015_01_0923_042_project_1,ia_idot_20241015_01_0923_042,BRFN-092-3(42)--39-01,Grand River 1.0 mi W of Co Rd P28,BRIDGE DECK OVERLAY,ADAIR,IOWA 92,Grand River 1.0 mi W of Co Rd P28,608174.2
ia_idot_20241015_06_3807_127_project_1,ia_idot_20241015_06_3807_127,IMX-380-7(127)44--02-06,IA 150 to Co Rd D48 (NB/SB),HMA RESURFACING,BENTON,I-380,IA 150 to Co Rd D48 (NB/SB),8220026.99
ia_idot_20241015_06_3807_127_project_2,ia_idot_20241015_06_3807_127,IMN-380-7(132)44--0E-06,IA 150 Interchange (NB),BRIDGE DECK OVERLAY,BENTON,I-380,IA 150 Interchange (NB),870054.19
ia_idot_20241015_06_3807_127_project_3,ia_idot_20241015_06_3807_127,IMX-380-7(128)50--02-10,Co Rd D48 to Black Hawk Co (NB/SB),HMA RESURFACING,BUCHANAN,I-380,Co Rd D48 to Black Hawk Co (NB/SB),8064568.11
ia_idot_20241015_09_0032_708_project_1,ia_idot_20241015_09_0032_708,MP-056-2(701)22--76-22,From near WCL of Elkader to Jct IA 13,HMA CRACK FILLING,CLAYTON,IOWA 56,From near WCL of Elkader to Jct IA 13,37980.4
ia_idot_20241015_09_0032_708_project_2,ia_idot_20241015_09_0032_708,MP-024-2(703)16--76-96,From Co Rd V68 in Jackson Junction to WCL of Calmar,HMA CRACK FILLING,WINNESHIEK,IOWA 24,From Co Rd V68 in Jackson Junction to WCL of Calmar,117744.06
ia_idot_20241015_09_0032_708_project_3,ia_idot_20241015_09_0032_708,MP-018-2(713)238--76-19,From near S Jct US 63 to Odessa Avenue,HMA CRACK FILLING,CHICKASAW,U.S. 18,From near S Jct US 63 to Odessa Avenue,32755.59
ia_idot_20241015_13_1755_034_project_1,ia_idot_20241015_13_1755_034,BRFN-175-5(33)--39-13,Prairie Creek 3.0 mi E of Co Rd N28,BRIDGE DECK OVERLAY,CALHOUN,IOWA 175,Prairie Creek 3.0 mi E of Co Rd N28,609288.16
ia_idot_20241015_13_1755_034_project_2,ia_idot_20241015_13_1755_034,BRFN-175-5(34)--39-13,Lake Creek 2.0 mi W of Co Rd N37,BRIDGE DECK OVERLAY,CALHOUN,IOWA 175,Lake Creek 2.0 mi W of Co Rd N37,691027.09
ia_idot_20241015_14_0302_172_project_1,ia_idot_20241015_14_0302_172,BRF-030-2(172)--38-14,Storm Creek 2.5 mi W of Co Rd N41,BRIDGE REPLACEMENT - CCS,CARROLL,U.S. 30,Storm Creek 2.5 mi W of Co Rd N41,2755490.95
ia_idot_20241015_16_0308_051_project_1,ia_idot_20241015_16_0308_051,NHSX-030-8(51)--3H-16,W of Charles Ave E of Lisbon to WCL Stanwood,HMA RESURFACING/COLD IN-PLACE RECYCLING,CEDAR,U.S. 30,W of Charles Ave E of Lisbon to WCL Stanwood,4041124.27
ia_idot_20241015_16_0382_051_project_1,ia_idot_20241015_16_0382_051,HSIPX-038-2(052)--3L-16,I-80 to NCL Tipton,HMA PAVED SHOULDER - NEW,CEDAR,IOWA 38,I-80 to NCL Tipton,1270362.21
ia_idot_20241015_16_0382_051_project_2,ia_idot_20241015_16_0382_051,STP-038-2(051)--2C-16,I-80 to NCL Tipton,HMA RESURFACING,CEDAR,IOWA 38,I-80 to NCL Tipton,4935220.63
