project_id,project_name,agency_owner,state,county_region,work_type,estimate_let_date,source_id,project_number,project_location_raw,contractor,district,terrain,bid_count,awarded_bid_total,award_index
cdot_2024q4_nhpp0852_110,US85(SANTA FE DR.):FLORIDA TO,CDOT,CO,Colorado / CDOT District 6,Roadway,2024-12-19,cdot_cost_data_book_2024_q4,NHPP0852-110,NHPP0852-110 US85(SANTA FE DR.):FLORIDA TO,"BRANNAN SAND AND GRAVEL, LLC",6,U,6,3298573.72,98.05
cdot_2024q4_nhpp1602_165,US 160 PAGOSA RECONSTRUCT,CDOT,CO,Colorado / CDOT District 5,Roadway,2024-11-07,cdot_cost_data_book_2024_q4,NHPP1602-165,NHPP1602-165 US 160 PAGOSA RECONSTRUCT,W.W. CLYDE & CO.,5,U,3,24625000.00,111.54
cdot_2024q4_nhpp1602_187,US 160 TREASURE FALLS TO WC SU,CDOT,CO,Colorado / CDOT District 5,Roadway,2024-10-24,cdot_cost_data_book_2024_q4,NHPP1602-187,NHPP1602-187 US 160 TREASURE FALLS TO WC SU,"Kilgore Companies, LLC dba Elam Construc",5,M,2,12661159.85,95.33
cdot_2024q4_nhpp1603_036,US 160 FT GARLAND SAFETY MITIG,CDOT,CO,Colorado / CDOT District 5,Roadway,2024-11-21,cdot_cost_data_book_2024_q4,NHPP1603-036,NHPP1603-036 US 160 FT GARLAND SAFETY MITIG,"Capital Paving & Construction, LLC",5,M,7,11153847.90,61.56
cdot_2024q4_nhpp2706_052,I-270 YORK BRIDGE PREVENTATIVE,CDOT,CO,Colorado / CDOT District 6,Roadway,2024-09-26,cdot_cost_data_book_2024_q4,NHPP2706-052,NHPP2706-052 I-270 YORK BRIDGE PREVENTATIVE,"STRUCTURES, INC.",6,U,5,784132.96,78.41
cdot_2024q4_nhpp2852_025,US 285B MP 116-126.5 & US 550B,CDOT,CO,Colorado / CDOT District 5,Roadway,2024-03-14,cdot_cost_data_book_2024_q4,NHPP2852-025,NHPP2852-025 US 285B MP 116-126.5 & US 550B,"Myers & Sons Construction, LLC",5,M,3,1548999.00,72.57
cdot_2024q4_nhppr100_367,VARIOUS LOCATIONS IN R1 (HWY 1,CDOT,CO,Colorado / CDOT District 1,Roadway,2024-02-01,cdot_cost_data_book_2024_q4,NHPPR100-367,NHPPR100-367 VARIOUS LOCATIONS IN R1 (HWY 1,"EDGE CONTRACTING, INC.",1,M,5,670297.00,60.94
cdot_2024q4_nhppr100_419,I-76 DAHLIA BRIDGE,CDOT,CO,Colorado / CDOT District 6,Roadway,2024-05-14,cdot_cost_data_book_2024_q4,NHPPR100-419,NHPPR100-419 I-76 DAHLIA BRIDGE,"KRAEMER NORTH AMERICA, LLC",6,U,3,1173560.00,136.46
cdot_2024q4_pwq1211_105,12TH AND WADSWORTH SE QUADRANT,CDOT,CO,Colorado / CDOT District 1,Roadway,2024-11-21,cdot_cost_data_book_2024_q4,PWQ1211-105,PWQ1211-105 12TH AND WADSWORTH SE QUADRANT,HCG Construction,1,R,2,535000.00,107.21
cdot_2024q4_she0361_128,US 36 GUARDRAIL MP 12.9 TO 16.,CDOT,CO,Colorado / CDOT District 4,Roadway,2024-07-11,cdot_cost_data_book_2024_q4,SHE0361-128,SHE0361-128 US 36 GUARDRAIL MP 12.9 TO 16.,RDZ Build,4,M,3,1716817.00,97.00
cdot_2024q4_srpsw03_069,"CR U CR 31, BRUSH, MORGAN COUN",CDOT,CO,Colorado / CDOT District 4,Roadway,2024-11-21,cdot_cost_data_book_2024_q4,SRPSW03-069,"SRPSW03-069 CR U CR 31, BRUSH, MORGAN COUN",AB Underground,4,P,2,1016440.85,86.27
cdot_2024q4_sta0061_089,US 6 EAST OF HOLYOKE,CDOT,CO,Colorado / CDOT District 4,Roadway,2024-11-07,cdot_cost_data_book_2024_q4,STA0061-089,STA0061-089 US 6 EAST OF HOLYOKE,MCATEE CONSTRUCTION CO.,4,P,2,9844371.10,89.47
cdot_2024q4_sta0141_029,SH 14B CAMERON PASS EAST,CDOT,CO,Colorado / CDOT District 4,Roadway,2024-01-04,cdot_cost_data_book_2024_q4,STA0141-029,STA0141-029 SH 14B CAMERON PASS EAST,"OLDCASTLE SW GROUP, INC.",4,M,4,12879789.35,134.21
cdot_2024q4_sta0242_096,"US24 TROUT CREEK, 67D@24A, ASP",CDOT,CO,Colorado / CDOT District 2,Roadway,2024-01-11,cdot_cost_data_book_2024_q4,STA0242-096,"STA0242-096 US24 TROUT CREEK, 67D@24A, ASP","ARROW ELECTRIC SERVICE, INC.",2,R,5,1646566.34,96.66
cdot_2024q4_sta0853_087,US 85 FROM 5TH ST. TO O ST. IN,CDOT,CO,Colorado / CDOT District 4,Roadway,2024-12-19,cdot_cost_data_book_2024_q4,STA0853-087,STA0853-087 US 85 FROM 5TH ST. TO O ST. IN,"TLM CONSTRUCTORS, INC.",4,R,6,5282791.00,108.92
cdot_2024q4_sta119a_077,CO 119 (MM 44.237-55.5),CDOT,CO,Colorado / CDOT District 4,Roadway,2024-08-09,cdot_cost_data_book_2024_q4,STA119A-077,STA119A-077 CO 119 (MM 44.237-55.5),"KRAEMER NORTH AMERICA, LLC",4,U,1,72367207.93,100.00
cdot_2024q4_sta2873_229,US 287 MP 354.71 TO MP 355.70,CDOT,CO,Colorado / CDOT District 4,Roadway,2024-09-12,cdot_cost_data_book_2024_q4,STA2873-229,STA2873-229 US 287 MP 354.71 TO MP 355.70,MARTIN MARIETTA MATERIALS,4,R,4,1764960.50,88.50
cdot_2024q4_ste_0402_095,US 40 PASSING LANES MP 172.6,CDOT,CO,Colorado / CDOT District 3,Roadway,2024-03-07,cdot_cost_data_book_2024_q4,STE 0402-095,STE 0402-095 US 40 PASSING LANES MP 172.6,"Capital Paving & Construction, LLC",3,M,5,5441723.08,103.42
cdot_2024q4_stm021a_008,INTERSECTION OF SH21 AND AIRPO,CDOT,CO,Colorado / CDOT District 2,Roadway,2024-04-11,cdot_cost_data_book_2024_q4,STM021A-008,STM021A-008 INTERSECTION OF SH21 AND AIRPO,W.W. CLYDE & CO.,2,R,8,45965236.00,117.86
cdot_2024q4_stm0242_099,US 24 FROM @ LAKE GEORGE TO WO,CDOT,CO,Colorado / CDOT District 2,Roadway,2024-12-19,cdot_cost_data_book_2024_q4,STM0242-099,STM0242-099 US 24 FROM @ LAKE GEORGE TO WO,MARTIN MARIETTA MATERIALS,2,M,3,12120993.88,110.19
cdot_2024q4_stm0403_070,MP226.5 - MP 233.0 GRAND COUNT,CDOT,CO,Colorado / CDOT District 3,Roadway,2024-12-12,cdot_cost_data_book_2024_q4,STM0403-070,STM0403-070 MP226.5 - MP 233.0 GRAND COUNT,"OLDCASTLE SW GROUP, INC.",3,M,3,4822880.50,73.09
cdot_2024q4_stm059a_039,CO59 (MP 0.05-9.05),CDOT,CO,Colorado / CDOT District 4,Roadway,2024-10-10,cdot_cost_data_book_2024_q4,STM059A-039,STM059A-039 CO59 (MP 0.05-9.05),"Concrete Concepts Design Inc,",4,P,3,4877179.80,106.03
cdot_2024q4_stm063a_017,CO 63 AKRON NORTH AND SOUTH (M,CDOT,CO,Colorado / CDOT District 4,Roadway,2024-10-24,cdot_cost_data_book_2024_q4,STM063A-017,STM063A-017 CO 63 AKRON NORTH AND SOUTH (M,MCATEE CONSTRUCTION CO.,4,P,3,7902793.10,87.63
cdot_2024q4_stm067a_049,SH 67 - MP 76.92 TO MP 78.20,CDOT,CO,Colorado / CDOT District 2,Roadway,2024-12-19,cdot_cost_data_book_2024_q4,STM067A-049,STM067A-049 SH 67 - MP 76.92 TO MP 78.20,"Capital Paving & Construction, LLC",2,M,3,7239314.94,79.55
cdot_2024q4_stm1151_041,SH 115A - M.P. 46 TO M.P. 47.4,CDOT,CO,Colorado / CDOT District 2,Roadway,2024-10-31,cdot_cost_data_book_2024_q4,STM1151-041,STM1151-041 SH 115A - M.P. 46 TO M.P. 47.4,EDW. C. LEVY CO.,2,R,4,10390462.32,89.90
cdot_2024q4_str0211_029,"SH21A MP136.5, EAST OF GRINNEL",CDOT,CO,Colorado / CDOT District 2,Roadway,2024-12-09,cdot_cost_data_book_2024_q4,STR0211-029,"STR0211-029 SH21A MP136.5, EAST OF GRINNEL",Native Sun Materials Inc,2,U,2,1645388.86,109.69
cdot_2024q4_str0241_067,US 24 SOUTH OF MINTURN,CDOT,CO,Colorado / CDOT District 3,Roadway,2024-01-04,cdot_cost_data_book_2024_q4,STR0241-067,STR0241-067 US 24 SOUTH OF MINTURN,"OLDCASTLE SW GROUP, INC.",3,M,3,11244775.20,105.74
cdot_2024q4_str065a_026,SH 65 ORCHARD CITY S. MP 0-6.5,CDOT,CO,Colorado / CDOT District 3,Roadway,2024-09-12,cdot_cost_data_book_2024_q4,STR065A-026,STR065A-026 SH 65 ORCHARD CITY S. MP 0-6.5,"OLDCASTLE SW GROUP, INC.",3,R,2,4408676.50,72.41
cdot_2024q4_str0711_023,SH71C BETWEEN ROCKY FORD AND O,CDOT,CO,Colorado / CDOT District 2,Roadway,2024-10-10,cdot_cost_data_book_2024_q4,STR0711-023,STR0711-023 SH71C BETWEEN ROCKY FORD AND O,"Concrete Concepts Design Inc,",2,P,6,2321547.11,66.33
cdot_2024q4_str092a_029,SH92 Rogers Mesa Reconstruct P,CDOT,CO,Colorado / CDOT District 3,Roadway,2024-10-24,cdot_cost_data_book_2024_q4,STR092A-029,STR092A-029 SH92 Rogers Mesa Reconstruct P,"OLDCASTLE SW GROUP, INC.",3,R,1,12263410.53,107.88
cdot_2024q4_str1121_006,SH 112 BETWEEN DEL NORTE (US 1,CDOT,CO,Colorado / CDOT District 5,Roadway,2024-11-21,cdot_cost_data_book_2024_q4,STR1121-006,STR1121-006 SH 112 BETWEEN DEL NORTE (US 1,"OLDCASTLE SW GROUP, INC.",5,P,2,12655931.75,93.94
cdot_2024q4_str133a_056,SH 133A MM 42.0-66.5,CDOT,CO,Colorado,Roadway,2024-12-12,cdot_cost_data_book_2024_q4,STR133A-056,STR133A-056 SH 133A MM 42.0-66.5,"OLDCASTLE SW GROUP, INC.",,,2,2861920.65,88.49
cdot_2024q4_str1604_016,"US 160C, MP 423-451, IN LAS AN",CDOT,CO,Colorado / CDOT District 2,Roadway,2024-01-18,cdot_cost_data_book_2024_q4,STR1604-016,"STR1604-016 US 160C, MP 423-451, IN LAS AN","OLDCASTLE SW GROUP, INC.",2,P,3,10791598.34,87.74
cdot_2024q4_strm175_040,FREMONT COUNTY IN R2,CDOT,CO,Colorado / CDOT District 2,Roadway,2024-10-10,cdot_cost_data_book_2024_q4,STRM175-040,STRM175-040 FREMONT COUNTY IN R2,"AMERICAN WEST CONSTRUCTION, LLC",2,R,5,423380.00,70.56
cdot_2024q4_strr200_290,"US 50B, CO 101A, CO 116, US 16",CDOT,CO,Colorado / CDOT District 2,Roadway,2024-02-29,cdot_cost_data_book_2024_q4,STRR200-290,"STRR200-290 US 50B, CO 101A, CO 116, US 16","Myers & Sons Construction, LLC",2,P,6,1520811.25,98.97
