bid_tab_item_id,source_item_code,source_item_description,unit_normalized,candidate_agency_item_code,candidate_description,candidate_unit,candidate_count,suggestion_status
fhu_lincoln_jordan_20250218_row_0141,604-19310,INLET TYPE R L 15 (10 FOOT),EACH,604-19310,Inlet Type R L 15 (10 Foot),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0145,604-30005,MANHOLE SLAB BASE (5 FOOT),EACH,604-30005,Manhole Slab Base (5 Foot),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0146,604-30010,MANHOLE SLAB BASE (10 FOOT),EACH,604-30010,Manhole Slab Base (10 Foot),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0147,604-30015,MANHOLE SLAB BASE (15 FOOT),EACH,604-30015,Manhole Slab Base (15 Foot),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0150,606-01370,TRANSITION TYPE 3G,EACH,606-01370,Transition Type 3G,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0151,606-01380,TRANSITION TYPE 3H,EACH,606-01380,Transition Type 3H,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0152,606-01460,MEDIAN TERMINAL,EACH,606-01460,Median Terminal,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0153,606-02003,END ANCHORAGE (NONFLARED),EACH,606-02003,End Anchorage (Nonflared),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0154,606-01407,TRANSITION TYPE BR9-GR3,EACH,606-01407,Transition Type BR9-GR3,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0158,608-00006,CONCRETE SIDEWALK (6 INCH),SY,608-00006,Concrete Sidewalk (6 Inch),SY,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0159,608-00010,CONCRETE CURB RAMP,SY,608-00010,Concrete Curb Ramp,SY,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0166,612-00001,DELINEATOR (TYPE I),EACH,612-00001,Delineator (Type I),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0167,612-00003,DELINEATOR (TYPE III),EACH,612-00003,Delineator (Type III),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0173,613-07004,TYPE FOUR PULL BOX,EACH,613-07004,Type Four Pull Box,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0174,613-07005,TYPE FIVE PULL BOX,EACH,613-07005,Type Five Pull Box,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0175,613-07010,PULL BOX (SURFACE MOUNTED),EACH,613-07010,Pull Box (Surface Mounted),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0176,613-07023,"PULL BOX (24""x36""X24"")",EACH,613-07023,"Pull Box (24""x36""x24"")",EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0177,613-07026,"PULL BOX (16""x24""x12"")",EACH,613-07026,"Pull Box (16""x24""x12"")",EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0178,613-07040,"PULL BOX (30""x48""x24"")",EACH,613-07040,"Pull Box (30""x48""x24"")",EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0179,613-10000,WIRING,L S,613-10000,Wiring,L S,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0181,613-16010,LIGHT STANDARD AND LUMINAIRE (DECORATIVE),EACH,613-16010,Light Standard and Luminaire (Decorative),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0182,613-40010,LIGHT STANDARD FOUNDATION,EACH,613-40010,Light Standard Foundation,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0183,613-50109,METER POWER PEDESTAL,EACH,613-50109,Meter Power Pedestal,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0187,614-10130,ILLUMINATED SIGN,EACH,614-10130,Illuminated Sign,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0188,614-10160,SIGNAL HEAD BACKPLATES,EACH,614-10160,Signal Head Backplates,EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0189,614-70150,PEDESTRIAN SIGNAL FACE (16)(COUNTDOWN),EACH,614-70150,Pedestrian Signal Face (16) (Countdown),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0190,614-70336,TRAFFIC SIGNAL FACE(12-12-12),EACH,614-70336,Traffic Signal Face (12-12-12),EACH,1,single_exact_description_unit_candidate
fhu_lincoln_jordan_20250218_row_0191,614-70548,TRAFFIC SIGNAL FACE(12-12-12-12),EACH,614-70448,Traffic Signal Face (12-12-12-12),EACH,1,single_exact_description_unit_candidate
