bid_tab_item_id,project_id,source_id,source_file,sheet_name,workbook_row,project_number,source_item_number,source_item_code,source_item_code_system,source_spec_raw,source_item_description,item_code,item_description,unit_raw,unit_normalized,quantity,engineer_estimate_unit_price,average_bid_unit_price,matched_agency_item_code,match_status,date_basis
fhu_arapahoe_big_dry_creek_20210924_row_0045,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,45,IFB 21-09-02,,208-00521,CDOT,208-00521,TEMPORARY STREAM CROSSING,208-00521,TEMPORARY STREAM CROSSING,EACH,EACH,1.00,30000.00,32141.77,208-00521,matched,2021-09-24
fhu_arapahoe_big_dry_creek_20210924_row_0046,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,46,IFB 21-09-02,,210-00001,CDOT,210-00001,RESET STRUCTURE,210-00001,RESET STRUCTURE,EACH,EACH,1.00,5000.00,20259.22,210-00001,matched,2021-09-24
fhu_arapahoe_big_dry_creek_20210924_row_0047,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,47,IFB 21-09-02,,210-00065,CDOT,210-00065,RESET MONUMENT (TYPE 3A),210-00065,RESET MONUMENT (TYPE 3A),EACH,EACH,3.00,750.00,1000.52,210-00065,matched,2021-09-24
fhu_arapahoe_big_dry_creek_20210924_row_0048,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,48,IFB 21-09-02,,210-00810,CDOT,210-00810,RESET GROUND SIGN,210-00810,RESET GROUND SIGN,EACH,EACH,4.00,250.00,393.42,210-00810,matched,2021-09-24
fhu_arapahoe_big_dry_creek_20210924_row_0049,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,49,IFB 21-09-02,,210-02006,CDOT,210-02006,RELAY PIPE (6 INCH),210-02006,RELAY PIPE (6 INCH),LF,LF,17.00,50.00,42.72,210-02006,matched,2021-09-24
fhu_arapahoe_big_dry_creek_20210924_row_0050,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,50,IFB 21-09-02,,210-02900,CDOT,210-02900,RELAY RIPRAP,210-02900,RELAY RIPRAP,CY,CY,40.00,100.00,42.21,210-02900,matched,2021-09-24
fhu_arapahoe_big_dry_creek_20210924_row_0051,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,51,IFB 21-09-02,,210-04010,CDOT,210-04010,ADJUST MANHOLE,210-04010,ADJUST MANHOLE,EACH,EACH,4.00,450.00,1163.29,210-04010,matched,2021-09-24
fhu_arapahoe_big_dry_creek_20210924_row_0052,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,52,IFB 21-09-02,,210-04015,CDOT,210-04015,MODIFY MANHOLE,210-04015,MODIFY MANHOLE,EACH,EACH,2.00,5000.00,3791.41,210-04015,matched,2021-09-24
fhu_arapahoe_big_dry_creek_20210924_row_0053,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,53,IFB 21-09-02,,210-04050,CDOT,210-04050,ADJUST VALVE BOX,210-04050,ADJUST VALVE BOX,EACH,EACH,8.00,750.00,486.37,210-04050,matched,2021-09-24
fhu_arapahoe_big_dry_creek_20210924_row_0054,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24,2021 09 21 Bids Arapahoe Road over Big Dry Creek_BID FORM.xlsx,Bid Form,54,IFB 21-09-02,,211-03005,CDOT,211-03005,DEWATERING,211-03005,DEWATERING,LS,L S,1.00,30000.00,82591.24,211-03005,matched,2021-09-24
