project_id,project_name,agency_owner,state,county_region,work_type,estimate_let_date,source_id,project_number,project_location_raw,contractor,district,terrain,bid_count,awarded_bid_total,award_index
cdot_2023q4_er0703_524,"STRUCTURE F-13-P, EB I-70 EXIT",CDOT,CO,Colorado / CDOT District 1,Roadway,2023-03-31,cdot_cost_data_book_2023_q4,ER0703-524,"ER0703-524 STRUCTURE F-13-P, EB I-70 EXIT","STRUCTURES, INC.",1,M,3,837006.00,100.00
cdot_2023q4_er4701_140,SH 470 AND PLATTE CANYON ROAD,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-04-17,cdot_cost_data_book_2023_q4,ER4701-140,ER4701-140 SH 470 AND PLATTE CANYON ROAD,"KRAEMER NORTH AMERICA, LLC",1,U,1,145553.23,157.67
cdot_2023q4_er4701_142,SH 470 OVER I-70 WB EMERGENCY,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-12-28,cdot_cost_data_book_2023_q4,ER4701-142,ER4701-142 SH 470 OVER I-70 WB EMERGENCY,LAWRENCE CONSTRUCTION CO.,1,R,3,937989.00,110.35
cdot_2023q4_fbr061a_003,CO 61 NORTH OF OTIS (MP 3.208-,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-04-14,cdot_cost_data_book_2023_q4,FBR061A-003,FBR061A-003 CO 61 NORTH OF OTIS (MP 3.208-,LAWRENCE CONSTRUCTION CO.,4,P,1,4185920.67,102.25
cdot_2023q4_fbr151a_012,SH 151 MP 28.15 SOUTH OF CHIMN,CDOT,CO,Colorado / CDOT District 5,Roadway,2023-08-11,cdot_cost_data_book_2023_q4,FBR151A-012,FBR151A-012 SH 151 MP 28.15 SOUTH OF CHIMN,"AMERICAN WEST CONSTRUCTION, LLC",5,R,1,3147379.00,118.27
cdot_2023q4_fsa025a_051,MONUMENT,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-11-16,cdot_cost_data_book_2023_q4,FSA025A-051,FSA025A-051 MONUMENT,Native Sun Materials Inc,2,U,4,3897678.07,118.11
cdot_2023q4_fsa050a_032,US50/SH115 INTERSECTION SW OFF,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-10-19,cdot_cost_data_book_2023_q4,FSA050A-032,FSA050A-032 US50/SH115 INTERSECTION SW OFF,"Concrete Concepts Design Inc,",2,R,3,2927948.35,122.00
cdot_2023q4_fsa0703_476,EB I-70; MP 257. MT. VERNON EM,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-09-21,cdot_cost_data_book_2023_q4,FSA0703-476,FSA0703-476 EB I-70; MP 257. MT. VERNON EM,"STRUCTURES, INC.",1,M,2,14948063.04,111.09
cdot_2023q4_fsa0761_240,I-76 CABLE RAIL MP 72-91,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-05-25,cdot_cost_data_book_2023_q4,FSA0761-240,FSA0761-240 I-76 CABLE RAIL MP 72-91,"IHC Scott, Inc.",4,P,3,7525598.82,90.23
cdot_2023q4_fsa0852_125,AT THE INTERSECTION OF US-85 A,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-06-22,cdot_cost_data_book_2023_q4,FSA0852-125,FSA0852-125 AT THE INTERSECTION OF US-85 A,"MORTON ELECTRIC, INC.",1,R,2,1141961.90,95.16
cdot_2023q4_fsa0853_123,US 85 AND WCR 66 LEFT TURN ACC,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-01-26,cdot_cost_data_book_2023_q4,FSA0853-123,FSA0853-123 US 85 AND WCR 66 LEFT TURN ACC,COULSON EXCAVATING COMPANY,4,P,6,1223303.25,101.94
cdot_2023q4_fsa392a_021,CO 392B MP 109.26 TO 121.59,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-08-17,cdot_cost_data_book_2023_q4,FSA392A-021,FSA392A-021 CO 392B MP 109.26 TO 121.59,"MOUNTAIN CONSTRUCTORS, INC.",4,P,2,517741.00,147.47
cdot_2023q4_fsac020_051,US50&CO231 PUEBLO COUNTY,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-07-06,cdot_cost_data_book_2023_q4,FSAC020-051,FSAC020-051 US50&CO231 PUEBLO COUNTY,"MORTON ELECTRIC, INC.",2,R,4,1291761.85,129.18
cdot_2023q4_im0251_357,"COLORADO CITY, PUEBLO COUNTY",CDOT,CO,Colorado / CDOT District 2,Roadway,2023-12-07,cdot_cost_data_book_2023_q4,IM0251-357,"IM0251-357 COLORADO CITY, PUEBLO COUNTY",MARTIN MARIETTA MATERIALS,2,R,3,21867076.31,84.10
cdot_2023q4_im0251_362,I-25A PUEBLO MP 92-102.6,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-12-21,cdot_cost_data_book_2023_q4,IM0251-362,IM0251-362 I-25A PUEBLO MP 92-102.6,MARTIN MARIETTA MATERIALS,2,U,4,15810821.36,95.82
cdot_2023q4_im0252_497,I-25 MP119.3 TO MP124.2,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-12-14,cdot_cost_data_book_2023_q4,IM0252-497,IM0252-497 I-25 MP119.3 TO MP124.2,MARTIN MARIETTA MATERIALS,2,U,4,9459567.99,113.97
cdot_2023q4_its070a_041,I-70 (GRAND JUNCTION TO GLENWO,CDOT,CO,Colorado / CDOT District 0,Roadway,2023-09-14,cdot_cost_data_book_2023_q4,ITS070A-041,ITS070A-041 I-70 (GRAND JUNCTION TO GLENWO,"PAONIA, INC",0,R,3,2515075.00,80.73
cdot_2023q4_mtce_0704_259,I70 ARAPAHOE COUNTY MP 305-325,CDOT,CO,Colorado / CDOT District 6,Roadway,2023-11-09,cdot_cost_data_book_2023_q4,MTCE 0704-259,MTCE 0704-259 I70 ARAPAHOE COUNTY MP 305-325,"RALPH L. WADSWORTH CONSTRUCTION CO., LLC",6,P,5,1388960.34,78.69
cdot_2023q4_mtce0702_432,I70 SUMMIT COUNTY VAIL PASS RE,CDOT,CO,Colorado / CDOT District 6,Roadway,2023-07-27,cdot_cost_data_book_2023_q4,MTCE0702-432,MTCE0702-432 I70 SUMMIT COUNTY VAIL PASS RE,"Kilgore Companies, LLC dba Elam Construc",6,M,2,2887896.79,83.46
cdot_2023q4_mtce072a_050,SH72B BOULDER COUNTY NORTH OF,CDOT,CO,Colorado / CDOT District 6,Roadway,2023-11-30,cdot_cost_data_book_2023_q4,MTCE072A-050,MTCE072A-050 SH72B BOULDER COUNTY NORTH OF,A-1 CHIPSEAL COMPANY,6,M,1,1348751.90,83.26
cdot_2023q4_mtce1191_042,SH119 AT SH52 (MINERAL ROAD),CDOT,CO,Colorado / CDOT District 4,Roadway,2023-10-05,cdot_cost_data_book_2023_q4,MTCE1191-042,MTCE1191-042 SH119 AT SH52 (MINERAL ROAD),"KRAEMER NORTH AMERICA, LLC",4,P,2,145265.11,84.46
cdot_2023q4_mtcer200_285,PUEBLO PROGRAM AREA,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-08-10,cdot_cost_data_book_2023_q4,MTCER200-285,MTCER200-285 PUEBLO PROGRAM AREA,"WORK ZONE TRAFFIC CONTROL, LLC",2,P,2,1222402.00,122.08
cdot_2023q4_mtcer200_286,R2 VARIOUS HIGHWAYS AND COUNTI,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-10-19,cdot_cost_data_book_2023_q4,MTCER200-286,MTCER200-286 R2 VARIOUS HIGHWAYS AND COUNTI,"ROADSAFE TRAFFIC SYSTEMS, INC",2,R,1,4074430.23,97.01
cdot_2023q4_mtcer300_274,REGION 3 STENCILS ON HWY 82 AN,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-07-20,cdot_cost_data_book_2023_q4,MTCER300-274,MTCER300-274 REGION 3 STENCILS ON HWY 82 AN,AMERICAN STRIPING COMPANY LLC,3,M,2,438107.00,64.40
cdot_2023q4_mtcer300_276,"I-70 MM 116-207, US 6F MM 208.",CDOT,CO,Colorado / CDOT District 3,Roadway,2023-03-16,cdot_cost_data_book_2023_q4,MTCER300-276,"MTCER300-276 I-70 MM 116-207, US 6F MM 208.","ROADSAFE TRAFFIC SYSTEMS, INC",3,M,2,2546291.82,87.23
cdot_2023q4_mtcer400_403,REGION 4,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-06-15,cdot_cost_data_book_2023_q4,MTCER400-403,MTCER400-403 REGION 4,"STREAMLINE MARKINGS, INC",4,R,3,3295983.80,96.12
cdot_2023q4_mtcer400_405,VARIOUS ACROSS R4 SE,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-12-14,cdot_cost_data_book_2023_q4,MTCER400-405,MTCER400-405 VARIOUS ACROSS R4 SE,"ROADSAFE TRAFFIC SYSTEMS, INC",4,R,2,1066564.50,91.74
cdot_2023q4_mtcer500_221,REGION 5,CDOT,CO,Colorado / CDOT District 5,Roadway,2023-01-05,cdot_cost_data_book_2023_q4,MTCER500-221,MTCER500-221 REGION 5,"Straight Stripe Painting, Inc.",5,R,2,2089265.00,107.41
cdot_2023q4_nh0361_121,US 34/36 RESURFACING ESTES PA,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-12-07,cdot_cost_data_book_2023_q4,NH0361-121,NH0361-121 US 34/36 RESURFACING ESTES PA,MCATEE CONSTRUCTION CO.,4,M,3,6056197.46,105.92
cdot_2023q4_nh0501_074,US50A RESURFACING COALDALE TO,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-12-07,cdot_cost_data_book_2023_q4,NH0501-074,NH0501-074 US50A RESURFACING COALDALE TO,A and S CONSTRUCTION CO.,2,M,2,15506616.60,129.22
cdot_2023q4_nh050a_030,US 50B DRAINAGE IMPROVEMENTS I,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-08-31,cdot_cost_data_book_2023_q4,NH050A-030,NH050A-030 US 50B DRAINAGE IMPROVEMENTS I,"HABITAT CONSTRUCTION, LLC",2,P,7,1747562.65,97.09
cdot_2023q4_nhm240_213,US24 MP 300-303.84 EL PASO COU,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-07-06,cdot_cost_data_book_2023_q4,NHM240-213,NHM240-213 US24 MP 300-303.84 EL PASO COU,RDZ Build,2,U,2,1105958.30,110.60
cdot_2023q4_nhpp_0705_089,I-70 PKG: Bethune E and W & Bu,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-12-21,cdot_cost_data_book_2023_q4,NHPP 0705-089,NHPP 0705-089 I-70 PKG: Bethune E and W & Bu,SIMON CONTRACTORS,4,P,2,36536568.67,100.02
cdot_2023q4_nhpp_r100_376,VARIOUS LOCATIONS IN REGION 1,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-03-30,cdot_cost_data_book_2023_q4,NHPP R100-376,NHPP R100-376 VARIOUS LOCATIONS IN REGION 1,HARRISON WESTERN CONSTRUCTION CORP.,1,R,2,2924208.00,115.30
cdot_2023q4_nhpp0253_290,I25 @ 58TH AND 62ND,CDOT,CO,Colorado / CDOT District 6,Roadway,2023-03-02,cdot_cost_data_book_2023_q4,NHPP0253-290,NHPP0253-290 I25 @ 58TH AND 62ND,"ABCO CONTRACTING, INC.",6,U,3,4128231.00,97.81
cdot_2023q4_nhpp0253_296,I-25 @ LCR 16 (MP 253.8-254.5),CDOT,CO,Colorado / CDOT District 4,Roadway,2023-02-07,cdot_cost_data_book_2023_q4,NHPP0253-296,NHPP0253-296 I-25 @ LCR 16 (MP 253.8-254.5),"RLW/SEMA, A Joint Venture",4,U,1,3507949.39,107.82
cdot_2023q4_nhpp0402_105,"US 40 MP 130.5 TO MP 133.5, RO",CDOT,CO,Colorado / CDOT District 3,Roadway,2023-10-19,cdot_cost_data_book_2023_q4,NHPP0402-105,"NHPP0402-105 US 40 MP 130.5 TO MP 133.5, RO","KSK, LLC",3,M,2,2200000.00,86.42
cdot_2023q4_nhpp0403_068,US 40 BERTHOUD PASS WEST RESUR,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-05-17,cdot_cost_data_book_2023_q4,NHPP0403-068,NHPP0403-068 US 40 BERTHOUD PASS WEST RESUR,"OLDCASTLE SW GROUP, INC.",3,M,2,7389041.25,82.06
cdot_2023q4_nhpp0405_041,US 40/287 & CR 109 Hugo Inters,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-10-12,cdot_cost_data_book_2023_q4,NHPP0405-041,NHPP0405-041 US 40/287 & CR 109 Hugo Inters,"TLM CONSTRUCTORS, INC.",4,P,2,916269.00,137.99
cdot_2023q4_nhpp0501_078,MESA COUNTY,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-10-26,cdot_cost_data_book_2023_q4,NHPP0501-078,NHPP0501-078 MESA COUNTY,"OLDCASTLE SW GROUP, INC.",3,R,3,14264485.27,73.91
cdot_2023q4_nhpp0701_250,"I-70B: DDI TO 24 RD, MAIN ST T",CDOT,CO,Colorado / CDOT District 3,Roadway,2023-01-12,cdot_cost_data_book_2023_q4,NHPP0701-250,"NHPP0701-250 I-70B: DDI TO 24 RD, MAIN ST T","Kilgore Companies, LLC dba Elam Construc",3,U,2,9490148.53,94.56
cdot_2023q4_nhpp0701_256,I-70B/31.5 RD MESA COUNTY,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-02-16,cdot_cost_data_book_2023_q4,NHPP0701-256,NHPP0701-256 I-70B/31.5 RD MESA COUNTY,"OLDCASTLE SW GROUP, INC.",3,U,2,545861.50,112.11
cdot_2023q4_nhpp0702_412,I-70 MM 169.5-171.5,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-11-16,cdot_cost_data_book_2023_q4,NHPP0702-412,NHPP0702-412 I-70 MM 169.5-171.5,"Siete, Inc.",3,M,7,4029066.80,77.97
cdot_2023q4_nhpp0703_490,I-70 SILVERTHORNE TO EJMT PHAS,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-12-14,cdot_cost_data_book_2023_q4,NHPP0703-490,NHPP0703-490 I-70 SILVERTHORNE TO EJMT PHAS,"OLDCASTLE SW GROUP, INC.",3,M,2,7922323.51,75.86
cdot_2023q4_nhpp0703_505,EB I-70 FROM MP 223 TO MP 228.,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-06-08,cdot_cost_data_book_2023_q4,NHPP0703-505,NHPP0703-505 EB I-70 FROM MP 223 TO MP 228.,"OLDCASTLE SW GROUP, INC.",1,M,3,17339986.92,115.60
cdot_2023q4_nhpp0703_514,I-70 TOP OF FLOYD HILL TO JOHN,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-05-17,cdot_cost_data_book_2023_q4,NHPP0703-514,NHPP0703-514 I-70 TOP OF FLOYD HILL TO JOHN,"KRAEMER NORTH AMERICA, LLC",1,M,1,61199702.96,100.55
cdot_2023q4_nhpp0821_116,SH 82 MP 26 - MP 33 IN PITKIN,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-11-30,cdot_cost_data_book_2023_q4,NHPP0821-116,NHPP0821-116 SH 82 MP 26 - MP 33 IN PITKIN,"Kilgore Companies, LLC dba Elam Construc",3,M,2,7750316.10,88.94
cdot_2023q4_nhpp1211_101,US 6 AT WADSWORTH BLVD (SH 121,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-10-12,cdot_cost_data_book_2023_q4,NHPP1211-101,NHPP1211-101 US 6 AT WADSWORTH BLVD (SH 121,"KRAEMER NORTH AMERICA, LLC",1,R,4,11696658.61,123.12
cdot_2023q4_nhpp1601_075,US 160 MP 0.2 to MP 7.5,CDOT,CO,Colorado / CDOT District 5,Roadway,2023-10-26,cdot_cost_data_book_2023_q4,NHPP1601-075,NHPP1601-075 US 160 MP 0.2 to MP 7.5,Meridian Engineering Co.,5,R,5,1700753.00,77.30
cdot_2023q4_nhpp1601_087,US 160 Mancos (MP 56.05) to Ye,CDOT,CO,Colorado / CDOT District 5,Roadway,2023-12-21,cdot_cost_data_book_2023_q4,NHPP1601-087,NHPP1601-087 US 160 Mancos (MP 56.05) to Ye,"INTERMOUNTAIN SLURRY SEAL, INC.",5,R,2,4806630.45,78.99
cdot_2023q4_nhppr100_381,VARIOUS,CDOT,CO,Colorado / CDOT District 6,Roadway,2023-07-07,cdot_cost_data_book_2023_q4,NHPPR100-381,NHPPR100-381 VARIOUS,"IHC Scott, Inc.",6,U,1,827919.93,100.00
cdot_2023q4_nhppr100_383,I70 OVER WASHINGTON ST,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-01-26,cdot_cost_data_book_2023_q4,NHPPR100-383,NHPPR100-383 I70 OVER WASHINGTON ST,"ABCO CONTRACTING, INC.",1,U,3,1850028.00,123.34
cdot_2023q4_nhppr100_395,I-270 MISCELLANEOUS BRIDGES,CDOT,CO,Colorado / CDOT District 6,Roadway,2023-07-27,cdot_cost_data_book_2023_q4,NHPPR100-395,NHPPR100-395 I-270 MISCELLANEOUS BRIDGES,KIEWIT INFRASTRUCTURE CO.,6,U,1,4923812.70,123.10
cdot_2023q4_sftyr200_277,"REGION 2 WIDE, VARIOUS HWY & C",CDOT,CO,Colorado / CDOT District 2,Roadway,2023-01-19,cdot_cost_data_book_2023_q4,SFTYR200-277,"SFTYR200-277 REGION 2 WIDE, VARIOUS HWY & C",CC ENTRPRS TRAFFIC CONTROL SPECIALISTS,2,R,2,1636786.00,109.12
cdot_2023q4_she030a_041,SH30 @ HAMPDEN TURN LANE,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-06-22,cdot_cost_data_book_2023_q4,SHE030A-041,SHE030A-041 SH30 @ HAMPDEN TURN LANE,RDZ Build,1,R,1,1186600.16,98.39
cdot_2023q4_she067a_044,SH 67F M.P. 56.5-57.6 AND SH 6,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-03-02,cdot_cost_data_book_2023_q4,SHE067A-044,SHE067A-044 SH 67F M.P. 56.5-57.6 AND SH 6,Native Sun Materials Inc,2,M,1,2021561.69,67.39
cdot_2023q4_she0702_405,I-70 DOWD CANYON VSL MP 169-17,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-05-11,cdot_cost_data_book_2023_q4,SHE0702-405,SHE0702-405 I-70 DOWD CANYON VSL MP 169-17,Lumin8 Transportation Tech.,3,M,3,4956044.15,122.45
cdot_2023q4_she0831_128,SH 83 DOUGLAS COUNTY AND US 28,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-05-11,cdot_cost_data_book_2023_q4,SHE0831-128,SHE0831-128 SH 83 DOUGLAS COUNTY AND US 28,SURFACE PREPARATION TECHNOLOGIES,1,R,1,414867.88,94.06
cdot_2023q4_she0881_035,"SH 88, BELLEVIEW AVE FROM MP 7",CDOT,CO,Colorado / CDOT District 1,Roadway,2023-05-18,cdot_cost_data_book_2023_q4,SHE0881-035,"SHE0881-035 SH 88, BELLEVIEW AVE FROM MP 7","GOODLAND CONSTRUCTION, INC.",1,R,4,1898279.00,82.53
cdot_2023q4_sher100_392,VARIOUS LOCATIONS IN REGION 1,CDOT,CO,Colorado / CDOT District 1,Roadway,2023-12-07,cdot_cost_data_book_2023_q4,SHER100-392,SHER100-392 VARIOUS LOCATIONS IN REGION 1,HCG Construction,1,M,2,2299436.00,105.12
cdot_2023q4_sta0253_293,I-25 MM 269-282,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-07-13,cdot_cost_data_book_2023_q4,STA0253-293,STA0253-293 I-25 MM 269-282,"CASTLE ROCK CONST. CO. OF COLO, LLC",4,R,6,11942392.41,74.23
cdot_2023q4_sta052a_055,SH 52 MP (29.2-36.9),CDOT,CO,Colorado / CDOT District 4,Roadway,2023-12-21,cdot_cost_data_book_2023_q4,STA052A-055,STA052A-055 SH 52 MP (29.2-36.9),"Holcim-WCR, Inc.",4,P,6,5486435.90,96.00
cdot_2023q4_sta066a_008,SH 66 @ WCR 7,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-01-26,cdot_cost_data_book_2023_q4,STA066A-008,STA066A-008 SH 66 @ WCR 7,"BRANNAN SAND AND GRAVEL, LLC",4,R,5,2330855.24,98.45
cdot_2023q4_sta1381_011,SH 138 STERLING NORTH PART 2,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-02-16,cdot_cost_data_book_2023_q4,STA1381-011,STA1381-011 SH 138 STERLING NORTH PART 2,MCATEE CONSTRUCTION CO.,4,R,1,12796063.70,116.33
cdot_2023q4_sta172a_022,SH 172 IGNACIO TO ELMORE'S COR,CDOT,CO,Colorado / CDOT District 5,Roadway,2023-01-12,cdot_cost_data_book_2023_q4,STA172A-022,STA172A-022 SH 172 IGNACIO TO ELMORE'S COR,"OLDCASTLE SW GROUP, INC.",5,R,2,14126484.41,106.27
cdot_2023q4_sta257a_008,SH 257 WINDSOR RESURFACING,CDOT,CO,Colorado / CDOT District 4,Roadway,2023-03-30,cdot_cost_data_book_2023_q4,STA257A-008,STA257A-008 SH 257 WINDSOR RESURFACING,COULSON EXCAVATING COMPANY,4,R,2,6035626.55,77.36
cdot_2023q4_sta2854_155,US285 – BAILEY – PARK COUNTY,CDOT,CO,Colorado / CDOT District 2,Roadway,2023-04-13,cdot_cost_data_book_2023_q4,STA2854-155,STA2854-155 US285 – BAILEY – PARK COUNTY,Native Sun Materials Inc,2,M,4,2131163.07,133.13
cdot_2023q4_star400_399,"US 34, 40, & BOULDER CTY",CDOT,CO,Colorado / CDOT District 4,Roadway,2023-07-20,cdot_cost_data_book_2023_q4,STAR400-399,"STAR400-399 US 34, 40, & BOULDER CTY",SURFACE PREPARATION TECHNOLOGIES,4,P,1,2989418.49,99.65
cdot_2023q4_star500_216,"US 160 (MP 173.7,176.6,276.7),",CDOT,CO,Colorado / CDOT District 5,Roadway,2023-11-30,cdot_cost_data_book_2023_q4,STAR500-216,"STAR500-216 US 160 (MP 173.7,176.6,276.7),",WILLIAMS CONSTRUCTION CONTRACTORS,5,M,4,4523363.45,70.70
cdot_2023q4_stm_c440_013,R3 EAGLE RESIDENCY ADA RAMP IM,CDOT,CO,Colorado / CDOT District 3,Roadway,2023-02-16,cdot_cost_data_book_2023_q4,STM C440-013,STM C440-013 R3 EAGLE RESIDENCY ADA RAMP IM,"KSK, LLC",3,M,1,715000.00,116.02
