bid_tab_item_id,source_item_code,source_item_description,unit_normalized,candidate_agency_item_code,candidate_description,candidate_unit,candidate_count,suggestion_status
fhu_west_colfax_phase_2_20260123_row_0069,217-00020,HERBICIDE TREATMENT,HOUR,217-00020,Herbicide Treatment,HOUR,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0070,240-00000,WILDLIFE BIOLOGIST,HOUR,240-00000,Wildlife Biologist,HOUR,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0071,240-00010,REMOVAL OF NESTS,HOUR,240-00010,Removal of Nests,HOUR,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0072,250-00010,ENVIRONMENTAL HEALTH AND SAFETY MANAGEMENT,L S,250-00010,Environmental Health and Safety Management,L S,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0073,250-00050,MONITORING TECHNICIAN,HOUR,250-00050,Monitoring Technician,HOUR,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0074,250-00110,HEALTH AND SAFETY OFFICER,HOUR,250-00110,Health and Safety Officer,HOUR,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0075,250-00120,MATERIAL SAMPLING AND DELIVERY,EACH,250-00120,Material Sampling and Delivery,EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0076,250-00200,MATERIAL HANDLING (STOCKPILE),CY,250-00200,Material Handling (Stockpile),CY,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0077,250-00210,SOLID WASTE DISPOSAL,CY,250-00210,Solid Waste Disposal,CY,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0078,304-06007,AGGREGATE BASE COURSE (CLASS 6),CY,304-06007,Aggregate Base Course (Class 6),CY,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0079,403-33841,HOT MIX ASPHALT (GRADING S) (100) (PG 64-22),TON,403-33841,Hot Mix Asphalt (Grading S) (100) (PG 64-22),TON,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0080,403-33871,HOT MIX ASPHALT (GRADING S) (100) (PG 76-28),TON,403-33871,Hot Mix Asphalt (Grading S) (100) (PG 76-28),TON,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0081,411-10255,EMULSIFIED ASPHALT (SLOW-SETTING),GAL,411-10255,Emulsified Asphalt (Slow-Setting),GAL,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0082,412-00600,CONCRETE PAVEMENT (6 INCH),SY,412-00600,Concrete Pavement (6 Inch),SY,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0083,412-01120,CONCRETE PAVEMENT (11 INCH) (FAST TRACK),SY,412-01120,Concrete Pavement (11 Inch) (Fast Track),SY,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0084,503-00018,DRILLED SHAFT (18 INCH),LF,503-00018,Drilled Shaft (18 Inch),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0085,503-00024,DRILLED SHAFT (24 INCH),LF,503-00024,Drilled Shaft (24 Inch),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0086,503-00036,DRILLED SHAFT (36 INCH),LF,503-00036,Drilled Shaft (36 Inch),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0087,503-00048,DRILLED SHAFT (48 INCH),LF,503-00048,Drilled Shaft (48 Inch),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0088,506-00409,SOIL RIPRAP (9 INCH),CY,506-00409,Soil Riprap (9 Inch),CY,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0089,601-03050,CONCRETE CLASS D (WALL),CY,601-03050,Concrete Class D (Wall),CY,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0090,601-40301,STRUCTURAL CONCRETE COATING,SF,601-40301,Structural Concrete Coating,SF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0091,601-40302,STRUCTURAL CONCRETE COATING (ANTI-GRAFFITI),SF,601-40302,Structural Concrete Coating (Anti-Graffiti),SF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0092,602-00000,REINFORCING STEEL,LB,602-00000,Reinforcing Steel,LB,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0093,603-01185,18 INCH REINFORCED CONCRETE PIPE (COMPLETE IN PLACE),LF,603-01185,18 Inch Reinforced Concrete Pipe (Complete In Place),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0094,603-01305,30 INCH REINFORCED CONCRETE PIPE (COMPLETE IN PLACE),LF,603-01305,30 Inch Reinforced Concrete Pipe (Complete In Place),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0095,603-01365,36 INCH REINFORCED CONCRETE PIPE (COMPLETE IN PLACE),LF,603-01365,36 Inch Reinforced Concrete Pipe (Complete In Place),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0096,603-01545,54 INCH REINFORCED CONCRETE PIPE (COMPLETE IN PLACE),LF,603-01545,54 Inch Reinforced Concrete Pipe (Complete In Place),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0097,603-02365,45X29 INCH REINFORCED CONCRETE PIPE ELLIPTICAL (COMPLETE IN PLACE),LF,603-02365,45x29 Inch Reinforced Concrete Pipe Elliptical (Complete In Place),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0098,604-00550,INLET TYPE D (SPECIAL),EACH,604-00550,Inlet Type D (Special),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0099,604-16605,INLET TYPE 16 (TRIPLE) (5 FOOT),EACH,604-16605,Inlet Type 16 (Triple) (5 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0100,604-16610,INLET TYPE 16 (TRIPLE) (10 FOOT),EACH,604-16610,Inlet Type 16 (Triple) (10 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0101,604-19105,INLET TYPE R L 5 (5 FOOT),EACH,604-19105,Inlet Type R L 5 (5 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0102,604-19205,INLET TYPE R L 10 (5 FOOT),EACH,604-19205,Inlet Type R L 10 (5 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0103,604-19210,INLET TYPE R L 10 (10 FOOT),EACH,604-19210,Inlet Type R L 10 (10 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0104,604-19305,INLET TYPE R L 15 (5 FOOT),EACH,604-19305,Inlet Type R L 15 (5 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0105,604-19310,INLET TYPE R L 15 (10 FOOT),EACH,604-19310,Inlet Type R L 15 (10 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0106,604-19320,INLET TYPE R L 15 (20 FOOT),EACH,604-19320,Inlet Type R L 15 (20 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0107,604-30005,MANHOLE SLAB BASE (5 FOOT),EACH,604-30005,Manhole Slab Base (5 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0108,604-30010,MANHOLE SLAB BASE (10 FOOT),EACH,604-30010,Manhole Slab Base (10 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0109,604-39005,MANHOLE SPECIAL (5 FOOT),EACH,604-39005,Manhole Special (5 Foot),EACH,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0110,604-83108,8 INCH PLASTIC PIPE SEWER (POLYVINYL CHLORIDE),LF,604-83108,8 Inch Plastic Pipe Sewer (Polyvinyl Chloride),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0111,607-11525,FENCE (PLASTIC),LF,607-11525,Fence (Plastic),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0112,607-11530,FENCE (SPECIAL),LF,607-11530,Fence (Special),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0113,607-21300,FENCE BARRIER WITH METAL POSTS,LF,607-21300,Fence Barrier With Metal Posts,LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0114,608-00006,CONCRETE SIDEWALK (6 INCH),SY,608-00006,Concrete Sidewalk (6 Inch),SY,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0115,608-00010,CONCRETE CURB RAMP,SY,608-00010,Concrete Curb Ramp,SY,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0116,609-20000,CURB TYPE 2 (SECTION B) (SPECIAL),LF,609-20000,Curb Type 2 (Section B) (Special),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0117,609-20010,CURB TYPE 2 (SECTION B),LF,609-20010,Curb Type 2 (Section B),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0118,609-21020,CURB AND GUTTER TYPE 2 (SECTION II-B),LF,609-21020,Curb and Gutter Type 2 (Section II-B),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0119,609-24000,GUTTER TYPE 2 (SPECIAL),LF,609-24000,Gutter Type 2 (Special),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0120,609-24004,GUTTER TYPE 2 (4 FOOT),LF,609-24004,Gutter Type 2 (4 Foot),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0121,609-24008,GUTTER TYPE 2 (8 FOOT),LF,609-24008,Gutter Type 2 (8 Foot),LF,1,single_exact_description_unit_candidate
fhu_west_colfax_phase_2_20260123_row_0122,610-00030,MEDIAN COVER MATERIAL (CONCRETE),SF,610-00030,Median Cover Material (Concrete),SF,1,single_exact_description_unit_candidate
