source_file,source_period,page_number,item_code,item_description,unit_raw,unit_normalized,project_location_raw,date_let,quantity,engineer_estimate_unit_price,average_bid_unit_price,awarded_bid_unit_price,raw_text
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,9,202-00001,Rem Structure,Each,EACH,ER0852-129 SB SANTA FE TO EASTBOUND C470,2026-01-30,1.00,4803.71,17689.95,5300.00,ER0852-129 SB SANTA FE TO EASTBOUND C470 01/30/26 1.00 4803.71 17689.95 5300.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,9,202-00008,Tree Trimming,Hour,HOUR,NHPP0403-076 US 40 & TONN VALLEY DRIVE,2026-03-02,16.00,225.00,586.50,415.00,NHPP0403-076 US 40 & TONN VALLEY DRIVE 03/02/26 16.00 225.00 586.50 415.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,10,202-00010,Rem Tree,Each,EACH,TAP0703-530 HOGBACK TRAILS ADJACENT TO I-,2026-03-19,1.00,1466.78,2300.67,4000.00,TAP0703-530 HOGBACK TRAILS ADJACENT TO I- 03/19/26 1.00 1466.78 2300.67 4000.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,10,202-00015,Rem Headwall,Each,EACH,STM006A-076 ATWOOD TO STERLING (MP 398.2- | FBR006A-078 ATWOOD TO STERLING (MP 398.2-,2026-01-15,12.00,1300.00,902.19,149.00,STM006A-076 ATWOOD TO STERLING (MP 398.2- 01/15/26 12.00 1300.00 902.19 149.00 | FBR006A-078 ATWOOD TO STERLING (MP 398.2-
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,10,202-00015,Rem Headwall,Each,EACH,STR0241-069 SH 24 MP 166 TO 174,2026-03-05,12.00,1600.00,2800.00,2800.00,STR0241-069 SH 24 MP 166 TO 174 03/05/26 12.00 1600.00 2800.00 2800.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,10,202-00019,Rem Inlet,Each,EACH,NHPP0741-026 SH 74 DOWNTOWN EVERGREEN TO C,2026-01-08,3.00,2528.25,4772.26,4000.00,NHPP0741-026 SH 74 DOWNTOWN EVERGREEN TO C 01/08/26 3.00 2528.25 4772.26 4000.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,10,202-00019,Rem Inlet,Each,EACH,NHPP1602-184 US 160 HIGH BRIDGE TO ELMORES,2026-01-08,1.00,2000.00,7316.20,5720.00,NHPP1602-184 US 160 HIGH BRIDGE TO ELMORES 01/08/26 1.00 2000.00 7316.20 5720.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,10,202-00019,Rem Inlet,Each,EACH,STM006A-076 ATWOOD TO STERLING (MP 398.2- | FBR006A-078 ATWOOD TO STERLING (MP 398.2-,2026-01-15,30.00,1664.46,2150.63,396.00,STM006A-076 ATWOOD TO STERLING (MP 398.2- 01/15/26 30.00 1664.46 2150.63 396.00 | FBR006A-078 ATWOOD TO STERLING (MP 398.2-
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,10,202-00019,Rem Inlet,Each,EACH,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,6.00,2000.00,1599.49,1500.00,NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 6.00 2000.00 1599.49 1500.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,11,202-00019,Rem Inlet,Each,EACH,IM025A-056 TRINIDAD,2026-02-19,1.00,1465.13,3761.81,2850.00,IM025A-056 TRINIDAD 02/19/26 1.00 1465.13 3761.81 2850.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,11,202-00021,Rem Manhole,Each,EACH,STM006A-076 ATWOOD TO STERLING (MP 398.2- | FBR006A-078 ATWOOD TO STERLING (MP 398.2-,2026-01-15,3.00,2723.54,4714.50,2932.00,STM006A-076 ATWOOD TO STERLING (MP 398.2- 01/15/26 3.00 2723.54 4714.50 2932.00 | FBR006A-078 ATWOOD TO STERLING (MP 398.2-
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,11,202-00021,Rem Manhole,Each,EACH,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,3.00,2500.00,2365.07,3825.00,NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 3.00 2500.00 2365.07 3825.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,11,202-00026,Rem S and D Pave,Sq Yard,SY,STM006A-076 ATWOOD TO STERLING (MP 398.2- | FBR006A-078 ATWOOD TO STERLING (MP 398.2-,2026-01-15,1353.00,25.00,20.25,31.50,"STM006A-076 ATWOOD TO STERLING (MP 398.2- 01/15/26 1,353.00 25.00 20.25 31.50 | FBR006A-078 ATWOOD TO STERLING (MP 398.2-"
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,11,202-00026,Rem S and D Pave,Sq Yard,SY,NHPP4701-139 C-470 KEN CARYL TO WADSORTH,2026-02-19,7.00,269.31,175.90,97.00,NHPP4701-139 C-470 KEN CARYL TO WADSORTH 02/19/26 7.00 269.31 175.90 97.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,12,202-00031,Rem of Fire Hydrant,Each,EACH,IM025A-056 TRINIDAD,2026-02-19,1.00,2153.02,3872.72,4850.00,IM025A-056 TRINIDAD 02/19/26 1.00 2153.02 3872.72 4850.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,12,202-00035,Rem Pipe,Lin Foot,LF,NHPP0741-026 SH 74 DOWNTOWN EVERGREEN TO C,2026-01-08,61.00,80.00,119.69,220.00,NHPP0741-026 SH 74 DOWNTOWN EVERGREEN TO C 01/08/26 61.00 80.00 119.69 220.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,12,202-00035,Rem Pipe,Lin Foot,LF,STM006A-076 ATWOOD TO STERLING (MP 398.2- | FBR006A-078 ATWOOD TO STERLING (MP 398.2-,2026-01-15,735.00,34.31,38.54,9.50,STM006A-076 ATWOOD TO STERLING (MP 398.2- 01/15/26 735.00 34.31 38.54 9.50 | FBR006A-078 ATWOOD TO STERLING (MP 398.2-
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,12,202-00035,Rem Pipe,Lin Foot,LF,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,288.00,75.00,54.09,28.00,NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 288.00 75.00 54.09 28.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,12,202-00035,Rem Pipe,Lin Foot,LF,IM025A-056 TRINIDAD,2026-02-19,34.00,67.47,101.16,85.00,IM025A-056 TRINIDAD 02/19/26 34.00 67.47 101.16 85.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,12,202-00035,Rem Pipe,Lin Foot,LF,STR0241-069 SH 24 MP 166 TO 174,2026-03-05,323.00,50.00,39.00,39.00,STR0241-069 SH 24 MP 166 TO 174 03/05/26 323.00 50.00 39.00 39.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,12,202-00036,Rem of Pipe (Spec),Lin Foot,LF,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,275.00,150.00,50.75,25.00,NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 275.00 150.00 50.75 25.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,13,202-00037,Rem of End Section,Each,EACH,"NHPP0501-081 US50 MP 108-MP113, MONTROSE C",2026-01-29,5.00,1200.00,1028.25,670.00,"NHPP0501-081 US50 MP 108-MP113, MONTROSE C 01/29/26 5.00 1200.00 1028.25 670.00"
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,13,202-00037,Rem of End Section,Each,EACH,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,5.00,500.00,699.70,250.00,NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 5.00 500.00 699.70 250.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,13,202-00039,Rem of Bollard,Each,EACH,TAP0703-530 HOGBACK TRAILS ADJACENT TO I-,2026-03-19,6.00,311.44,496.33,1000.00,TAP0703-530 HOGBACK TRAILS ADJACENT TO I- 03/19/26 6.00 311.44 496.33 1000.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,13,202-00040,Rem Elec Conduit,Lin Foot,LF,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,3700.00,8.00,3.72,3.50,"NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 3,700.00 8.00 3.72 3.50"
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,13,202-00040,Rem Elec Conduit,Lin Foot,LF,IM025A-056 TRINIDAD,2026-02-19,75.00,36.10,31.14,35.00,IM025A-056 TRINIDAD 02/19/26 75.00 36.10 31.14 35.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,13,202-00050,Rem ITS Node Equip,Lump Sum,L S,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,1.00,150000.00,1891.45,1100.00,NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 1.00 150000.00 1891.45 1100.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,14,202-00055,Rem of FO Cable,Lin Foot,LF,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,5000.00,2.00,0.82,0.65,"NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 5,000.00 2.00 0.82 0.65"
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,14,202-00070,Rem Barricade,Each,EACH,IM025A-056 TRINIDAD,2026-02-19,2.00,598.53,811.19,310.00,IM025A-056 TRINIDAD 02/19/26 2.00 598.53 811.19 310.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,14,202-00090,Rem Delineator,Each,EACH,NHPP1602-184 US 160 HIGH BRIDGE TO ELMORES,2026-01-08,17.00,10.00,10.29,10.00,NHPP1602-184 US 160 HIGH BRIDGE TO ELMORES 01/08/26 17.00 10.00 10.29 10.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,14,202-00090,Rem Delineator,Each,EACH,STAR100-429 Various locations on SH83 bet,2026-01-29,20.00,24.44,76.00,100.00,STAR100-429 Various locations on SH83 bet 01/29/26 20.00 24.44 76.00 100.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,14,202-00090,Rem Delineator,Each,EACH,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,50.00,5.00,17.24,25.00,NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 50.00 5.00 17.24 25.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,14,202-00090,Rem Delineator,Each,EACH,IM025A-056 TRINIDAD,2026-02-19,11.00,16.85,69.71,16.00,IM025A-056 TRINIDAD 02/19/26 11.00 16.85 69.71 16.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,14,202-00090,Rem Delineator,Each,EACH,NHPP0403-072 MM 221.5-226 US 40 GRAND COUN,2026-02-19,9.00,15.00,22.05,23.00,NHPP0403-072 MM 221.5-226 US 40 GRAND COUN 02/19/26 9.00 15.00 22.05 23.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,14,202-00090,Rem Delineator,Each,EACH,NHPP4701-139 C-470 KEN CARYL TO WADSORTH,2026-02-19,152.00,13.09,17.19,5.55,NHPP4701-139 C-470 KEN CARYL TO WADSORTH 02/19/26 152.00 13.09 17.19 5.55
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,14,202-00090,Rem Delineator,Each,EACH,STR0241-069 SH 24 MP 166 TO 174,2026-03-05,14.00,15.00,5.65,5.65,STR0241-069 SH 24 MP 166 TO 174 03/05/26 14.00 15.00 5.65 5.65
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,15,202-00090,Rem Delineator,Each,EACH,NHPP006A-080 US 6 MP 20-26 Resurfacing,2026-03-19,114.00,15.00,5.15,5.25,NHPP006A-080 US 6 MP 20-26 Resurfacing 03/19/26 114.00 15.00 5.15 5.25
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,15,202-00170,Grinding And Texturing Conc Pvmt,Sq Yard,SY,NHFPR100-433 R3 - Loma - 070A - MM 13.6,2026-03-12,3267.00,12.59,41.62,26.79,"NHFPR100-433 R3 - Loma - 070A - MM 13.6 03/12/26 3,267.00 12.59 41.62 26.79"
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,15,202-00172,Diamond Grinding Concrete Pavement,Sq Yard,SY,STR1151-043 SH 115A from M.P 14.0-18.0 th,2026-02-05,115840.00,3.50,5.68,6.20,"STR1151-043 SH 115A from M.P 14.0-18.0 th 02/05/26 115,840.00 3.50 5.68 6.20"
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,15,202-00190,Rem of Conc Median Cover Matl,Sq Yard,SY,CR400-408 CO157A - MP 0.277; 036B - MP,2026-01-08,89.00,36.92,37.63,46.00,CR400-408 CO157A - MP 0.277; 036B - MP 01/08/26 89.00 36.92 37.63 46.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,15,202-00190,Rem of Conc Median Cover Matl,Sq Yard,SY,NHPP0741-026 SH 74 DOWNTOWN EVERGREEN TO C,2026-01-08,12.00,74.82,45.82,32.00,NHPP0741-026 SH 74 DOWNTOWN EVERGREEN TO C 01/08/26 12.00 74.82 45.82 32.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,15,202-00190,Rem of Conc Median Cover Matl,Sq Yard,SY,NHPP1602-184 US 160 HIGH BRIDGE TO ELMORES,2026-01-08,373.00,50.00,118.34,153.00,NHPP1602-184 US 160 HIGH BRIDGE TO ELMORES 01/08/26 373.00 50.00 118.34 153.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,15,202-00190,Rem of Conc Median Cover Matl,Sq Yard,SY,STAR100-429 Various locations on SH83 bet,2026-01-29,303.00,31.96,42.25,45.00,STAR100-429 Various locations on SH83 bet 01/29/26 303.00 31.96 42.25 45.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00190,Rem of Conc Median Cover Matl,Sq Yard,SY,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,473.00,20.00,18.70,9.10,NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 473.00 20.00 18.70 9.10
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00190,Rem of Conc Median Cover Matl,Sq Yard,SY,STR1151-043 SH 115A from M.P 14.0-18.0 th,2026-02-05,460.00,22.38,13.81,2.25,STR1151-043 SH 115A from M.P 14.0-18.0 th 02/05/26 460.00 22.38 13.81 2.25
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00190,Rem of Conc Median Cover Matl,Sq Yard,SY,NHFPR100-433 R3 - Loma - 070A - MM 13.6,2026-03-12,161.00,18.72,54.24,31.25,NHFPR100-433 R3 - Loma - 070A - MM 13.6 03/12/26 161.00 18.72 54.24 31.25
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00190,Rem of Conc Median Cover Matl,Sq Yard,SY,NHPP006A-080 US 6 MP 20-26 Resurfacing,2026-03-19,11.00,30.00,230.50,275.00,NHPP006A-080 US 6 MP 20-26 Resurfacing 03/19/26 11.00 30.00 230.50 275.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00190,Rem of Conc Median Cover Matl,Sq Yard,SY,CM570-071 GREELEY & EVANS,2026-03-26,21.00,31.82,35.75,35.00,CM570-071 GREELEY & EVANS 03/26/26 21.00 31.82 35.75 35.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,CR400-408 CO157A - MP 0.277; 036B - MP,2026-01-08,222.00,41.85,35.43,44.00,CR400-408 CO157A - MP 0.277; 036B - MP 01/08/26 222.00 41.85 35.43 44.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,NHPP0741-026 SH 74 DOWNTOWN EVERGREEN TO C,2026-01-08,104.00,46.93,43.11,32.00,NHPP0741-026 SH 74 DOWNTOWN EVERGREEN TO C 01/08/26 104.00 46.93 43.11 32.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,NHPP1602-184 US 160 HIGH BRIDGE TO ELMORES,2026-01-08,463.00,50.00,110.71,154.00,NHPP1602-184 US 160 HIGH BRIDGE TO ELMORES 01/08/26 463.00 50.00 110.71 154.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,STM006A-076 ATWOOD TO STERLING (MP 398.2- | FBR006A-078 ATWOOD TO STERLING (MP 398.2-,2026-01-15,981.00,24.34,19.90,22.50,STM006A-076 ATWOOD TO STERLING (MP 398.2- 01/15/26 981.00 24.34 19.90 22.50 | FBR006A-078 ATWOOD TO STERLING (MP 398.2-
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,STAR100-429 Various locations on SH83 bet,2026-01-29,461.00,38.14,37.50,40.00,STAR100-429 Various locations on SH83 bet 01/29/26 461.00 38.14 37.50 40.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,NHPP0702-422 I-70 AND SH 9 IN FRISCO,2026-02-05,416.00,25.00,23.97,10.00,NHPP0702-422 I-70 AND SH 9 IN FRISCO 02/05/26 416.00 25.00 23.97 10.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,IM025A-056 TRINIDAD,2026-02-19,93.00,24.63,33.78,26.00,IM025A-056 TRINIDAD 02/19/26 93.00 24.63 33.78 26.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,NHPP4701-139 C-470 KEN CARYL TO WADSORTH,2026-02-19,95.00,48.56,35.93,24.80,NHPP4701-139 C-470 KEN CARYL TO WADSORTH 02/19/26 95.00 48.56 35.93 24.80
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,TAP0703-530 HOGBACK TRAILS ADJACENT TO I-,2026-03-19,223.00,37.45,41.33,40.00,TAP0703-530 HOGBACK TRAILS ADJACENT TO I- 03/19/26 223.00 37.45 41.33 40.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,16,202-00200,Rem Sidewalk,Sq Yard,SY,CM570-071 GREELEY & EVANS,2026-03-26,510.00,25.00,29.63,35.00,CM570-071 GREELEY & EVANS 03/26/26 510.00 25.00 29.63 35.00
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,17,202-00201,Rem Curb,Lin Foot,LF,STM006A-076 ATWOOD TO STERLING (MP 398.2- | FBR006A-078 ATWOOD TO STERLING (MP 398.2-,2026-01-15,596.00,7.30,11.67,19.00,STM006A-076 ATWOOD TO STERLING (MP 398.2- 01/15/26 596.00 7.30 11.67 19.00 | FBR006A-078 ATWOOD TO STERLING (MP 398.2-
CDOTRM_EEMA_Cost_Data_Book_-_2026_-_1st_Qtr_-_4-29-2026.pdf,2026 Q1,17,202-00201,Rem Curb,Lin Foot,LF,STR1151-043 SH 115A from M.P 14.0-18.0 th,2026-02-05,650.00,8.36,12.69,16.75,STR1151-043 SH 115A from M.P 14.0-18.0 th 02/05/26 650.00 8.36 12.69 16.75
