bid_tab_item_id,project_id,source_id,source_file,sheet_name,workbook_row,project_number,source_item_number,source_item_code,source_item_code_system,source_spec_raw,source_item_description,item_code,item_description,unit_raw,unit_normalized,quantity,engineer_estimate_unit_price,average_bid_unit_price,matched_agency_item_code,match_status,date_basis,engineer_estimate_quantity,audit_estimate_unit_price,audit_estimate_extended_price
fhu_west_mainstreet_20240208_row_0023,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,23,CIP22-043-CI,15,203,CDOT,203,UNSUITABLE MATERIAL,203-00050,UNSUITABLE MATERIAL,Cubic Yard,CY,1179,,46.54,203-00050,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0024,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,24,CIP22-043-CI,16,203,CDOT,203,POTHOLING,203-01597,POTHOLING,Hour,HOUR,8,,369.35,203-01597,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0025,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,25,CIP22-043-CI,17,207,CDOT,207,TOPSOIL,207-00205,TOPSOIL,Cubic Yard,CY,41,,101.28,207-00205,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0026,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,26,CIP22-043-CI,18,208,CDOT,208,INLET PROTECTION CURB ON GRADE,208,INLET PROTECTION CURB ON GRADE,Each,EACH,11,,452.70,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0027,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,27,CIP22-043-CI,19,208,CDOT,208,CULVERT PROTECTION,208,CULVERT PROTECTION,Each,EACH,1,,631.27,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0028,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,28,CIP22-043-CI,20,208,CDOT,208,CONCRETE WASHOUT STRUCTURE,208-00045,CONCRETE WASHOUT STRUCTURE,Each,EACH,3,,2331.91,208-00045,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0029,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,29,CIP22-043-CI,21,208,CDOT,208,PORTABLE TOILET PROTECTION,208,PORTABLE TOILET PROTECTION,Each,EACH,1,,1103.29,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0030,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,30,CIP22-043-CI,22,208,CDOT,208,VEHICLE TRACKING CONTROL (PORTABLE),208,VEHICLE TRACKING CONTROL (PORTABLE),Each,EACH,3,,8279.21,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0031,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,31,CIP22-043-CI,23,208,CDOT,208,STABILIZED STAGING AREA,208,STABILIZED STAGING AREA,Each,EACH,1,,5857.98,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0032,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,32,CIP22-043-CI,24,208,CDOT,208,SEDIMENT REMOVAL AND DISPOSAL,208,SEDIMENT REMOVAL AND DISPOSAL,Hour,HOUR,8,,260.89,,source_cdot_prefix_only,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0033,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,33,CIP22-043-CI,25,208,CDOT,208,EROSION CONTROL MANAGEMENT,208-00207,EROSION CONTROL MANAGEMENT,Day,DAY,60,,279.93,208-00207,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0034,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,34,CIP22-043-CI,26,210,CDOT,210,RESET LUMINAIRE,210-00760,RESET LUMINAIRE,Each,EACH,1,,721.50,210-00760,matched,2024-02-08,,,
fhu_west_mainstreet_20240208_row_0035,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,fhu_bid_tab_west_mainstreet_2024_02_08,Cost Estimate Data Tracking-MASTER.xlsx,West Mainstreet,35,CIP22-043-CI,27,210,CDOT,210,RESET GROUND SIGN,210-00810,RESET GROUND SIGN,Each,EACH,1,,392.40,210-00810,matched,2024-02-08,,,
