project_id,project_name,agency_owner,state,county_region,work_type,estimate_let_date,source_id,project_number,project_location_raw,contractor,district,terrain,bid_count,awarded_bid_total,award_index
cdot_2022q4_nh0504_911,,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-04-07,cdot_cost_data_book_2022_q4,NH0504-911,NH0504-911,MARTIN MARIETTA MATERIALS,2,P,2,17781881.53,107.77
cdot_2022q4_nhc540_017,R2 CHAINUP STA @ KENOSHA/HOOSI,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-05-12,cdot_cost_data_book_2022_q4,NHC540-017,NHC540-017 R2 CHAINUP STA @ KENOSHA/HOOSI,"ZAK DIRT, INC.",2,M,3,7334391.55,112.84
cdot_2022q4_nhm175_029,"CANON CITY, CO",CDOT,CO,Colorado / CDOT District 2,Roadway,2022-12-15,cdot_cost_data_book_2022_q4,NHM175-029,"NHM175-029 CANON CITY, CO","GENEVA ROCK PRODUCTS, INC.",2,U,2,2012665.10,105.93
cdot_2022q4_nhm765_007,,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-03-31,cdot_cost_data_book_2022_q4,NHM765-007,NHM765-007,"CASTLE ROCK CONST. CO. OF COLO, LLC",2,U,3,13605608.18,102.30
cdot_2022q4_nhpp_0761_238,I-76 DAHLIA TO YORK,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-03-10,cdot_cost_data_book_2022_q4,NHPP 0761-238,NHPP 0761-238 I-76 DAHLIA TO YORK,"FLATIRON CONSTRUCTORS, INC.",1,R,8,25426004.45,87.29
cdot_2022q4_nhpp_3851_018,US 385 NORTH OF CHEYENNE WELLS,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-05-26,cdot_cost_data_book_2022_q4,NHPP 3851-018,NHPP 3851-018 US 385 NORTH OF CHEYENNE WELLS,A and S CONSTRUCTION CO.,4,P,2,13523000.00,109.88
cdot_2022q4_nhpp0021_041,SH2 RESURFACING MLK TO 52ND,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-12-01,cdot_cost_data_book_2022_q4,NHPP0021-041,NHPP0021-041 SH2 RESURFACING MLK TO 52ND,"BRANNAN SAND AND GRAVEL, LLC",1,U,4,3269122.13,86.60
cdot_2022q4_nhpp0063_048,US6 / 20 ROAD INTERSECTION IMP,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-12-15,cdot_cost_data_book_2022_q4,NHPP0063-048,NHPP0063-048 US6 / 20 ROAD INTERSECTION IMP,"OLDCASTLE SW GROUP, INC.",3,R,4,3776448.13,86.54
cdot_2022q4_nhpp0063_054,US 6 FROM I70-B TO 33 RD. (MP,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-08-18,cdot_cost_data_book_2022_q4,NHPP0063-054,NHPP0063-054 US 6 FROM I70-B TO 33 RD. (MP,"OLDCASTLE SW GROUP, INC.",3,R,2,16532414.25,107.63
cdot_2022q4_nhpp0063_063,,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-02-24,cdot_cost_data_book_2022_q4,NHPP0063-063,NHPP0063-063,"OLDCASTLE SW GROUP, INC.",3,U,2,9208179.50,125.31
cdot_2022q4_nhpp0252_448,I-25 TREX NARROWS BRIDGE PREVE,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-06-23,cdot_cost_data_book_2022_q4,NHPP0252-448,NHPP0252-448 I-25 TREX NARROWS BRIDGE PREVE,THE TRUESDELL CORPORATION,1,U,4,2827827.00,94.26
cdot_2022q4_nhpp0253_275,I-25 EXPRESS LANES SEGMENT 5 &,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-03-11,cdot_cost_data_book_2022_q4,NHPP0253-275,NHPP0253-275 I-25 EXPRESS LANES SEGMENT 5 &,"RLW/SEMA, A Joint Venture",4,R,1,6514608.17,111.89
cdot_2022q4_nhpp0343_048,US 34 (MP 169.3-171.4),CDOT,CO,Colorado / CDOT District 4,Roadway,2022-11-01,cdot_cost_data_book_2022_q4,NHPP0343-048,NHPP0343-048 US 34 (MP 169.3-171.4),LAWRENCE CONSTRUCTION CO.,4,P,4,2191362.00,70.77
cdot_2022q4_nhpp0502_090,SH 50 MP 134.6-136 GUNNISON CO,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-12-22,cdot_cost_data_book_2022_q4,NHPP0502-090,NHPP0502-090 SH 50 MP 134.6-136 GUNNISON CO,"IHC Scott, Inc.",3,R,5,7499484.80,96.53
cdot_2022q4_nhpp0701_231,I-70 SALT WASH BRIDGES SCOUR,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-09-29,cdot_cost_data_book_2022_q4,NHPP0701-231,NHPP0701-231 I-70 SALT WASH BRIDGES SCOUR,"KSK, LLC",3,R,2,3300000.00,77.89
cdot_2022q4_nhpp0701_252,I-70 RIFLE TO SILT SLAB REPLAC,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-12-01,cdot_cost_data_book_2022_q4,NHPP0701-252,NHPP0701-252 I-70 RIFLE TO SILT SLAB REPLAC,"Myers & Sons Construction, LLC",3,M,2,7080420.17,66.99
cdot_2022q4_nhpp0701_253,I-70 EAST OF DEBEQUE,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-10-27,cdot_cost_data_book_2022_q4,NHPP0701-253,NHPP0701-253 I-70 EAST OF DEBEQUE,"OLDCASTLE SW GROUP, INC.",3,R,2,5028719.80,86.05
cdot_2022q4_nhpp0702_383,I-70 EB AUX FRISCO TO SILVERTH,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-01-13,cdot_cost_data_book_2022_q4,NHPP0702-383,NHPP0702-383 I-70 EB AUX FRISCO TO SILVERTH,"AMES CONSTRUCTION, INC.",3,M,5,26917300.00,119.30
cdot_2022q4_nhpp0702_413,VAIL PASS AUX PHASE 1 CAP 2,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-04-18,cdot_cost_data_book_2022_q4,NHPP0702-413,NHPP0702-413 VAIL PASS AUX PHASE 1 CAP 2,KIEWIT INFRASTRUCTURE CO.,3,M,1,21966094.79,100.00
cdot_2022q4_nhpp0702_414,VAIL PASS AUX PHASE 1 CAP 3,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-07-08,cdot_cost_data_book_2022_q4,NHPP0702-414,NHPP0702-414 VAIL PASS AUX PHASE 1 CAP 3,KIEWIT INFRASTRUCTURE CO.,3,M,1,47957757.02,100.00
cdot_2022q4_nhpp0703_472,,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-03-10,cdot_cost_data_book_2022_q4,NHPP0703-472,NHPP0703-472,"BRANNAN SAND AND GRAVEL, LLC",1,U,4,8027827.75,101.50
cdot_2022q4_nhpp0705_088,I-70 AGATE STRUCTURE REHAB,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-10-27,cdot_cost_data_book_2022_q4,NHPP0705-088,NHPP0705-088 I-70 AGATE STRUCTURE REHAB,"ABCO CONTRACTING, INC.",4,P,4,5098771.00,105.76
cdot_2022q4_nhpp072a_047,SH-72 RESURFACING: I-70 TO IND,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-06-09,cdot_cost_data_book_2022_q4,NHPP072A-047,NHPP072A-047 SH-72 RESURFACING: I-70 TO IND,"BRANNAN SAND AND GRAVEL, LLC",1,R,1,8097793.64,112.67
cdot_2022q4_nhpp0821_114,SH 82 ASPEN/INDEPENDENCE PASS,CDOT,CO,Colorado / CDOT District 3,Roadway,2022-10-13,cdot_cost_data_book_2022_q4,NHPP0821-114,NHPP0821-114 SH 82 ASPEN/INDEPENDENCE PASS,"Kilgore Companies, LLC dba Elam Construc",3,M,3,1165615.42,85.25
cdot_2022q4_nhpp083a_046,SH83 RESURFACING STROH RD TO H,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-12-08,cdot_cost_data_book_2022_q4,NHPP083A-046,NHPP083A-046 SH83 RESURFACING STROH RD TO H,"BRANNAN SAND AND GRAVEL, LLC",1,R,2,3893820.48,97.35
cdot_2022q4_nhpp0853_126,US85C: PLATTEVILLE NORTH MP (2,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-11-10,cdot_cost_data_book_2022_q4,NHPP0853-126,NHPP0853-126 US85C: PLATTEVILLE NORTH MP (2,"ASPHALT SPECIALTIES CO., INC.",4,P,5,5111254.25,74.46
cdot_2022q4_nhpp0931_033,SH93:US6 TO 58TH RESURFACING,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-12-15,cdot_cost_data_book_2022_q4,NHPP0931-033,NHPP0931-033 SH93:US6 TO 58TH RESURFACING,"OLDCASTLE SW GROUP, INC.",1,R,4,5039495.35,75.72
cdot_2022q4_nhpp1601_083,,CDOT,CO,Colorado / CDOT District 5,Roadway,2022-02-03,cdot_cost_data_book_2022_q4,NHPP1601-083,NHPP1601-083,A and S CONSTRUCTION CO.,5,R,2,21890679.16,120.85
cdot_2022q4_nhpp2873_189,US 287 (FEDERAL BLVD) - COLFAX,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-01-06,cdot_cost_data_book_2022_q4,NHPP2873-189,NHPP2873-189 US 287 (FEDERAL BLVD) - COLFAX,"BRANNAN SAND AND GRAVEL, LLC",1,U,4,4704411.40,106.92
cdot_2022q4_nhppr100_266,R1 ESSENTIAL REPAIRS,CDOT,CO,Colorado / CDOT District 1,Roadway,2022-09-01,cdot_cost_data_book_2022_q4,NHPPR100-266,NHPPR100-266 R1 ESSENTIAL REPAIRS,"STRUCTURES, INC.",1,U,3,3070798.76,133.51
cdot_2022q4_pan0761_245,ALONG I-76 & RAMPS MILEPOST 95,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-09-01,cdot_cost_data_book_2022_q4,PAN0761-245,PAN0761-245 ALONG I-76 & RAMPS MILEPOST 95,"CRUZ CONSTRUCTION, INC.",4,P,2,348232.00,110.33
cdot_2022q4_she0242_087,"US 24 SAFETY IMPRVMNTS, E OF F",CDOT,CO,Colorado / CDOT District 2,Roadway,2022-11-03,cdot_cost_data_book_2022_q4,SHE0242-087,"SHE0242-087 US 24 SAFETY IMPRVMNTS, E OF F","TEZAK HEAVY EQUIPMENT CO., INC.",2,M,3,2097272.44,110.38
cdot_2022q4_she2873_193,US 287 & CO 52 INTERSECTION IM,CDOT,CO,Colorado / CDOT District 4,Roadway,2022-09-15,cdot_cost_data_book_2022_q4,SHE2873-193,SHE2873-193 US 287 & CO 52 INTERSECTION IM,VILLALOBOS CONCRETE INC.,4,R,6,5138361.59,86.17
cdot_2022q4_sta_067a_048,Hwy 67A MP 0.00 TO MP 11.05 IN,CDOT,CO,Colorado / CDOT District 2,Roadway,2022-03-03,cdot_cost_data_book_2022_q4,STA 067A-048,STA 067A-048 Hwy 67A MP 0.00 TO MP 11.05 IN,A and S CONSTRUCTION CO.,2,R,3,4623000.00,102.73
