bid_tab_item_id,project_id,source_id,source_file,sheet_name,workbook_row,project_number,source_item_number,source_item_code,source_item_code_system,source_spec_raw,source_item_description,item_code,item_description,unit_raw,unit_normalized,quantity,engineer_estimate_unit_price,average_bid_unit_price,matched_agency_item_code,match_status,date_basis,engineer_estimate_quantity,audit_estimate_unit_price,audit_estimate_extended_price
fhu_west_colfax_phase_2_20260123_row_0038,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,38,FHU-W-COLFAX-PH2,34,208-00012,CDOT,208-00012,EROSION LOG TYPE 1 (9 INCH),208-00012,EROSION LOG TYPE 1 (9 INCH),LF,LF,110,12.00,,208-00012,matched,2026-01-23,110,,
fhu_west_colfax_phase_2_20260123_row_0039,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,39,FHU-W-COLFAX-PH2,35,208-00035,CDOT,208-00035,AGGREGATE BAG,208-00035,AGGREGATE BAG,LF,LF,94,31.00,,208-00035,matched,2026-01-23,94,,
fhu_west_colfax_phase_2_20260123_row_0040,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,40,FHU-W-COLFAX-PH2,36,208-00045,CDOT,208-00045,CONCRETE WASHOUT STRUCTURE,208-00045,CONCRETE WASHOUT STRUCTURE,EACH,EACH,5,2500.00,,208-00045,matched,2026-01-23,5,,
fhu_west_colfax_phase_2_20260123_row_0041,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,41,FHU-W-COLFAX-PH2,37,208-00051,CDOT,208-00051,STORM DRAIN INLET PROTECTION (TYPE I),208-00051,STORM DRAIN INLET PROTECTION (TYPE I),LF,LF,443,32.00,,208-00051,matched,2026-01-23,443,,
fhu_west_colfax_phase_2_20260123_row_0042,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,42,FHU-W-COLFAX-PH2,38,208-00052,CDOT,208-00052,STORM DRAIN INLET PROTECTION (TYPE II),208-00052,STORM DRAIN INLET PROTECTION (TYPE II),LF,LF,670,40.00,,208-00052,matched,2026-01-23,670,,
fhu_west_colfax_phase_2_20260123_row_0043,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,43,FHU-W-COLFAX-PH2,39,208-00075,CDOT,208-00075,PRE-FABRICATED VEHICLE TRACKING PAD,208-00075,PRE-FABRICATED VEHICLE TRACKING PAD,EACH,EACH,8,3800.00,,208-00075,matched,2026-01-23,8,,
fhu_west_colfax_phase_2_20260123_row_0044,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,44,FHU-W-COLFAX-PH2,40,208-00106,CDOT,208-00106,SWEEPING (SEDIMENT REMOVAL),208-00106,SWEEPING (SEDIMENT REMOVAL),HOUR,HOUR,65,200.00,,208-00106,matched,2026-01-23,65,,
fhu_west_colfax_phase_2_20260123_row_0045,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,45,FHU-W-COLFAX-PH2,41,210-00001,CDOT,210-00001,RESET STRUCTURE,210-00001,RESET STRUCTURE,EACH,EACH,2,5000.00,,210-00001,matched,2026-01-23,2,,
fhu_west_colfax_phase_2_20260123_row_0046,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,46,FHU-W-COLFAX-PH2,42,210-00050,CDOT,210-00050,RESET FIRE HYDRANT,210-00050,RESET FIRE HYDRANT,EACH,EACH,8,4000.00,,210-00050,matched,2026-01-23,8,,
fhu_west_colfax_phase_2_20260123_row_0047,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,47,FHU-W-COLFAX-PH2,43,210-00473,CDOT,210-00473,RESET TV CAMERAS,210-00473,RESET TV CAMERAS,EACH,EACH,5,1500.00,,210-00473,matched,2026-01-23,5,,
fhu_west_colfax_phase_2_20260123_row_0048,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,48,FHU-W-COLFAX-PH2,44,210-00479,CDOT,210-00479,RESET RADIO COMMUNICATION ANTENNA,210-00479,RESET RADIO COMMUNICATION ANTENNA,EACH,EACH,1,1000.00,,210-00479,matched,2026-01-23,1,,
fhu_west_colfax_phase_2_20260123_row_0049,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,49,FHU-W-COLFAX-PH2,45,210-00530,CDOT,210-00530,REBUILD PORTIONS OF PRESENT STRUCTURE,210-00530,REBUILD PORTIONS OF PRESENT STRUCTURE,SF,SF,124,100.00,,210-00530,matched,2026-01-23,124,,
fhu_west_colfax_phase_2_20260123_row_0050,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,50,FHU-W-COLFAX-PH2,46,210-00815,CDOT,210-00815,RESET SIGN PANEL,210-00815,RESET SIGN PANEL,EACH,EACH,79,250.00,,210-00815,matched,2026-01-23,79,,
fhu_west_colfax_phase_2_20260123_row_0051,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,51,FHU-W-COLFAX-PH2,47,210-00867,CDOT,210-00867,RESET FIRE PREEMPTION UNIT,210-00867,RESET FIRE PREEMPTION UNIT,EACH,EACH,7,1000.00,,210-00867,matched,2026-01-23,7,,
fhu_west_colfax_phase_2_20260123_row_0052,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,52,FHU-W-COLFAX-PH2,48,210-00882,CDOT,210-00882,RESET TRAFFIC SIGNAL VEHICLE DETECTOR,210-00882,RESET TRAFFIC SIGNAL VEHICLE DETECTOR,EACH,EACH,2,1500.00,,210-00882,matched,2026-01-23,2,,
fhu_west_colfax_phase_2_20260123_row_0053,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,53,FHU-W-COLFAX-PH2,49,210-04010,CDOT,210-04010,ADJUST MANHOLE,210-04010,ADJUST MANHOLE,EACH,EACH,13,1200.00,,210-04010,matched,2026-01-23,13,,
fhu_west_colfax_phase_2_20260123_row_0054,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,54,FHU-W-COLFAX-PH2,50,210-04015,CDOT,210-04015,MODIFY MANHOLE,210-04015,MODIFY MANHOLE,EACH,EACH,7,10000.00,,210-04015,matched,2026-01-23,7,,
fhu_west_colfax_phase_2_20260123_row_0055,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,55,FHU-W-COLFAX-PH2,51,210-04020,CDOT,210-04020,MODIFY INLET,210-04020,MODIFY INLET,EACH,EACH,5,5000.00,,210-04020,matched,2026-01-23,5,,
fhu_west_colfax_phase_2_20260123_row_0056,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,56,FHU-W-COLFAX-PH2,52,210-04050,CDOT,210-04050,ADJUST VALVE BOX,210-04050,ADJUST VALVE BOX,EACH,EACH,65,600.00,,210-04050,matched,2026-01-23,65,,
fhu_west_colfax_phase_2_20260123_row_0057,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,57,FHU-W-COLFAX-PH2,53,210-04060,CDOT,210-04060,ADJUST WATER METER,210-04060,ADJUST WATER METER,EACH,EACH,41,1200.00,,210-04060,matched,2026-01-23,41,,
fhu_west_colfax_phase_2_20260123_row_0058,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,58,FHU-W-COLFAX-PH2,54,211-03005,CDOT,211-03005,DEWATERING,211-03005,DEWATERING,L S,L S,1,20000.00,,211-03005,matched,2026-01-23,1,,
fhu_west_colfax_phase_2_20260123_row_0059,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,59,FHU-W-COLFAX-PH2,55,212-00032,CDOT,212-00032,SOIL CONDITIONING,212-00032,SOIL CONDITIONING,ACRE,ACRE,1,5000.00,,212-00032,matched,2026-01-23,1,,
fhu_west_colfax_phase_2_20260123_row_0060,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,60,FHU-W-COLFAX-PH2,56,212-00706,CDOT,212-00706,SEEDING (NATIVE) DRILL,212-00706,SEEDING (NATIVE) DRILL,ACRE,ACRE,0.71,1000.00,,212-00706,matched,2026-01-23,0.71,,
fhu_west_colfax_phase_2_20260123_row_0061,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,61,FHU-W-COLFAX-PH2,57,212-00708,CDOT,212-00708,SEEDING (NATIVE) BROADCAST,212-00708,SEEDING (NATIVE) BROADCAST,ACRE,ACRE,0.21,3000.00,,212-00708,matched,2026-01-23,0.21,,
fhu_west_colfax_phase_2_20260123_row_0062,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,62,FHU-W-COLFAX-PH2,58,213-00004,CDOT,213-00004,MULCHING (WEED FREE STRAW),213-00004,MULCHING (WEED FREE STRAW),ACRE,ACRE,0.61,30000.00,,213-00004,matched,2026-01-23,0.61,,
fhu_west_colfax_phase_2_20260123_row_0063,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,63,FHU-W-COLFAX-PH2,59,213-00061,CDOT,213-00061,MULCH TACKIFIER,213-00061,MULCH TACKIFIER,LB,LB,122,5.00,,213-00061,matched,2026-01-23,122,,
fhu_west_colfax_phase_2_20260123_row_0064,fhu_estimate_west_colfax_phase_2_2026_01_23,fhu_estimate_west_colfax_phase_2_2026_01_23,Cost Estimate Data Tracking-MASTER.xlsx,W Colfasx Ph2,64,FHU-W-COLFAX-PH2,60,213-00067,CDOT,213-00067,ROCK MULCH (WEED FREE),213-00067,ROCK MULCH (WEED FREE),SF,SF,58390,4.00,,213-00067,matched,2026-01-23,58390,,
