source_file,source_period,page_number,item_code,item_description,unit_raw,unit_normalized,project_location_raw,date_let,quantity,engineer_estimate_unit_price,average_bid_unit_price,awarded_bid_unit_price,raw_text
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,IM0762-060 I-76 (MP 132.9-149.3),2024-04-25,1.00,150000.00,65934.38,54703.47,IM0762-060 I-76 (MP 132.9-149.3) 04/25/24 1.00 150000.00 65934.38 54703.47
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,NHPP0702-417 I70 MP 179-192 EAGLE COUNTY,2024-05-01,1.00,404895.15,404895.15,404895.15,NHPP0702-417 I70 MP 179-192 EAGLE COUNTY 05/01/24 1.00 404895.15 404895.15 404895.15
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,NHPP070A-037 I-70B SOUTH OF ROOD,2024-05-02,1.00,26000.00,50000.00,50000.00,NHPP070A-037 I-70B SOUTH OF ROOD 05/02/24 1.00 26000.00 50000.00 50000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,C133A-054 SH133 Rockfall Mitigation MP2,2024-05-09,1.00,25000.00,89178.58,74306.73,C133A-054 SH133 Rockfall Mitigation MP2 05/09/24 1.00 25000.00 89178.58 74306.73
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,"2670703-511 HWY 40, I-70 INTERCHANGE (EL",2024-05-16,1.00,10000.00,32279.67,32500.00,"2670703-511 HWY 40, I-70 INTERCHANGE (EL 05/16/24 1.00 10000.00 32279.67 32500.00"
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,NHPP007A-027 SH7 FROM I-25 TO US85,2024-06-06,1.00,28987.30,47551.13,35000.00,NHPP007A-027 SH7 FROM I-25 TO US85 06/06/24 1.00 28987.30 47551.13 35000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,FSA2873-222 FEDERAL BLVD (SH 287C): FROM,2024-06-06,1.00,30000.00,20233.33,2500.00,FSA2873-222 FEDERAL BLVD (SH 287C): FROM 06/06/24 1.00 30000.00 20233.33 2500.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,NHPP0703-516 I-70 TOP OF FLOYD HILL TO VET | FBR0703-528 I70,2024-06-25,1.00,737477.54,671090.22,671090.22,NHPP0703-516 I-70 TOP OF FLOYD HILL TO VET 06/25/24 1.00 737477.54 671090.22 671090.22 | FBR0703-528 I70
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,MTCER400-407 I25 FRONTAGE ROAD MP 254-270,2024-07-11,1.00,10000.00,6426.67,2700.00,MTCER400-407 I25 FRONTAGE ROAD MP 254-270 07/11/24 1.00 10000.00 6426.67 2700.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,STA119A-077 CO 119 (MM 44.237-55.5),2024-08-09,0.40,173701.78,173701.78,173701.78,STA119A-077 CO 119 (MM 44.237-55.5) 08/09/24 0.40 173701.78 173701.78 173701.78
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,STA119A-077 CO 119 (MM 44.237-55.5),2024-08-09,0.40,173701.78,173701.78,173701.78,STA119A-077 CO 119 (MM 44.237-55.5) 08/09/24 0.40 173701.78 173701.78 173701.78
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,STA119A-077 CO 119 (MM 44.237-55.5),2024-08-09,0.20,173701.78,173701.78,173701.78,STA119A-077 CO 119 (MM 44.237-55.5) 08/09/24 0.20 173701.78 173701.78 173701.78
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,16,201-00000,Clear and Grub,Lump Sum,L S,BR025A-049 PUEBLO,2024-08-15,1.00,40000.00,1280750.00,2125000.00,BR025A-049 PUEBLO 08/15/24 1.00 40000.00 1280750.00 2125000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,STA2873-229 US 287 MP 354.71 TO MP 355.70,2024-09-12,1.00,15000.00,14228.25,23000.00,STA2873-229 US 287 MP 354.71 TO MP 355.70 09/12/24 1.00 15000.00 14228.25 23000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,STR0711-023 SH71C BETWEEN ROCKY FORD AND,2024-10-10,1.00,15000.59,19456.64,17500.00,STR0711-023 SH71C BETWEEN ROCKY FORD AND 10/10/24 1.00 15000.59 19456.64 17500.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,FBR0061-092 TIMBER BRIDGE REPLACEMENTS NE | BR0061-093 TIMBER BRIDGE REPLACEMENTS NE,2024-10-17,1.00,50000.00,133262.30,146700.00,FBR0061-092 TIMBER BRIDGE REPLACEMENTS NE 10/17/24 1.00 50000.00 133262.30 146700.00 | BR0061-093 TIMBER BRIDGE REPLACEMENTS NE
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,STR092A-029 SH92 Rogers Mesa Reconstruct,2024-10-24,1.00,80000.00,150000.00,150000.00,STR092A-029 SH92 Rogers Mesa Reconstruct 10/24/24 1.00 80000.00 150000.00 150000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,NHPP0253-301 I-25 SEGMENT 5 (MP 242.5 TO 2,2024-10-30,1.00,826876.40,936954.60,936954.60,NHPP0253-301 I-25 SEGMENT 5 (MP 242.5 TO 2 10/30/24 1.00 826876.40 936954.60 936954.60
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,267151A-011 SH 151 MM 12.8 - 26,2024-10-31,1.00,30000.00,19420.90,27270.00,267151A-011 SH 151 MM 12.8 - 26 10/31/24 1.00 30000.00 19420.90 27270.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,C052A-051 SH52 MP 54.58 TO 60.753,2024-10-31,1.00,20000.00,49547.13,20000.00,C052A-051 SH52 MP 54.58 TO 60.753 10/31/24 1.00 20000.00 49547.13 20000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,NHPP1602-165 US 160 PAGOSA RECONSTRUCT,2024-11-07,1.00,30000.00,118666.67,150000.00,NHPP1602-165 US 160 PAGOSA RECONSTRUCT 11/07/24 1.00 30000.00 118666.67 150000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,C5502-113 US 550 WALL MP 56.7 & DEER CR,2024-11-14,1.00,200000.00,152287.31,90000.00,C5502-113 US 550 WALL MP 56.7 & DEER CR 11/14/24 1.00 200000.00 152287.31 90000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,NH2854-154 US 285 FROM MP 220-228.8,2024-11-21,1.00,1000.00,10134.91,5040.00,NH2854-154 US 285 FROM MP 220-228.8 11/21/24 1.00 1000.00 10134.91 5040.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,FSA007A-037 SH 7 AND AIRPORT DR INTERSECT,2024-11-21,1.00,20000.00,48754.97,45000.00,FSA007A-037 SH 7 AND AIRPORT DR INTERSECT 11/21/24 1.00 20000.00 48754.97 45000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,"SRPSW03-069 CR U CR 31, BRUSH, MORGAN COU",2024-11-21,1.00,50000.00,32500.00,15000.00,"SRPSW03-069 CR U CR 31, BRUSH, MORGAN COU 11/21/24 1.00 50000.00 32500.00 15000.00"
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,"STR0211-029 SH21A MP136.5, EAST OF GRINNE",2024-12-09,1.00,21175.04,10035.31,13570.61,"STR0211-029 SH21A MP136.5, EAST OF GRINNE 12/09/24 1.00 21175.04 10035.31 13570.61"
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,STR133A-056 SH 133A MM 42.0-66.5 US 6D MM,2024-12-12,1.00,30000.00,12500.00,10000.00,STR133A-056 SH 133A MM 42.0-66.5 | US 6D MM | 12/12/24 1.00 30000.00 12500.00 10000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,2670253-288 I-25 & SH-7,2024-12-19,1.00,79821.18,124831.37,29000.00,2670253-288 I-25 & SH-7 12/19/24 1.00 79821.18 124831.37 29000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,STM067A-049 SH 67 - MP 76.92 TO MP 78.20,2024-12-19,1.00,50000.00,24837.43,15512.30,STM067A-049 SH 67 - MP 76.92 TO MP 78.20 12/19/24 1.00 50000.00 24837.43 15512.30
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00000,Clear and Grub,Lump Sum,L S,C1601-085 US 160D MANCOS CO,2024-12-19,1.00,30000.00,25100.00,10200.00,C1601-085 US 160D MANCOS CO 12/19/24 1.00 30000.00 25100.00 10200.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00001,Clear and Grub,Acre,ACRE,C0402-101 US 40 AND DOWNHILL DRIVE IN S,2024-01-11,0.86,10000.00,125000.00,125000.00,C0402-101 US 40 AND DOWNHILL DRIVE IN S 01/11/24 0.86 10000.00 125000.00 125000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,17,201-00001,Clear and Grub,Acre,ACRE,FSA0661-017 SH 66 AND WCR 21 WIDENING,2024-01-11,6.40,6000.00,9937.50,1850.00,FSA0661-017 SH 66 AND WCR 21 WIDENING 01/11/24 6.40 6000.00 9937.50 1850.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,C0502-089 US 50/US 285 INTERSECTION & U,2024-01-18,2.60,3000.00,13500.00,15000.00,C0502-089 US 50/US 285 INTERSECTION & U 01/18/24 2.60 3000.00 13500.00 15000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,FSA4701-135 RAMP TERMINAL INTERSECTIONS O,2024-02-15,2.30,22474.65,14801.62,30000.00,FSA4701-135 RAMP TERMINAL INTERSECTIONS O 02/15/24 2.30 22474.65 14801.62 30000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,"FSA0851-012 US 85 & CARSON BLVD, FOUNTAIN",2024-06-13,1.64,21657.75,15654.33,15000.00,"FSA0851-012 US 85 & CARSON BLVD, FOUNTAIN 06/13/24 1.64 21657.75 15654.33 15000.00"
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,NHPP0252-510 NB I-25 EAST OF THE NB REST S,2024-07-11,0.10,229029.92,75198.13,27700.00,NHPP0252-510 NB I-25 EAST OF THE NB REST S 07/11/24 0.10 229029.92 75198.13 27700.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,NH0853-089 US 34 & US 85 INTERCHANGE IN,2024-08-29,1.20,20000.00,23524.40,14000.00,NH0853-089 US 34 & US 85 INTERCHANGE IN 08/29/24 1.20 20000.00 23524.40 14000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,2670252-504 I25 GREENLAND WILDLIFE OVERPA,2024-10-24,13.00,6427.68,8364.88,4900.00,2670252-504 I25 GREENLAND WILDLIFE OVERPA 10/24/24 13.00 6427.68 8364.88 4900.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,STM1151-041 SH 115A - M.P. 46 TO M.P. 47.,2024-10-31,0.10,85177.52,20654.74,27750.00,STM1151-041 SH 115A - M.P. 46 TO M.P. 47. 10/31/24 0.10 85177.52 20654.74 27750.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,PWQ1211-105 12TH AND WADSWORTH SE QUADRAN,2024-11-21,0.50,10000.00,12150.00,10000.00,PWQ1211-105 12TH AND WADSWORTH SE QUADRAN 11/21/24 0.50 10000.00 12150.00 10000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,NHPP1603-036 US 160 FT GARLAND SAFETY MITI,2024-11-21,7.00,30000.00,11525.89,4508.00,NHPP1603-036 US 160 FT GARLAND SAFETY MITI 11/21/24 7.00 30000.00 11525.89 4508.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00001,Clear and Grub,Acre,ACRE,STM0242-099 US 24 FROM @ LAKE GEORGE TO W,2024-12-19,0.50,23420.63,31821.52,25464.55,STM0242-099 US 24 FROM @ LAKE GEORGE TO W 12/19/24 0.50 23420.63 31821.52 25464.55
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00005,Rem of Debris,Lump Sum,L S,NHPP2706-052 I-270 YORK BRIDGE PREVENTATIV,2024-09-26,1.00,25000.00,19672.63,6628.13,NHPP2706-052 I-270 YORK BRIDGE PREVENTATIV 09/26/24 1.00 25000.00 19672.63 6628.13
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,18,201-00005,Rem of Debris,Lump Sum,L S,IM0251-364 I25A NORTH OF TRINIDAD SURFAC,2024-12-12,1.00,40000.00,40000.00,40000.00,IM0251-364 I25A NORTH OF TRINIDAD SURFAC 12/12/24 1.00 40000.00 40000.00 40000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,19,201-00007,Rem of Debris,Each,EACH,NHPP1602-165 US 160 PAGOSA RECONSTRUCT,2024-11-07,5.00,7620.00,6548.33,13000.00,NHPP1602-165 US 160 PAGOSA RECONSTRUCT 11/07/24 5.00 7620.00 6548.33 13000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,19,201-00007,Rem of Debris,Each,EACH,BR0705-090 I-70 (MP 361-395),2024-11-21,4.00,5000.00,6694.20,1476.81,BR0705-090 I-70 (MP 361-395) 11/21/24 4.00 5000.00 6694.20 1476.81
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,19,201-00816,Res Sign Panel (Spec),Each,EACH,FSA4701-135 RAMP TERMINAL INTERSECTIONS O,2024-02-15,13.00,300.00,782.60,408.00,FSA4701-135 RAMP TERMINAL INTERSECTIONS O 02/15/24 13.00 300.00 782.60 408.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,19,201-00816,Res Sign Panel (Spec),Each,EACH,FBR0061-092 TIMBER BRIDGE REPLACEMENTS NE | BR0061-093 TIMBER BRIDGE REPLACEMENTS NE,2024-10-17,1.00,1000.00,1454.18,1640.00,FBR0061-092 TIMBER BRIDGE REPLACEMENTS NE 10/17/24 1.00 1000.00 1454.18 1640.00 | BR0061-093 TIMBER BRIDGE REPLACEMENTS NE
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,19,202-00000,Rem Str and Obstructions,Lump Sum,L S,FSA0661-017 SH 66 AND WCR 21 WIDENING,2024-01-11,1.00,3000.00,4172.50,1035.00,FSA0661-017 SH 66 AND WCR 21 WIDENING 01/11/24 1.00 3000.00 4172.50 1035.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,20,202-00000,Rem Str and Obstructions,Lump Sum,L S,"ER0171-112 SH 17 MP 0.3, 3.0 EMERGENCY C",2024-06-20,1.00,5000.00,34165.97,5000.00,"ER0171-112 SH 17 MP 0.3, 3.0 EMERGENCY C 06/20/24 1.00 5000.00 34165.97 5000.00"
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,20,202-00000,Rem Str and Obstructions,Lump Sum,L S,STA119A-077 CO 119 (MM 44.237-55.5),2024-08-09,1.00,20144.43,20144.43,20144.43,STA119A-077 CO 119 (MM 44.237-55.5) 08/09/24 1.00 20144.43 20144.43 20144.43
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,20,202-00000,Rem Str and Obstructions,Lump Sum,L S,FSA072A-051 SH 72 AT 80TH AVE,2024-10-09,1.00,20000.00,20417.51,20417.51,FSA072A-051 SH 72 AT 80TH AVE 10/09/24 1.00 20000.00 20417.51 20417.51
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,20,202-00000,Rem Str and Obstructions,Lump Sum,L S,STR092A-029 SH92 Rogers Mesa Reconstruct,2024-10-24,1.00,80000.00,100000.00,100000.00,STR092A-029 SH92 Rogers Mesa Reconstruct 10/24/24 1.00 80000.00 100000.00 100000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,20,202-00000,Rem Str and Obstructions,Lump Sum,L S,2670253-288 I-25 & SH-7,2024-12-19,1.00,10000.00,2427.46,1.00,2670253-288 I-25 & SH-7 12/19/24 1.00 10000.00 2427.46 1.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,20,202-00000,Rem Str and Obstructions,Lump Sum,L S,NHPP0852-110 US85(SANTA FE DR.):FLORIDA TO,2024-12-19,1.00,15000.00,8463.14,7934.59,NHPP0852-110 US85(SANTA FE DR.):FLORIDA TO 12/19/24 1.00 15000.00 8463.14 7934.59
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,20,202-00001,Rem Structure,Each,EACH,C0402-101 US 40 AND DOWNHILL DRIVE IN S,2024-01-11,2.00,10000.00,11000.00,11000.00,C0402-101 US 40 AND DOWNHILL DRIVE IN S 01/11/24 2.00 10000.00 11000.00 11000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,20,202-00001,Rem Structure,Each,EACH,NHPP0703-516 I-70 TOP OF FLOYD HILL TO VET | FBR0703-528 I70,2024-06-25,2.00,12988.40,8936.06,8936.06,NHPP0703-516 I-70 TOP OF FLOYD HILL TO VET 06/25/24 2.00 12988.40 8936.06 8936.06 | FBR0703-528 I70
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,20,202-00001,Rem Structure,Each,EACH,STA119A-077 CO 119 (MM 44.237-55.5),2024-08-09,1.00,13013.53,13013.53,13013.53,STA119A-077 CO 119 (MM 44.237-55.5) 08/09/24 1.00 13013.53 13013.53 13013.53
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,21,202-00001,Rem Structure,Each,EACH,STR092A-029 SH92 Rogers Mesa Reconstruct,2024-10-24,3.00,6000.00,7000.00,7000.00,STR092A-029 SH92 Rogers Mesa Reconstruct 10/24/24 3.00 6000.00 7000.00 7000.00
CDOTRM_EEMA_Cost_Data_Book_-_2024_-_4th_Qtr_-_4-17-2026.pdf,2024 Q4,21,202-00001,Rem Structure,Each,EACH,NHPP0253-301 I-25 SEGMENT 5 (MP 242.5 TO 2,2024-10-30,1.00,2804.02,3000.30,3000.30,NHPP0253-301 I-25 SEGMENT 5 (MP 242.5 TO 2 10/30/24 1.00 2804.02 3000.30 3000.30
