catalog_row_id,agency_item_id,agency_item_code,description,unit_raw,unit_normalized,specification_year,specification_reference,item_status,source_id,source_page,source_locator
ne_ndot_catalog_1117.00,ne_ndot_1117.00,1117.00,REMOVE MANHOLE,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1117.00
ne_ndot_catalog_1117.01,ne_ndot_1117.01,1117.01,REMOVE MANHOLE,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1117.01
ne_ndot_catalog_1118.00,ne_ndot_1118.00,1118.00,REMOVE CATCH BASIN,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1118.00
ne_ndot_catalog_1118.25,ne_ndot_1118.25,1118.25,REMOVE SPLASH BASIN,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1118.25
ne_ndot_catalog_1119.00,ne_ndot_1119.00,1119.00,REMOVE INLET,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1119.00
ne_ndot_catalog_1119.01,ne_ndot_1119.01,1119.01,REMOVE GRATE INLET,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1119.01
ne_ndot_catalog_1119.05,ne_ndot_1119.05,1119.05,REMOVE AREA INLET,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1119.05
ne_ndot_catalog_1119.10,ne_ndot_1119.10,1119.10,REMOVE GRATE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1119.10
ne_ndot_catalog_1119.50,ne_ndot_1119.50,1119.50,REMOVE JUNCTION BOX,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1119.50
ne_ndot_catalog_1120.00,ne_ndot_1120.00,1120.00,REMOVE DISCHARGE STRUCTURE,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1120.00
ne_ndot_catalog_1121.00,ne_ndot_1121.00,1121.00,REMOVE CONCRETE FLUME,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,20,stditeme06252010.pdf#page=20;item=1121.00
ne_ndot_catalog_1121.02,ne_ndot_1121.02,1121.02,REMOVE CONCRETE FLUME,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1121.02
ne_ndot_catalog_1121.10,ne_ndot_1121.10,1121.10,REMOVE FLUME,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1121.10
ne_ndot_catalog_1121.20,ne_ndot_1121.20,1121.20,REMOVE FLUME SPILLWAY,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1121.20
ne_ndot_catalog_1122.01,ne_ndot_1122.01,1122.01,REMOVE CONCRETE MEDIAN SURFACING,SQ YD,SY,07,203.00,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1122.01
ne_ndot_catalog_1122.20,ne_ndot_1122.20,1122.20,REMOVE RAISED MEDIAN,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1122.20
ne_ndot_catalog_1122.30,ne_ndot_1122.30,1122.30,REMOVE ISLAND NOSE,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1122.30
ne_ndot_catalog_1122.85,ne_ndot_1122.85,1122.85,REMOVE GABION,CU YD,CY,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1122.85
ne_ndot_catalog_1122.87,ne_ndot_1122.87,1122.87,REMOVE GABION,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1122.87
ne_ndot_catalog_1122.88,ne_ndot_1122.88,1122.88,REMOVE GABION,SQ YD,SY,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1122.88
ne_ndot_catalog_1122.90,ne_ndot_1122.90,1122.90,BREAKING CONCRETE DITCH LINER,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1122.90
ne_ndot_catalog_1123.00,ne_ndot_1123.00,1123.00,REMOVE CONCRETE DITCH LINER,SQ YD,SY,07,203.00,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1123.00
ne_ndot_catalog_1123.10,ne_ndot_1123.10,1123.10,REMOVE CONCRETE IRRIGATION LATERAL,LIN FT,LF,07,203.00,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1123.10
ne_ndot_catalog_1123.26,ne_ndot_1123.26,1123.26,REMOVE CONCRETE SLOPE PROTECTION,SQ YD,SY,07,203.00,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1123.26
ne_ndot_catalog_1123.30,ne_ndot_1123.30,1123.30,REMOVE STONE SLOPE PROTECTION,SQ YD,SY,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1123.30
ne_ndot_catalog_1123.50,ne_ndot_1123.50,1123.50,REMOVE CONCRETE FOUNDATION,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1123.50
ne_ndot_catalog_1123.55,ne_ndot_1123.55,1123.55,REMOVE FOOTING,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1123.55
ne_ndot_catalog_1123.75,ne_ndot_1123.75,1123.75,REMOVE CONCRETE SIGN BASE,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1123.75
ne_ndot_catalog_1123.80,ne_ndot_1123.80,1123.80,REMOVE CONCRETE GUARDRAIL TERMINAL ANCHOR,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1123.80
ne_ndot_catalog_1123.85,ne_ndot_1123.85,1123.85,REMOVE CONCRETE DOCK,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,21,stditeme06252010.pdf#page=21;item=1123.85
ne_ndot_catalog_1123.90,ne_ndot_1123.90,1123.90,REMOVE CONCRETE DOCK,SQ FT,SF,07,,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1123.90
ne_ndot_catalog_1123.95,ne_ndot_1123.95,1123.95,REMOVE SCALE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1123.95
ne_ndot_catalog_1123.96,ne_ndot_1123.96,1123.96,REMOVE SCALE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1123.96
ne_ndot_catalog_1124.00,ne_ndot_1124.00,1124.00,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.00
ne_ndot_catalog_1124.01,ne_ndot_1124.01,1124.01,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.01
ne_ndot_catalog_1124.02,ne_ndot_1124.02,1124.02,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.02
ne_ndot_catalog_1124.03,ne_ndot_1124.03,1124.03,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.03
ne_ndot_catalog_1124.04,ne_ndot_1124.04,1124.04,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.04
ne_ndot_catalog_1124.05,ne_ndot_1124.05,1124.05,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.05
ne_ndot_catalog_1124.06,ne_ndot_1124.06,1124.06,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.06
ne_ndot_catalog_1124.07,ne_ndot_1124.07,1124.07,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.07
ne_ndot_catalog_1124.08,ne_ndot_1124.08,1124.08,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.08
ne_ndot_catalog_1124.09,ne_ndot_1124.09,1124.09,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.09
ne_ndot_catalog_1124.10,ne_ndot_1124.10,1124.10,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.10
ne_ndot_catalog_1124.11,ne_ndot_1124.11,1124.11,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.11
ne_ndot_catalog_1124.12,ne_ndot_1124.12,1124.12,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.12
ne_ndot_catalog_1124.13,ne_ndot_1124.13,1124.13,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.13
ne_ndot_catalog_1124.14,ne_ndot_1124.14,1124.14,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.14
ne_ndot_catalog_1124.15,ne_ndot_1124.15,1124.15,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,22,stditeme06252010.pdf#page=22;item=1124.15
ne_ndot_catalog_1124.16,ne_ndot_1124.16,1124.16,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.16
ne_ndot_catalog_1124.17,ne_ndot_1124.17,1124.17,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.17
ne_ndot_catalog_1124.18,ne_ndot_1124.18,1124.18,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.18
ne_ndot_catalog_1124.19,ne_ndot_1124.19,1124.19,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.19
ne_ndot_catalog_1124.20,ne_ndot_1124.20,1124.20,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.20
ne_ndot_catalog_1124.21,ne_ndot_1124.21,1124.21,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.21
ne_ndot_catalog_1124.22,ne_ndot_1124.22,1124.22,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.22
ne_ndot_catalog_1124.23,ne_ndot_1124.23,1124.23,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.23
ne_ndot_catalog_1124.24,ne_ndot_1124.24,1124.24,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.24
ne_ndot_catalog_1124.25,ne_ndot_1124.25,1124.25,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.25
ne_ndot_catalog_1124.26,ne_ndot_1124.26,1124.26,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.26
ne_ndot_catalog_1124.27,ne_ndot_1124.27,1124.27,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.27
ne_ndot_catalog_1124.28,ne_ndot_1124.28,1124.28,REMOVE BUILDING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1124.28
ne_ndot_catalog_1125.00,ne_ndot_1125.00,1125.00,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1125.00
ne_ndot_catalog_1125.01,ne_ndot_1125.01,1125.01,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1125.01
ne_ndot_catalog_1125.02,ne_ndot_1125.02,1125.02,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1125.02
ne_ndot_catalog_1125.03,ne_ndot_1125.03,1125.03,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1125.03
ne_ndot_catalog_1125.04,ne_ndot_1125.04,1125.04,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1125.04
ne_ndot_catalog_1125.05,ne_ndot_1125.05,1125.05,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,23,stditeme06252010.pdf#page=23;item=1125.05
ne_ndot_catalog_1125.06,ne_ndot_1125.06,1125.06,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.06
ne_ndot_catalog_1125.07,ne_ndot_1125.07,1125.07,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.07
ne_ndot_catalog_1125.08,ne_ndot_1125.08,1125.08,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.08
ne_ndot_catalog_1125.09,ne_ndot_1125.09,1125.09,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.09
ne_ndot_catalog_1125.10,ne_ndot_1125.10,1125.10,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.10
ne_ndot_catalog_1125.11,ne_ndot_1125.11,1125.11,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.11
ne_ndot_catalog_1125.12,ne_ndot_1125.12,1125.12,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.12
ne_ndot_catalog_1125.13,ne_ndot_1125.13,1125.13,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.13
ne_ndot_catalog_1125.14,ne_ndot_1125.14,1125.14,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.14
ne_ndot_catalog_1125.15,ne_ndot_1125.15,1125.15,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.15
ne_ndot_catalog_1125.16,ne_ndot_1125.16,1125.16,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.16
ne_ndot_catalog_1125.17,ne_ndot_1125.17,1125.17,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.17
ne_ndot_catalog_1125.18,ne_ndot_1125.18,1125.18,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.18
ne_ndot_catalog_1125.19,ne_ndot_1125.19,1125.19,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.19
ne_ndot_catalog_1125.20,ne_ndot_1125.20,1125.20,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.20
ne_ndot_catalog_1125.21,ne_ndot_1125.21,1125.21,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.21
ne_ndot_catalog_1125.22,ne_ndot_1125.22,1125.22,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.22
ne_ndot_catalog_1125.23,ne_ndot_1125.23,1125.23,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.23
ne_ndot_catalog_1125.24,ne_ndot_1125.24,1125.24,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,24,stditeme06252010.pdf#page=24;item=1125.24
ne_ndot_catalog_1125.25,ne_ndot_1125.25,1125.25,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1125.25
ne_ndot_catalog_1125.26,ne_ndot_1125.26,1125.26,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1125.26
ne_ndot_catalog_1125.27,ne_ndot_1125.27,1125.27,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1125.27
ne_ndot_catalog_1125.28,ne_ndot_1125.28,1125.28,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1125.28
ne_ndot_catalog_1125.29,ne_ndot_1125.29,1125.29,CLEAR TRACT,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1125.29
ne_ndot_catalog_1125.50,ne_ndot_1125.50,1125.50,AREA CLEANUP,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1125.50
ne_ndot_catalog_1125.75,ne_ndot_1125.75,1125.75,DITCH CLEAN OUT,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1125.75
ne_ndot_catalog_1125.76,ne_ndot_1125.76,1125.76,DITCH CLEAN OUT,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1125.76
ne_ndot_catalog_1125.77,ne_ndot_1125.77,1125.77,DITCH CLEANOUT,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1125.77
ne_ndot_catalog_1127.00,ne_ndot_1127.00,1127.00,BEACON SYSTEM REMOVAL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1127.00
ne_ndot_catalog_1128.00,ne_ndot_1128.00,1128.00,REMOVE SLAB,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1128.00
ne_ndot_catalog_1128.50,ne_ndot_1128.50,1128.50,REMOVE SLAB,SQ YD,SY,07,203.00,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1128.50
ne_ndot_catalog_1129.00,ne_ndot_1129.00,1129.00,REMOVE TANK,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1129.00
ne_ndot_catalog_1129.01,ne_ndot_1129.01,1129.01,REMOVE TANK,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1129.01
ne_ndot_catalog_1129.02,ne_ndot_1129.02,1129.02,REMOVE TANK,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1129.02
ne_ndot_catalog_1129.03,ne_ndot_1129.03,1129.03,REMOVE TANK,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1129.03
ne_ndot_catalog_1129.04,ne_ndot_1129.04,1129.04,REMOVE TANK,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1129.04
ne_ndot_catalog_1129.05,ne_ndot_1129.05,1129.05,REMOVE TANK,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1129.05
ne_ndot_catalog_1130.00,ne_ndot_1130.00,1130.00,REMOVE UNDERGROUND TANK,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,25,stditeme06252010.pdf#page=25;item=1130.00
ne_ndot_catalog_1130.30,ne_ndot_1130.30,1130.30,RELIEF WELL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1130.30
ne_ndot_catalog_1130.35,ne_ndot_1130.35,1130.35,ABANDON RELIEF WELL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1130.35
ne_ndot_catalog_1130.40,ne_ndot_1130.40,1130.40,MONITORING WELL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1130.40
ne_ndot_catalog_1130.48,ne_ndot_1130.48,1130.48,ADJUST MONITOR WELL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1130.48
ne_ndot_catalog_1130.50,ne_ndot_1130.50,1130.50,ABANDON MONITOR WELL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1130.50
ne_ndot_catalog_1130.52,ne_ndot_1130.52,1130.52,ABANDON RECOVERY WELL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1130.52
ne_ndot_catalog_1131.00,ne_ndot_1131.00,1131.00,REMOVE PLOWABLE PAVEMENT MARKER,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1131.00
ne_ndot_catalog_1131.01,ne_ndot_1131.01,1131.01,INSTALL PAVEMENT MARKER,EACH,EACH,07,419.00,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1131.01
ne_ndot_catalog_1131.02,ne_ndot_1131.02,1131.02,REMOVE AND REINSTALL PAVEMENT MARKER,EACH,EACH,07,419.00,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1131.02
ne_ndot_catalog_1133.00,ne_ndot_1133.00,1133.00,REMOVE TRACK,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1133.00
ne_ndot_catalog_1133.01,ne_ndot_1133.01,1133.01,REMOVE TRACK,TRACK FOOT,TRACK FOOT,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1133.01
ne_ndot_catalog_1133.05,ne_ndot_1133.05,1133.05,REMOVE RAILROAD CROSSING,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1133.05
ne_ndot_catalog_1133.10,ne_ndot_1133.10,1133.10,REMOVE PEDESTRIAN RAILROAD CROSSING,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1133.10
ne_ndot_catalog_1134.00,ne_ndot_1134.00,1134.00,REMOVE AND RELOCATE GATE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1134.00
ne_ndot_catalog_1135.00,ne_ndot_1135.00,1135.00,REMOVE STEEL CATTLE GUARD,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1135.00
ne_ndot_catalog_1135.27,ne_ndot_1135.27,1135.27,TRENCH DRAIN,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1135.27
ne_ndot_catalog_1135.28,ne_ndot_1135.28,1135.28,DRAIN,TON,TON,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1135.28
ne_ndot_catalog_1135.40,ne_ndot_1135.40,1135.40,TRUCK INSPECTION RAMP,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1135.40
ne_ndot_catalog_1135.50,ne_ndot_1135.50,1135.50,SCALE PIT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,26,stditeme06252010.pdf#page=26;item=1135.50
ne_ndot_catalog_1135.51,ne_ndot_1135.51,1135.51,SCALE PIT,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,27,stditeme06252010.pdf#page=27;item=1135.51
ne_ndot_catalog_1135.55,ne_ndot_1135.55,1135.55,WEIGH-IN-MOTION DEVICE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,27,stditeme06252010.pdf#page=27;item=1135.55
ne_ndot_catalog_1135.58,ne_ndot_1135.58,1135.58,REMOVE CONCRETE OBSTRUCTION,LUMP SUM,LS,07,,current,ne_ndot_english_standard_item_list_2010,27,stditeme06252010.pdf#page=27;item=1135.58
ne_ndot_catalog_1135.59,ne_ndot_1135.59,1135.59,REMOVE CONCRETE BUNKER,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,27,stditeme06252010.pdf#page=27;item=1135.59
ne_ndot_catalog_1136.00,ne_ndot_1136.00,1136.00,REMOVE CONCRETE WIER,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,27,stditeme06252010.pdf#page=27;item=1136.00
ne_ndot_catalog_1136.03,ne_ndot_1136.03,1136.03,REMOVE,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,27,stditeme06252010.pdf#page=27;item=1136.03
ne_ndot_catalog_1136.04,ne_ndot_1136.04,1136.04,REMOVE,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,27,stditeme06252010.pdf#page=27;item=1136.04
ne_ndot_catalog_1136.05,ne_ndot_1136.05,1136.05,REMOVE,EACH,EACH,07,203.00,current,ne_ndot_english_standard_item_list_2010,27,stditeme06252010.pdf#page=27;item=1136.05
