catalog_row_id,agency_item_id,agency_item_code,description,unit_raw,unit_normalized,specification_year,specification_reference,item_status,source_id,source_page,source_locator
ne_ndot_catalog_4325.36,ne_ndot_4325.36,4325.36,"36"" SAFETY SLOPED END SECTION",EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4325.36
ne_ndot_catalog_4325.48,ne_ndot_4325.48,4325.48,"48"" SAFETY SLOPED END SECTION",EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4325.48
ne_ndot_catalog_4330.30,ne_ndot_4330.30,4330.30,"30"" ROUND EQUIVALENT SAFETY SLOPED END SECTION",EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4330.30
ne_ndot_catalog_4330.36,ne_ndot_4330.36,4330.36,"36"" ROUND EQUIVALENT SAFETY SLOPED END SECTION",EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4330.36
ne_ndot_catalog_4330.42,ne_ndot_4330.42,4330.42,"42"" ROUND EQUIVALENT SAFETY SLOPED END SECTION",EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4330.42
ne_ndot_catalog_4330.48,ne_ndot_4330.48,4330.48,"48"" ROUND EQUIVALENT SAFETY SLOPED END SECTION",EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4330.48
ne_ndot_catalog_4350.06,ne_ndot_4350.06,4350.06,"6"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4350.06
ne_ndot_catalog_4350.08,ne_ndot_4350.08,4350.08,"8"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4350.08
ne_ndot_catalog_4350.10,ne_ndot_4350.10,4350.10,"10"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4350.10
ne_ndot_catalog_4350.12,ne_ndot_4350.12,4350.12,"12"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4350.12
ne_ndot_catalog_4350.15,ne_ndot_4350.15,4350.15,"15"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,93,stditeme06252010.pdf#page=93;item=4350.15
ne_ndot_catalog_4350.18,ne_ndot_4350.18,4350.18,"18"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.18
ne_ndot_catalog_4350.21,ne_ndot_4350.21,4350.21,"21"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.21
ne_ndot_catalog_4350.24,ne_ndot_4350.24,4350.24,"24"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.24
ne_ndot_catalog_4350.26,ne_ndot_4350.26,4350.26,"24"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.26
ne_ndot_catalog_4350.30,ne_ndot_4350.30,4350.30,"30"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.30
ne_ndot_catalog_4350.32,ne_ndot_4350.32,4350.32,"30"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.32
ne_ndot_catalog_4350.36,ne_ndot_4350.36,4350.36,"36"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.36
ne_ndot_catalog_4350.42,ne_ndot_4350.42,4350.42,"42"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.42
ne_ndot_catalog_4350.48,ne_ndot_4350.48,4350.48,"48"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.48
ne_ndot_catalog_4350.54,ne_ndot_4350.54,4350.54,"54"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.54
ne_ndot_catalog_4350.60,ne_ndot_4350.60,4350.60,"60"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.60
ne_ndot_catalog_4350.66,ne_ndot_4350.66,4350.66,"66"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.66
ne_ndot_catalog_4350.72,ne_ndot_4350.72,4350.72,"72"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.72
ne_ndot_catalog_4350.78,ne_ndot_4350.78,4350.78,"78"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.78
ne_ndot_catalog_4350.84,ne_ndot_4350.84,4350.84,"84"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.84
ne_ndot_catalog_4350.90,ne_ndot_4350.90,4350.90,"90"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.90
ne_ndot_catalog_4350.96,ne_ndot_4350.96,4350.96,"96"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4350.96
ne_ndot_catalog_4351.08,ne_ndot_4351.08,4351.08,"108"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4351.08
ne_ndot_catalog_4351.20,ne_ndot_4351.20,4351.20,"120"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,94,stditeme06252010.pdf#page=94;item=4351.20
ne_ndot_catalog_4351.25,ne_ndot_4351.25,4351.25,"144"" CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4351.25
ne_ndot_catalog_4355.96,ne_ndot_4355.96,4355.96,"96"" STRUCTURAL PLATE PIPE",LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4355.96
ne_ndot_catalog_4359.54,ne_ndot_4359.54,4359.54,"54"" TRIPLE METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4359.54
ne_ndot_catalog_4360.12,ne_ndot_4360.12,4360.12,"12"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.12
ne_ndot_catalog_4360.15,ne_ndot_4360.15,4360.15,"15"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.15
ne_ndot_catalog_4360.18,ne_ndot_4360.18,4360.18,"18"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.18
ne_ndot_catalog_4360.24,ne_ndot_4360.24,4360.24,"24"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.24
ne_ndot_catalog_4360.30,ne_ndot_4360.30,4360.30,"30"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.30
ne_ndot_catalog_4360.36,ne_ndot_4360.36,4360.36,"36"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.36
ne_ndot_catalog_4360.42,ne_ndot_4360.42,4360.42,"42"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.42
ne_ndot_catalog_4360.48,ne_ndot_4360.48,4360.48,"48"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.48
ne_ndot_catalog_4360.54,ne_ndot_4360.54,4360.54,"54"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.54
ne_ndot_catalog_4360.60,ne_ndot_4360.60,4360.60,"60"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.60
ne_ndot_catalog_4360.66,ne_ndot_4360.66,4360.66,"66"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.66
ne_ndot_catalog_4360.72,ne_ndot_4360.72,4360.72,"72"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.72
ne_ndot_catalog_4360.78,ne_ndot_4360.78,4360.78,"78"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.78
ne_ndot_catalog_4360.84,ne_ndot_4360.84,4360.84,"84"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4360.84
ne_ndot_catalog_4361.08,ne_ndot_4361.08,4361.08,"108"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4361.08
ne_ndot_catalog_4362.18,ne_ndot_4362.18,4362.18,"INSTALL 18"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,95,stditeme06252010.pdf#page=95;item=4362.18
ne_ndot_catalog_4362.24,ne_ndot_4362.24,4362.24,"INSTALL 24"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4362.24
ne_ndot_catalog_4362.30,ne_ndot_4362.30,4362.30,"INSTALL 30"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4362.30
ne_ndot_catalog_4362.36,ne_ndot_4362.36,4362.36,"INSTALL 36"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4362.36
ne_ndot_catalog_4362.42,ne_ndot_4362.42,4362.42,"INSTALL 42"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4362.42
ne_ndot_catalog_4362.48,ne_ndot_4362.48,4362.48,"INSTALL 48"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4362.48
ne_ndot_catalog_4362.54,ne_ndot_4362.54,4362.54,"INSTALL 54"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4362.54
ne_ndot_catalog_4362.60,ne_ndot_4362.60,4362.60,"INSTALL 60"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4362.60
ne_ndot_catalog_4362.72,ne_ndot_4362.72,4362.72,"INSTALL 72"" METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4362.72
ne_ndot_catalog_4365.00,ne_ndot_4365.00,4365.00,PIPE LINER,LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4365.00
ne_ndot_catalog_4380.15,ne_ndot_4380.15,4380.15,"15"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.15
ne_ndot_catalog_4380.18,ne_ndot_4380.18,4380.18,"18"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.18
ne_ndot_catalog_4380.24,ne_ndot_4380.24,4380.24,"24"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.24
ne_ndot_catalog_4380.30,ne_ndot_4380.30,4380.30,"30"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.30
ne_ndot_catalog_4380.36,ne_ndot_4380.36,4380.36,"36"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.36
ne_ndot_catalog_4380.42,ne_ndot_4380.42,4380.42,"42"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.42
ne_ndot_catalog_4380.48,ne_ndot_4380.48,4380.48,"48"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.48
ne_ndot_catalog_4380.54,ne_ndot_4380.54,4380.54,"54"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.54
ne_ndot_catalog_4380.60,ne_ndot_4380.60,4380.60,"60"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.60
ne_ndot_catalog_4380.72,ne_ndot_4380.72,4380.72,"72"" ROUND EQUIVALENT CORRUGATED METAL PIPE",LIN FT,LF,07,719.00,current,ne_ndot_english_standard_item_list_2010,96,stditeme06252010.pdf#page=96;item=4380.72
ne_ndot_catalog_4384.15,ne_ndot_4384.15,4384.15,"15"" CORRUGATED METAL SEWER PIPE",LIN FT,LF,07,722.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4384.15
ne_ndot_catalog_4384.18,ne_ndot_4384.18,4384.18,"18"" CORRUGATED METAL SEWER PIPE",LIN FT,LF,07,722.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4384.18
ne_ndot_catalog_4384.24,ne_ndot_4384.24,4384.24,"24"" CORRUGATED METAL SEWER PIPE",LIN FT,LF,07,722.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4384.24
ne_ndot_catalog_4384.30,ne_ndot_4384.30,4384.30,"30"" CORRUGATED METAL SEWER PIPE",LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4384.30
ne_ndot_catalog_4384.54,ne_ndot_4384.54,4384.54,"54"" CORRUGATED METAL SEWER PIPE",LIN FT,LF,07,722.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4384.54
ne_ndot_catalog_4384.66,ne_ndot_4384.66,4384.66,"66"" CORRUGATED METAL SEWER PIPE",LIN FT,LF,07,722.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4384.66
ne_ndot_catalog_4385.15,ne_ndot_4385.15,4385.15,"15"" ROUND EQUIVALENT CORRUGATED METAL SEWER PIPE",LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4385.15
ne_ndot_catalog_4385.30,ne_ndot_4385.30,4385.30,"30"" ROUND EQUIVALENT CORRUGATED METAL SEWER PIPE",LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4385.30
ne_ndot_catalog_4390.15,ne_ndot_4390.15,4390.15,"15"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.15
ne_ndot_catalog_4390.18,ne_ndot_4390.18,4390.18,"18"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.18
ne_ndot_catalog_4390.21,ne_ndot_4390.21,4390.21,"21"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.21
ne_ndot_catalog_4390.24,ne_ndot_4390.24,4390.24,"24"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.24
ne_ndot_catalog_4390.30,ne_ndot_4390.30,4390.30,"30"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.30
ne_ndot_catalog_4390.36,ne_ndot_4390.36,4390.36,"36"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.36
ne_ndot_catalog_4390.42,ne_ndot_4390.42,4390.42,"42"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.42
ne_ndot_catalog_4390.48,ne_ndot_4390.48,4390.48,"48"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.48
ne_ndot_catalog_4390.54,ne_ndot_4390.54,4390.54,"54"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.54
ne_ndot_catalog_4390.60,ne_ndot_4390.60,4390.60,"60"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.60
ne_ndot_catalog_4390.72,ne_ndot_4390.72,4390.72,"72"" ROUND EQUIVALENT METAL PIPE FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,97,stditeme06252010.pdf#page=97;item=4390.72
ne_ndot_catalog_4392.30,ne_ndot_4392.30,4392.30,"INSTALL 30"" ROUND EQUIVALENT METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4392.30
ne_ndot_catalog_4392.36,ne_ndot_4392.36,4392.36,"INSTALL 36"" ROUND EQUIVALENT METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4392.36
ne_ndot_catalog_4392.42,ne_ndot_4392.42,4392.42,"INSTALL 42"" ROUND EQUIVALENT METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4392.42
ne_ndot_catalog_4392.48,ne_ndot_4392.48,4392.48,"INSTALL 48"" ROUND EQUIVALENT METAL FLARED-END SECTION",EACH,EACH,07,724.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4392.48
ne_ndot_catalog_4392.54,ne_ndot_4392.54,4392.54,"INSTALL 54"" ROUND EQUIVALENT METAL FLARED-END SECTION",EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4392.54
ne_ndot_catalog_4440.22,ne_ndot_4440.22,4440.22,"24""-36"" T SECTION",EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4440.22
ne_ndot_catalog_4447.98,ne_ndot_4447.98,4447.98,SIPHON HEADWALL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4447.98
ne_ndot_catalog_4447.99,ne_ndot_4447.99,4447.99,SIPHON HEADWALL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4447.99
ne_ndot_catalog_4448.00,ne_ndot_4448.00,4448.00,SIPHON HEADWALL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4448.00
ne_ndot_catalog_4448.01,ne_ndot_4448.01,4448.01,SIPHON HEADWALL,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4448.01
ne_ndot_catalog_4448.10,ne_ndot_4448.10,4448.10,SIPHON INLET STRUCTURE,EACH,EACH,07,,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4448.10
ne_ndot_catalog_4450.08,ne_ndot_4450.08,4450.08,"8"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4450.08
ne_ndot_catalog_4450.10,ne_ndot_4450.10,4450.10,"10"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,722.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4450.10
ne_ndot_catalog_4450.12,ne_ndot_4450.12,4450.12,"12"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4450.12
ne_ndot_catalog_4450.15,ne_ndot_4450.15,4450.15,"15"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4450.15
ne_ndot_catalog_4450.18,ne_ndot_4450.18,4450.18,"18"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4450.18
ne_ndot_catalog_4450.21,ne_ndot_4450.21,4450.21,"21"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4450.21
ne_ndot_catalog_4450.24,ne_ndot_4450.24,4450.24,"24"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4450.24
ne_ndot_catalog_4450.30,ne_ndot_4450.30,4450.30,"30"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,98,stditeme06252010.pdf#page=98;item=4450.30
ne_ndot_catalog_4450.36,ne_ndot_4450.36,4450.36,"36"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.36
ne_ndot_catalog_4450.42,ne_ndot_4450.42,4450.42,"42"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.42
ne_ndot_catalog_4450.48,ne_ndot_4450.48,4450.48,"48"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.48
ne_ndot_catalog_4450.54,ne_ndot_4450.54,4450.54,"54"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.54
ne_ndot_catalog_4450.60,ne_ndot_4450.60,4450.60,"60"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.60
ne_ndot_catalog_4450.66,ne_ndot_4450.66,4450.66,"66"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.66
ne_ndot_catalog_4450.72,ne_ndot_4450.72,4450.72,"72"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.72
ne_ndot_catalog_4450.78,ne_ndot_4450.78,4450.78,"78"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.78
ne_ndot_catalog_4450.84,ne_ndot_4450.84,4450.84,"84"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.84
ne_ndot_catalog_4450.90,ne_ndot_4450.90,4450.90,"90"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.90
ne_ndot_catalog_4450.96,ne_ndot_4450.96,4450.96,"96"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4450.96
ne_ndot_catalog_4451.08,ne_ndot_4451.08,4451.08,"108"" REINFORCED CONCRETE PIPE",LIN FT,LF,07,720.00,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4451.08
ne_ndot_catalog_4451.12,ne_ndot_4451.12,4451.12,"12"" REINFORCED CONCRETE PIPE CLASS IV",LIN FT,LF,07,,current,ne_ndot_english_standard_item_list_2010,99,stditeme06252010.pdf#page=99;item=4451.12
